Name,bus_i,type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin
UNKNOWN125297,260,1,2.525008,0,0,0,65,1.01740932887619,95.8721752755053,115,65,1.1,0.9
UNKNOWN125298,261,1,2.525008,0,0,0,65,1.01740337053369,95.8707183630659,115,65,1.1,0.9
UNKNOWN125299,262,1,5.050016,0,0,0,65,1.01683229700531,95.9792431507965,115,65,1.1,0.9
UNKNOWN125300,263,1,5.050016,0,0,0,65,1.0173473934342,96.1216986817699,115,65,1.1,0.9
UNKNOWN125301,264,1,17.675056,0,0,0,65,1.01808514431499,96.3219523214994,115,65,1.1,0.9
SWANN RD,265,1,5.050016,0,0,0,65,1.01899385872271,99.5436662022212,115,65,1.1,0.9
UNKNOWN125330,266,1,11.053722,0,0,0,65,1.0198293423913,100.008827940366,115,65,1.1,0.9
UNKNOWN125332,267,1,5.050016,0,0,0,65,1.01959607589671,99.8281675293659,115,65,1.1,0.9
UNKNOWN125333,268,1,5.050016,0,0,0,65,1.01959425300571,99.827724536718,115,65,1.1,0.9
LOCKPORT,269,1,40.40013,0,0,0,65,1.01581704838241,96.4465980092094,115,65,1.1,0.9
HINMAN,270,1,12.62504,0,0,0,65,1.01602062475754,96.4863877781241,115,65,1.1,0.9
UNKNOWN125339,271,1,10.100032,0,0,0,65,1.01646135903222,96.638824735246,115,65,1.1,0.9
UNKNOWN125340,272,1,5.050016,0,0,0,65,1.0147291576884,95.8054423651854,115,65,1.1,0.9
UNKNOWN125341,273,1,2.525008,0,0,0,65,1.01996545822197,97.0613803118472,115,65,1.1,0.9
UNKNOWN125342,274,1,5.050016,0,0,0,65,1.01636359722788,96.6151220879612,115,65,1.1,0.9
UNKNOWN125343,275,1,2.525008,0,0,0,65,1.01635723629955,96.6136081835918,115,65,1.1,0.9
SANBORN,276,1,2.525008,0,0,0,65,1.01720607184824,98.0085297952021,115,65,1.1,0.9
SANBORN,277,1,12.62504,0,0,0,65,1.01721629573259,98.0124312005746,115,65,1.1,0.9
UNKNOWN125346,278,1,7.575025,0,0,0,65,1.01798200234479,96.2959534659413,115,65,1.1,0.9
UNKNOWN125347,279,1,7.575025,0,0,0,65,1.01796719662736,96.2924727320547,115,65,1.1,0.9
UNKNOWN125348,280,1,5.050016,0,0,0,65,1.01845279181342,96.4177917644095,115,65,1.1,0.9
UNKNOWN125349,281,1,5.050016,0,0,0,65,1.01913012020933,96.4155168586304,115,65,1.1,0.9
UNKNOWN125350,282,1,5.050016,0,0,0,65,1.01928411781906,96.4133592916136,115,65,1.1,0.9
UNKNOWN125351,283,1,5.050016,0,0,0,65,1.01965720496419,96.4270589602743,115,65,1.1,0.9
UNKNOWN125352,284,2,2.525008,0,0,0,65,1.02,96.4495868640596,115,65,1.1,0.9
UNKNOWN125353,285,1,2.525008,0,0,0,65,1.01959709038703,96.4227315323382,115,65,1.1,0.9
UNKNOWN125354,286,1,10.100032,0,0,0,65,1.01796097763875,96.2917646851924,115,65,1.1,0.9
UNKNOWN125355,287,1,5.050016,0,0,0,65,1.01797461681517,96.2954645745707,115,65,1.1,0.9
UNKNOWN125356,288,1,7.575025,0,0,0,65,1.01385898615188,92.9249454038726,115,65,1.1,0.9
UNKNOWN125357,289,1,5.050016,0,0,0,65,1.01461693804285,93.9188445142718,115,65,1.1,0.9
CLOVERBANK,290,1,10.100032,0,0,0,65,1.01351174536939,93.2951011507257,115,65,1.1,0.9
SHALETON,291,1,10.100032,0,0,0,65,1.01338027300494,93.1591144848648,115,65,1.1,0.9
UNKNOWN125360,292,1,5.050016,0,0,0,65,1.01335700450496,93.0514121893895,115,65,1.1,0.9
UNKNOWN125361,293,1,5.050016,0,0,0,65,1.01367915732706,93.6028450712459,115,65,1.1,0.9
NEW GARDENVILLE,294,1,0,0,0,0,65,1.01915326291925,99.8618970487879,230,65,1.1,0.9
UNKNOWN125363,295,1,2.525008,0,0,0,65,1.02579169374256,96.0125399677125,115,65,1.1,0.9
UNKNOWN125366,296,1,5.050016,0,0,0,65,1.01666677358771,95.2418837063886,115,65,1.1,0.9
UNKNOWN125367,297,1,5.050016,0,0,0,65,1.01349370266197,93.5554425501092,115,65,1.1,0.9
SENECA TERMINAL,298,1,0,0,0,0,65,1.01855259077219,100.129108522327,230,65,1.1,0.9
UNKNOWN125369,299,1,2.525008,0,0,0,65,1.01981795789296,96.6422828640474,115,65,1.1,0.9
UNKNOWN125370,300,1,5.050016,0,0,0,65,1.01752731167327,95.7686659118104,115,65,1.1,0.9
STATION 153,301,1,2.525008,0,0,0,65,1.01751760998602,95.7663712051186,115,65,1.1,0.9
UNKNOWN125372,302,1,7.575025,0,0,0,65,1.01610404073917,95.560074060934,115,65,1.1,0.9
UNKNOWN125373,303,1,5.050016,0,0,0,65,1.01605161192277,95.5514078884561,115,65,1.1,0.9
UNKNOWN125374,304,1,2.525008,0,0,0,65,1.01610181578326,95.5595414381515,115,65,1.1,0.9
UNKNOWN125375,305,1,5.050016,0,0,0,65,1.0157074395291,95.4988233371724,115,65,1.1,0.9
UNKNOWN125376,306,1,5.050016,0,0,0,65,1.01523457133444,95.4330432636881,115,65,1.1,0.9
STATION 54,307,1,5.050017,0,0,0,65,1.0149307129077,95.4087075531766,115,65,1.1,0.9
UNKNOWN125378,308,1,2.525008,0,0,0,65,1.01739984333859,95.7196534140534,115,65,1.1,0.9
STATION 140,309,1,10.100032,0,0,0,65,1.01471617140749,95.4348194470976,115,65,1.1,0.9
UNKNOWN125404,310,1,5.050016,0,0,0,65,1.01800752555491,96.2727033793087,115,65,1.1,0.9
NORTH BROADWAY,311,1,5.050016,0,0,0,65,1.01868227653118,95.4884682993813,115,65,1.1,0.9
UNKNOWN125407,312,1,5.050016,0,0,0,65,1.01744384618551,95.7293517138458,115,65,1.1,0.9
CAMPUS,313,1,0,0,0,0,65,1.01849093662117,100.742038401265,230,65,1.1,0.9
UNKNOWN125409,314,1,5.050016,0,0,0,65,1.01779167609743,95.769061743089,115,65,1.1,0.9
SAWYER AVE,315,1,0,0,0,0,65,1.01798449088956,101.89492898914,230,65,1.1,0.9
UNKNOWN125412,316,1,5.050016,0,0,0,65,1.01540920663882,95.6323222281016,115,65,1.1,0.9
DUPONT,317,2,2.525008,0,0,0,65,1.02,96.6696044020196,115,65,1.1,0.9
CHEVROLET,318,1,2.525008,0,0,0,65,1.01934776329228,96.5218666345538,115,65,1.1,0.9
UNKNOWN125415,319,1,5.050016,0,0,0,65,1.01887781317614,96.4180993815597,115,65,1.1,0.9
UNKNOWN125417,320,1,5.050016,0,0,0,65,1.01771134410984,95.7870594243794,115,65,1.1,0.9
CALSPAN,321,1,2.525008,0,0,0,65,1.01849065470605,95.497821217101,115,65,1.1,0.9
BALL,322,1,5.050016,0,0,0,65,1.01758945379321,95.7338035314656,115,65,1.1,0.9
UNKNOWN125422,323,1,5.050016,0,0,0,65,1.01764959370798,96.165178657592,115,65,1.1,0.9
UNKNOWN125426,324,1,2.525008,0,0,0,65,1.01535915143471,95.6198257213226,115,65,1.1,0.9
UNKNOWN125427,325,1,5.050016,0,0,0,65,1.01524031697641,95.589263446387,115,65,1.1,0.9
BUFFALO SEWER AUTHORTY,326,1,5.050016,0,0,0,65,1.0151805728669,95.5721798136708,115,65,1.1,0.9
AYER RD,327,1,5.050016,0,0,0,65,1.01416225634938,95.3236709283091,115,65,1.1,0.9
TULLY CENTER,328,1,8.35729,0,0,0,67,1.01530500442933,90.381352261767,115,67,1.1,0.9
TILDEN,329,1,16.71458,0,0,0,67,1.01608896969967,92.0648426911652,115,67,1.1,0.9
UNKNOWN125433,330,1,0,0,0,0,67,1.01886614534773,101.433640490185,345,67,1.1,0.9
UNKNOWN125434,331,1,0,0,0,0,67,1.01884320164236,101.459764204325,345,67,1.1,0.9
ELBRIDGE,332,1,0,0,0,0,67,1.01691771948888,102.391416246249,345,67,1.1,0.9
HARRIS,333,1,8.35729,0,0,0,67,1.00970990785944,92.4537183191057,115,67,1.1,0.9
UNKNOWN125437,334,1,41.786444,0,0,0,67,1.00751576162258,92.6882664826852,115,67,1.1,0.9
SOUTHWOOD,335,1,8.35729,0,0,0,67,1.01559939201584,92.4283676175742,115,67,1.1,0.9
PEBBLE HILL,336,1,12.535934,0,0,0,67,1.01545924508599,92.8301271311671,115,67,1.1,0.9
DEWITT,337,1,0,0,0,0,67,1.01828659141236,102.218451051018,345,67,1.1,0.9
ROCK CUT,338,1,8.35729,0,0,0,67,1.01787596945078,92.0685610172344,115,67,1.1,0.9
UNKNOWN125442,339,2,4.178645,0,0,0,67,1.02,92.1932917645194,115,67,1.1,0.9
UNKNOWN125443,340,1,4.178645,0,0,0,67,1.01574119531518,93.167844680783,115,67,1.1,0.9
BUTTERMILK,341,1,8.35729,0,0,0,67,1.01599763125076,93.2193084781425,115,67,1.1,0.9
UNKNOWN125445,342,1,8.35729,0,0,0,67,1.01495370100057,92.9092289572246,115,67,1.1,0.9
UNKNOWN125446,343,1,12.535934,0,0,0,67,1.01434166852606,92.751885938665,115,67,1.1,0.9
UNKNOWN125447,344,1,12.535934,0,0,0,67,1.01488298783747,92.8840950620474,115,67,1.1,0.9
UNKNOWN125448,345,1,8.35729,0,0,0,67,1.01963897703095,93.0125699106619,115,67,1.1,0.9
UNKNOWN125449,346,1,8.35729,0,0,0,67,1.01928112206995,92.9744748069179,115,67,1.1,0.9
UNKNOWN125450,347,1,8.35729,0,0,0,67,1.01427339979064,92.8989059861082,115,67,1.1,0.9
UNKNOWN125451,348,1,8.35729,0,0,0,67,1.01320227258164,92.7421481929574,115,67,1.1,0.9
UNKNOWN125452,349,1,4.178645,0,0,0,67,1.01320272710572,92.7264276021579,115,67,1.1,0.9
UNKNOWN125469,350,1,8.35729,0,0,0,67,1.01242484430153,93.8246442114315,115,67,1.1,0.9
EUCLID/OCWA,351,1,8.35729,0,0,0,67,1.01153582894946,93.8856036199808,115,67,1.1,0.9
UNKNOWN125471,352,1,4.178645,0,0,0,67,1.01151050610369,93.8820069743786,115,67,1.1,0.9
S OSWEGO,353,1,28.205851,0,0,0,67,1.01753819429019,102.03733624351,115,67,1.1,0.9
UNKNOWN125473,354,1,8.35729,0,0,0,67,1.00876163912071,98.3550776912435,115,67,1.1,0.9
BRISTOL HILL,355,1,8.35729,0,0,0,67,1.0120269182106,98.5575481091571,115,67,1.1,0.9
UNKNOWN125475,356,1,3.171561,0,0,0,67,1.02185983839036,104.515035642797,115,67,1.1,0.9
UNKNOWN125476,357,2,0,0,0,0,67,1.02,109.536414407422,345,67,1.1,0.9
UNKNOWN125477,358,2,0,0,0,0,67,1.02,109.816144224351,345,67,1.1,0.9
PALOMA,359,1,12.535934,0,0,0,67,1.01781001369143,102.16320560363,115,67,1.1,0.9
UNKNOWN125480,360,1,8.35729,0,0,0,67,1.01871175840209,103.243848356565,115,67,1.1,0.9
UNKNOWN125563,361,1,4.178645,0,0,0,67,1.01567640771805,99.6918097699285,115,67,1.1,0.9
UNKNOWN125564,362,1,4.178645,0,0,0,67,1.01564147563354,99.6833672001962,115,67,1.1,0.9
UNKNOWN125565,363,1,8.35729,0,0,0,67,1.01186079593565,98.3529737196148,115,67,1.1,0.9
UNKNOWN125566,364,1,4.178645,0,0,0,67,1.01126020593859,97.7593652072541,115,67,1.1,0.9
GILBERT MILLS,365,1,8.35729,0,0,0,67,1.01195668281185,96.4207756166722,115,67,1.1,0.9
DELPHI,366,1,4.154006,0,0,0,69,1.01759066084958,87.8019139213098,115,69,1.1,0.9
UNKNOWN125571,367,1,2.077003,0,0,0,69,1.01942208427526,87.6851730076925,115,69,1.1,0.9
FENNER,368,2,4.154006,0,0,0,69,1.02,87.7182216518048,115,69,1.1,0.9
WHITMAN,369,1,2.077003,0,0,0,69,1.01927978021382,87.661349378215,115,69,1.1,0.9
UNKNOWN125574,370,1,2.077003,0,0,0,69,1.01951463958686,98.3406129180362,115,69,1.1,0.9
UNKNOWN125575,371,1,4.154006,0,0,0,69,1.01958034163478,98.3446881518182,115,69,1.1,0.9
UNKNOWN125576,372,1,8.308011,0,0,0,69,1.01975498443294,98.3952893070859,115,69,1.1,0.9
UNKNOWN125577,373,1,2.077003,0,0,0,69,1.01987393648224,98.3005625826822,115,69,1.1,0.9
UNKNOWN125578,374,1,12.462016,0,0,0,69,1.01953499287051,98.4182771924554,115,69,1.1,0.9
UNKNOWN125579,375,1,4.154006,0,0,0,69,1.01968085746041,98.543704772565,115,69,1.1,0.9
UNKNOWN125580,376,1,2.077003,0,0,0,69,1.01954048446722,98.4874747820922,115,69,1.1,0.9
UNKNOWN125581,377,1,2.077003,0,0,0,69,1.01984836159279,98.5677903548566,115,69,1.1,0.9
UNKNOWN125582,378,2,6.231008,0,0,0,69,1.02,98.4284479327861,115,69,1.1,0.9
UNKNOWN125583,379,1,6.231008,0,0,0,69,1.0190329536299,98.3209779847499,115,69,1.1,0.9
ONEIDA,380,1,14.53902,0,0,0,69,1.01761902538705,87.7023420994541,115,69,1.1,0.9
UNKNOWN125598,381,2,2.077003,0,0,0,69,1.02,88.208512563891,115,69,1.1,0.9
WALESVILLE,382,1,4.154006,0,0,0,69,1.01633129922471,84.9683503350158,115,69,1.1,0.9
VAHNUNDASIS,383,1,8.308011,0,0,0,69,1.01617765834491,85.1643715621218,115,69,1.1,0.9
CAVANAUGH,384,1,2.077003,0,0,0,69,1.01673401852258,84.5197156904491,115,69,1.1,0.9
TERMINAL,385,1,4.154006,0,0,0,69,1.01690466094057,84.2131268572404,115,69,1.1,0.9
DEERFIELD,386,1,2.077003,0,0,0,69,1.01689993798899,84.4213287636905,115,69,1.1,0.9
UNKNOWN125605,387,1,4.154006,0,0,0,69,1.01996866039598,84.9509348979551,115,69,1.1,0.9
WATKINS RD,388,1,6.231008,0,0,0,69,1.01710386597396,83.10349002137,115,69,1.1,0.9
ILION,389,1,2.077003,0,0,0,69,1.01667787542443,82.9974390288637,115,69,1.1,0.9
SCHUYLER,390,1,4.154006,0,0,0,69,1.01698659025795,84.2255101874348,115,69,1.1,0.9
TURIN,391,1,4.154006,0,0,0,69,1.01251937380115,86.5372233660611,115,69,1.1,0.9
BOONVILLE VILLAGE,392,1,2.077003,0,0,0,69,1.01333074597323,88.2120330918775,115,69,1.1,0.9
TURNING STONE,393,1,4.154006,0,0,0,69,1.01661281411317,87.3499820172338,115,69,1.1,0.9
UNKNOWN125627,394,1,4.154005,0,0,0,69,1.01669886384162,95.8951385074798,115,69,1.1,0.9
UNKNOWN125628,395,2,0,0,0,0,69,1.02,104.516173030244,230,69,1.1,0.9
UNKNOWN125629,396,1,2.077003,0,0,0,69,1.0142832252688,89.778792474922,115,69,1.1,0.9
UNKNOWN125630,397,1,2.077003,0,0,0,69,1.01428342964064,89.7788156214983,115,69,1.1,0.9
UNKNOWN125631,398,1,2.077003,0,0,0,69,1.01387080294678,89.8197624823097,115,69,1.1,0.9
UNKNOWN125633,399,2,4.154006,0,0,0,69,1.02,81.9840690338284,115,69,1.1,0.9
SALISBURY,400,1,4.942221,0,0,0,69,1.01817027320338,81.0896296045487,115,69,1.1,0.9
UNKNOWN125635,401,1,2.077003,0,0,0,69,1.01715589672989,101.714786874921,115,69,1.1,0.9
UNKNOWN125638,402,1,4.154006,0,0,0,69,1.01990123880312,100.081627184064,115,69,1.1,0.9
UNKNOWN125639,403,1,4.154006,0,0,0,69,1.01850523458934,101.623415277643,115,69,1.1,0.9
UNKNOWN125640,404,1,2.077003,0,0,0,69,1.01996058147133,103.12558504571,115,69,1.1,0.9
UNKNOWN125641,405,2,2.077003,0,0,0,69,1.02,103.15194155435,115,69,1.1,0.9
UNKNOWN125642,406,2,2.077003,0,0,0,69,1.02,102.921408882398,115,69,1.1,0.9
UNKNOWN125643,407,2,2.077003,0,0,0,69,1.02,103.02607108854,115,69,1.1,0.9
UNKNOWN125644,408,2,2.077003,0,0,0,69,1.02,102.951835475059,115,69,1.1,0.9
UNKNOWN125645,409,2,2.077003,0,0,0,69,1.02,102.763239721945,115,69,1.1,0.9
UNKNOWN125646,410,1,2.077003,0,0,0,69,1.01678101156255,102.31705788553,115,69,1.1,0.9
UNKNOWN125647,411,1,4.154006,0,0,0,69,1.01599142103661,102.68758345529,115,69,1.1,0.9
UNKNOWN125649,412,1,8.308011,0,0,0,69,1.00711607971441,99.7444939443656,115,69,1.1,0.9
UNKNOWN125650,413,1,6.231008,0,0,0,69,1.00743775158535,100.467508122729,115,69,1.1,0.9
UNKNOWN125651,414,1,4.154006,0,0,0,69,1.01079854612233,103.296446190839,115,69,1.1,0.9
ALCOA MASSENA OPERATIONS - WEST PLANT,415,1,20.770028,0,0,0,69,1.01717638289047,106.875247811016,115,69,1.1,0.9
UNKNOWN125653,416,1,2.077003,0,0,0,69,1.01712590696557,106.859864505054,115,69,1.1,0.9
UNKNOWN125654,417,1,4.154005,0,0,0,69,1.01740075695013,107.041030922064,115,69,1.1,0.9
UNKNOWN125655,418,1,8.308011,0,0,0,69,1.01675789626635,106.40020756621,115,69,1.1,0.9
UNKNOWN125657,419,1,4.154006,0,0,0,69,1.00772813753266,99.3349160636543,115,69,1.1,0.9
UNKNOWN125658,420,1,4.154006,0,0,0,69,1.00781079017742,99.3115137317072,115,69,1.1,0.9
UNKNOWN125659,421,1,4.154006,0,0,0,69,1.00514074979027,97.1898754078446,115,69,1.1,0.9
UNKNOWN125660,422,1,4.154006,0,0,0,69,1.00499873994878,97.1541997505208,115,69,1.1,0.9
UNKNOWN125661,423,1,8.308011,0,0,0,69,1.00573741803442,97.357644940434,115,69,1.1,0.9
UNKNOWN125662,424,1,4.154006,0,0,0,69,1.00751296018604,97.2883266636378,115,69,1.1,0.9
UNKNOWN125663,425,1,2.077003,0,0,0,69,1.00720179649648,97.2712583261878,115,69,1.1,0.9
UNKNOWN125664,426,1,4.154006,0,0,0,69,1.00836246995789,98.8503904952679,115,69,1.1,0.9
UNKNOWN125665,427,1,4.154006,0,0,0,69,1.01163444666777,100.030057268572,115,69,1.1,0.9
UNKNOWN125667,428,1,4.154006,0,0,0,69,1.01961426969388,108.179596361535,115,69,1.1,0.9
UNKNOWN125668,429,1,6.231008,0,0,0,69,1.01957162483484,108.1659436865,115,69,1.1,0.9
UNKNOWN127513,430,1,4.154006,0,0,0,69,1.01923007965084,85.9202004528022,115,69,1.1,0.9
CHADWICKS,431,1,4.154006,0,0,0,69,1.01724761585863,85.3945175270904,115,69,1.1,0.9
UNKNOWN127515,432,1,4.154006,0,0,0,69,1.01596883884831,85.1086799314532,115,69,1.1,0.9
UNKNOWN127516,433,1,2.077003,0,0,0,69,1.01595440405299,85.1051301309372,115,69,1.1,0.9
ROME,434,1,8.308011,0,0,0,69,1.01338967662686,86.1887211555726,115,69,1.1,0.9
LEIGH,435,1,4.154006,0,0,0,69,1.00989534006406,85.3128445409053,115,69,1.1,0.9
UNKNOWN127520,436,1,2.077003,0,0,0,69,1.00985330008382,85.3027640399608,115,69,1.1,0.9
UNKNOWN127521,437,1,2.077003,0,0,0,69,1.00984572425196,85.3009170120592,115,69,1.1,0.9
DUNLOP,438,1,2.077003,0,0,0,69,1.01689520713655,84.216448221621,115,69,1.1,0.9
REVERE CO,439,1,2.077003,0,0,0,69,1.01315256065482,86.1946874431857,115,69,1.1,0.9
GRIFFISS AIR BASE,440,1,4.154006,0,0,0,69,1.01296752580603,86.2497557582495,115,69,1.1,0.9
UNKNOWN127526,441,1,4.154006,0,0,0,69,1.01372111240984,93.4238087013858,115,69,1.1,0.9
UNKNOWN127599,442,1,2.077003,0,0,0,69,1.0152201016712,102.974966600972,115,69,1.1,0.9
UNKNOWN127600,443,1,2.077003,0,0,0,69,1.01522272985407,102.975590518542,115,69,1.1,0.9
UNKNOWN127601,444,1,2.077003,0,0,0,69,1.01507732292108,104.031310858732,115,69,1.1,0.9
UNKNOWN127603,445,1,4.154006,0,0,0,69,1.01598259528039,105.624266474779,115,69,1.1,0.9
UNKNOWN127606,446,1,2.077003,0,0,0,69,1.01948170816713,108.141965558443,115,69,1.1,0.9
UNKNOWN127607,447,1,6.231008,0,0,0,69,1.01641324894964,102.43354790695,115,69,1.1,0.9
UNKNOWN127608,448,1,6.843556,0,0,0,70,1.00265476802507,98.0846020313855,115,70,1.1,0.9
UNKNOWN127611,449,1,44.428194,0,0,0,68,0.991458530095108,94.4877269143056,115,68,1.1,0.9
UNKNOWN127613,450,1,44.428194,0,0,0,68,0.984178147135495,91.4006684124855,115,68,1.1,0.9
UNKNOWN127615,451,1,3.421778,0,0,0,70,1.00177423278899,76.9132355680356,115,70,1.1,0.9
UNKNOWN127616,452,1,6.843556,0,0,0,70,1.00198089740637,77.0081677205396,115,70,1.1,0.9
UNKNOWN127617,453,1,6.843556,0,0,0,70,1.00288145627483,77.097480249736,115,70,1.1,0.9
UNKNOWN127618,454,1,3.421778,0,0,0,70,1.0050170836161,77.3861311830841,115,70,1.1,0.9
UNKNOWN127629,455,1,4.154006,0,0,0,69,1.01269089117953,78.9975711441053,115,69,1.1,0.9
UNKNOWN127630,456,1,2.077003,0,0,0,69,1.01148829472063,78.837052573266,115,69,1.1,0.9
UNKNOWN127631,457,1,4.154006,0,0,0,69,1.009906523169,78.735512320099,115,69,1.1,0.9
UNKNOWN127632,458,1,2.077003,0,0,0,69,1.00640702977287,78.8099044590204,115,69,1.1,0.9
UNKNOWN127634,459,1,4.154006,0,0,0,69,1.00645498213536,79.6584950482575,115,69,1.1,0.9
UNKNOWN127642,460,1,2.077003,0,0,0,69,1.00645706319388,78.6814152897111,115,69,1.1,0.9
UNKNOWN127643,461,1,4.154006,0,0,0,69,0.980356002350516,71.9938949657488,115,69,1.1,0.9
UNKNOWN127711,462,1,6.843556,0,0,0,70,1.01888399202813,82.0239519829685,115,70,1.1,0.9
UNKNOWN127712,463,2,3.421778,0,0,0,70,1.02,82.879724061531,115,70,1.1,0.9
UNKNOWN127714,464,1,6.843556,0,0,0,70,1.01831681330039,82.7802764685515,115,70,1.1,0.9
UNKNOWN127716,465,1,3.421778,0,0,0,70,1.01891114695191,82.3358170278836,115,70,1.1,0.9
UNKNOWN127717,466,1,3.421778,0,0,0,70,1.01961838508161,82.2465613782176,115,70,1.1,0.9
UNKNOWN127719,467,1,3.421778,0,0,0,70,1.01942701220124,82.1450646661585,115,70,1.1,0.9
UNKNOWN127721,468,1,3.421778,0,0,0,70,1.01510195926435,81.4689985721265,115,70,1.1,0.9
UNKNOWN127722,469,2,3.421778,0,0,0,70,1.02,82.0010371220477,115,70,1.1,0.9
UNKNOWN127723,470,1,3.421778,0,0,0,70,1.01984784643166,82.0101673303768,115,70,1.1,0.9
UNKNOWN127726,471,1,3.421778,0,0,0,70,1.02002757176557,81.5458169391098,115,70,1.1,0.9
UNKNOWN127728,472,1,6.843556,0,0,0,70,1.018524199139,81.8428377223775,115,70,1.1,0.9
UNKNOWN127732,473,1,3.421778,0,0,0,70,1.01262236783306,80.7781541352278,115,70,1.1,0.9
SPIER FALLS,474,2,34.217784,0,0,0,70,1.02,82.595828381843,115,70,1.1,0.9
UNKNOWN127736,475,1,6.843556,0,0,0,70,1.0095703362261,80.0704379534447,115,70,1.1,0.9
UNKNOWN127737,476,1,6.843556,0,0,0,70,1.00966919910888,80.0979990494997,115,70,1.1,0.9
UNKNOWN127784,477,1,6.843556,0,0,0,70,1.01682855330343,82.7889274418024,115,70,1.1,0.9
UNKNOWN127901,478,1,6.843556,0,0,0,70,1.00688963720286,77.3794587237098,115,70,1.1,0.9
UNKNOWN127902,479,1,1.538569,0,0,0,70,1.00999702430247,77.2582133551,69,70,1.1,0.9
UNKNOWN127903,480,1,6.843556,0,0,0,70,1.01496806243584,79.2805587024783,115,70,1.1,0.9
UNKNOWN127904,481,1,6.843556,0,0,0,70,1.01229249342845,78.6729536088888,115,70,1.1,0.9
UNKNOWN127905,482,1,6.843556,0,0,0,70,1.01195857089081,78.6069349195561,115,70,1.1,0.9
UNKNOWN127908,483,1,14.579484,0,0,0,70,1.00611436849956,78.9747016436734,115,70,1.1,0.9
UNKNOWN127909,484,1,6.843556,0,0,0,70,1.00533141895426,77.3451921485196,115,70,1.1,0.9
UNKNOWN127973,485,2,29.618794,0,0,40.164182,68,1.00999784740422,90.5950954909021,115,68,1.1,0.9
UNKNOWN127976,486,1,3.421778,0,0,0,70,1.0011948262831,97.6793212046842,115,70,1.1,0.9
UNKNOWN127977,487,1,6.843556,0,0,0,70,1.00050153235994,97.4825504280743,115,70,1.1,0.9
UNKNOWN127978,488,1,3.421778,0,0,0,70,1.00044162849373,97.4670648083875,115,70,1.1,0.9
UNKNOWN127980,489,2,10.265335,0,0,15.051585,70,1.00999792720081,82.8282409707158,115,70,1.1,0.9
UNKNOWN127981,490,1,6.843556,0,0,0,70,1.00566022979728,87.2917426950588,115,70,1.1,0.9
UNKNOWN127984,491,1,3.421778,0,0,0,70,1.00704786965424,84.0873940326845,115,70,1.1,0.9
UNKNOWN127985,492,1,3.421778,0,0,0,70,1.00839600748724,83.140508702105,115,70,1.1,0.9
UNKNOWN128050,493,1,2.077003,0,0,0,69,0.979037251086134,72.9915091043356,115,69,1.1,0.9
UNKNOWN128051,494,1,2.077003,0,0,0,69,0.987024492845792,75.94095779821,115,69,1.1,0.9
UNKNOWN128052,495,1,10.385014,0,0,0,69,1.00593562420533,80.7875695158104,115,69,1.1,0.9
UNKNOWN128149,496,1,4.154006,0,0,0,69,1.02906856094743,79.9313812249046,115,69,1.1,0.9
UNKNOWN128150,497,1,6.231008,0,0,0,69,1.02996740858213,79.7147683185044,115,69,1.1,0.9
UNKNOWN128153,498,1,4.154006,0,0,0,69,1.03073319066489,79.3868881834382,115,69,1.1,0.9
UNKNOWN128154,499,1,4.154006,0,0,0,69,1.02993501461893,79.6986226473486,115,69,1.1,0.9
UNKNOWN128156,500,1,1.867808,0,0,0,69,1.02157983692946,77.9670517419783,69,69,1.1,0.9
UNKNOWN128157,501,1,4.69567,0,0,0,69,1.02700107480324,80.1453701357978,115,69,1.1,0.9
UNKNOWN128261,502,1,3.421778,0,0,0,70,1.01212575691523,81.5726392742493,115,70,1.1,0.9
UNKNOWN128265,503,1,13.687113,0,0,0,70,1.01339930027875,82.1354395695354,115,70,1.1,0.9
UNKNOWN128267,504,1,3.421778,0,0,0,70,1.01388746848316,82.4115460170964,115,70,1.1,0.9
UNKNOWN128270,505,1,6.843556,0,0,0,70,1.01889887990411,84.1561308613549,115,70,1.1,0.9
UNKNOWN128272,506,1,6.843556,0,0,0,70,1.01084938900701,82.0771479708107,115,70,1.1,0.9
UNKNOWN128273,507,1,13.687113,0,0,0,70,1.01485603879032,82.6918136952209,115,70,1.1,0.9
UNKNOWN128274,508,2,6.843556,0,0,0,70,1.02,85.0163221914415,115,70,1.1,0.9
UNKNOWN128275,509,1,13.687113,0,0,0,70,1.0198104077254,84.9560151362413,115,70,1.1,0.9
UNKNOWN128277,510,1,9.920696,0,0,0,70,1.01849470075964,83.8284872872293,115,70,1.1,0.9
UNKNOWN128279,511,1,13.687113,0,0,0,70,1.0134245648533,82.132729706797,115,70,1.1,0.9
UNKNOWN128280,512,2,20.758304,0,0,29.846609,71,1.00999977459042,74.0763508620034,115,71,1.1,0.9
UNKNOWN128285,513,1,6.843556,0,0,0,70,1.01983625667962,82.8908056169283,115,70,1.1,0.9
UNKNOWN128941,514,1,8.257082,0,0,0,71,1.00379507881778,70.0255635383019,69,71,1.1,0.9
UNKNOWN128942,515,1,11.576429,0,0,0,71,0.980150595259332,69.4071101374143,115,71,1.1,0.9
UNKNOWN128943,516,1,18.363751,0,0,0,71,0.977077093980401,69.6397268068648,115,71,1.1,0.9
UNKNOWN128944,517,1,6.843556,0,0,0,70,1.00480358074378,77.0763120485541,115,70,1.1,0.9
