gen_row,device_key,source_bus,online,source_prior_pg_mw,reconstructed_pg_mw,pg_movement_mw,source_prior_qg_mvar,reconstructed_qg_mvar,qg_movement_mvar
236,PERFORM2019:GEN:600:2,600,0,0,0,0,0,0,0
237,PERFORM2019:GEN:600:3,600,0,0,0,0,0,0,0
238,PERFORM2019:GEN:600:4,600,0,0,0,0,0,0,0
239,PERFORM2019:GEN:600:5,600,0,0,0,0,0,0,0
240,PERFORM2019:GEN:600:6,600,0,0,0,0,0,0,0
241,PERFORM2019:GEN:600:7,600,0,0,0,0,0,0,0
242,PERFORM2019:GEN:600:8,600,0,0,0,0,0,0,0
243,PERFORM2019:GEN:600:9,600,0,0,0,0,0,0,0
244,PERFORM2019:GEN:600:10,600,0,0,0,0,0,0,0
245,PERFORM2019:GEN:600:11,600,0,0,0,0,0,0,0
246,PERFORM2019:GEN:600:12,600,0,0,0,0,0,0,0
247,PERFORM2019:GEN:600:13,600,0,0,0,0,0,0,0
248,PERFORM2019:GEN:600:14,600,0,0,0,0,0,0,0
249,PERFORM2019:GEN:600:15,600,0,0,0,0,0,0,0
250,PERFORM2019:GEN:600:16,600,0,0,0,0,0,0,0
251,PERFORM2019:GEN:600:17,600,0,0,0,0,0,0,0
252,PERFORM2019:GEN:600:18,600,0,0,0,0,0,0,0
253,PERFORM2019:GEN:600:19,600,0,0,0,0,0,0,0
254,PERFORM2019:GEN:600:20,600,0,0,0,0,0,0,0
255,PERFORM2019:GEN:600:21,600,0,0,0,0,0,0,0
256,PERFORM2019:GEN:600:22,600,0,0,0,0,0,0,0
257,PERFORM2019:GEN:601:1,601,0,0,0,0,0,0,0
258,PERFORM2019:GEN:601:2,601,0,0,0,0,0,0,0
259,PERFORM2019:GEN:601:3,601,0,0,0,0,0,0,0
260,PERFORM2019:GEN:601:4,601,0,0,0,0,0,0,0
261,PERFORM2019:GEN:601:5,601,0,0,0,0,0,0,0
262,PERFORM2019:GEN:601:6,601,0,0,0,0,0,0,0
263,PERFORM2019:GEN:609:2,609,0,0,0,0,0,0,0
264,PERFORM2019:GEN:609:3,609,1,56.401104,56.4012015164552,9.75164552201591e-05,2.91840752712622,6.132062692426,3.21365516529978
265,PERFORM2019:GEN:609:4,609,0,0,0,0,0,0,0
266,PERFORM2019:GEN:609:5,609,0,0,0,0,0,0,0
267,PERFORM2019:GEN:609:6,609,1,56.340706,56.34081252689,0.000106526890029102,2.91840752712622,6.132062692426,3.21365516529978
268,PERFORM2019:GEN:609:7,609,0,0,0,0,0,0,0
269,PERFORM2019:GEN:609:8,609,1,56.340706,56.3408123427441,0.000106342744054189,2.91840752712622,6.132062692426,3.21365516529978
270,PERFORM2019:GEN:609:9,609,1,56.340706,56.3408126329871,0.000106632987083799,2.91840752712622,6.132062692426,3.21365516529978
271,PERFORM2019:GEN:609:10,609,1,56.340706,56.3408125333412,0.000106533341188708,2.91840752712622,6.132062692426,3.21365516529978
272,PERFORM2019:GEN:609:11,609,1,56.340706,56.3408125142264,0.000106514226423826,2.91840752712622,6.132062692426,3.21365516529978
273,PERFORM2019:GEN:609:C1,609,1,67.081606,67.0817558145925,0.00014981459247565,-0.366186359382143,10.4124763088587,10.7786626682408
274,PERFORM2019:GEN:614:1,614,1,46.702179,46.7022805863517,0.000101586351746619,-4.93033919926198,-6.37821198336481,-1.44787278410283
275,PERFORM2019:GEN:614:2,614,1,49.683166,49.6832720571984,0.000106057198436815,-5.2108207271067,-6.74980115238606,-1.53898042527936
276,PERFORM2019:GEN:614:3,614,1,49.683166,49.6832720571984,0.000106057198436815,-5.2108207271067,-6.74980115238606,-1.53898042527936
277,PERFORM2019:GEN:619:1,619,1,12.420791,12.4204490515894,-0.00034194841056312,-6.9,-0.948071343822928,5.95192865617707
278,PERFORM2019:GEN:623:1,623,1,60.116637,60.1167661648747,0.000129164874671517,42.399999,-4.26789055509592,-46.6678895550959
279,PERFORM2019:GEN:623:2,623,1,60.116637,60.1167661648747,0.000129164874671517,42.399999,-4.26789055509592,-46.6678895550959
280,PERFORM2019:GEN:632:1,632,1,2.744616,2.74321264146905,-0.00140335853095364,-0.304481034446152,0.144078695633418,0.44855973007957
281,PERFORM2019:GEN:632:2,632,1,2.744616,2.74321264146905,-0.00140335853095364,-0.304481034446152,0.144078695633418,0.44855973007957
282,PERFORM2019:GEN:632:3,632,1,2.94066,2.93954061509941,-0.00111938490059016,-0.402007980255823,0.0849997266877109,0.487007706943533
283,PERFORM2019:GEN:632:4,632,1,2.94066,2.93954061509941,-0.00111938490059016,-0.402007980255823,0.0849997266877109,0.487007706943533
284,PERFORM2019:GEN:638:1,638,1,4.705056,4.70507402138469,1.8021384688538e-05,3.4,-0.0249736624905233,-3.42497366249052
285,PERFORM2019:GEN:638:2,638,1,4.705056,4.70507402138469,1.8021384688538e-05,3.4,-0.0249736624905233,-3.42497366249052
286,PERFORM2019:GEN:638:3,638,1,4.705056,4.70507402138469,1.8021384688538e-05,3.4,-0.0249736624905233,-3.42497366249052
287,PERFORM2019:GEN:682:1,682,1,2.45055,2.44851497967957,-0.00203502032042913,-0.146050521405415,-0.144691871314521,0.00135865009089406
288,PERFORM2019:GEN:682:2,682,1,35.287923,35.2880471688242,0.000124168824193305,-2.16633545726366,-2.14722944036046,0.0191060169031978
289,PERFORM2019:GEN:683:1,683,1,21.564841,21.5649531225918,0.000112122591769293,5.11035817086088,-2.75783758283484,-7.86819575369573
290,PERFORM2019:GEN:683:2,683,1,21.564841,21.5649531225918,0.000112122591769293,5.11035817086088,-2.75783758283484,-7.86819575369573
291,PERFORM2019:GEN:685:1,685,1,1.96044,1.95740581936273,-0.0030341806372729,-0.130452802759622,-0.13098341807023,-0.000530615310607385
292,PERFORM2019:GEN:685:2,685,1,2.156484,2.1539253855628,-0.00255861443720429,-0.152889026980392,-0.153462091515848,-0.000573064535455997
293,PERFORM2019:GEN:685:3,685,1,2.352528,2.35041215807575,-0.00211584192424707,-0.136543363311547,-0.137180101684276,-0.000636738372728901
294,PERFORM2019:GEN:685:4,685,1,2.352528,2.35041215807575,-0.00211584192424707,-0.136543363311547,-0.137180101684276,-0.000636738372728901
295,PERFORM2019:GEN:685:5,685,1,2.744616,2.74323010025943,-0.00138589974057046,-0.142633923863471,-0.143376785298321,-0.000742861434850361
296,PERFORM2019:GEN:685:6,685,1,6.763518,6.7635604725598,4.24725598042741e-05,-0.464757641493101,-0.46658295816159,-0.0018253166684894
297,PERFORM2019:GEN:685:7,685,1,6.763518,6.7635604725598,4.24725598042741e-05,-0.464757641493101,-0.46658295816159,-0.0018253166684894
298,PERFORM2019:GEN:685:8,685,1,28.816235,28.8162997221722,6.47221722296365e-05,-1.9221750838886,-1.92987961798637,-0.00770453409777305
299,PERFORM2019:GEN:693:1,693,1,10.29231,10.2923840472318,7.40472317879437e-05,-1.9039289308999,-0.694286030810128,1.20964290008977
300,PERFORM2019:GEN:705:1,705,1,6.861541,6.86158266735325,4.16673532503964e-05,1.22727765485042,-0.261421622941825,-1.48869927779224
301,PERFORM2019:GEN:705:2,705,1,6.861541,6.86158266735325,4.16673532503964e-05,1.22727765485042,-0.261421622941825,-1.48869927779224
302,PERFORM2019:GEN:705:3,705,1,6.861541,6.86158266735325,4.16673532503964e-05,1.22727765485042,-0.261421622941825,-1.48869927779224
303,PERFORM2019:GEN:705:4,705,1,7.841761,7.84181304081784,5.2040817840826e-05,1.42645188051184,-0.265251844252074,-1.69170372476391
304,PERFORM2019:GEN:705:5,705,1,12.742861,12.7429462330308,8.52330307949956e-05,2.2971165652343,-0.460360506130882,-2.75747707136518
305,PERFORM2019:GEN:706:1,706,1,5.587255,5.587261037165,6.03716499814055e-06,4,0.0812881739538291,-3.91871182604617
306,PERFORM2019:GEN:706:2,706,1,5.587255,5.587261037165,6.03716499814055e-06,4,0.0812881739538297,-3.91871182604617
307,PERFORM2019:GEN:735:1,735,0,0,0,0,0,0,0
308,PERFORM2019:GEN:735:2,735,0,0,0,0,0,0,0
309,PERFORM2019:GEN:735:3,735,0,0,0,0,0,0,0
310,PERFORM2019:GEN:735:4,735,1,21.165028,21.1651172794449,8.92794449356415e-05,14.9,-1.36066285769707,-16.2606628576971
311,PERFORM2019:GEN:737:1,737,0,0,0,0,0,0,0
312,PERFORM2019:GEN:737:2,737,0,0,0,0,0,0,0
313,PERFORM2019:GEN:737:3,737,0,0,0,0,0,0,0
314,PERFORM2019:GEN:737:4,737,0,0,0,0,0,0,0
315,PERFORM2019:GEN:737:5,737,0,0,0,0,0,0,0
316,PERFORM2019:GEN:737:6,737,1,13.911287,13.9113116623595,2.46623595359097e-05,7.75504339702791,4.9897508809774,-2.76529251605051
317,PERFORM2019:GEN:737:7,737,1,53.657824,53.6579776887972,0.00015368879719091,29.9123094793884,19.246181519227,-10.6661279601614
318,PERFORM2019:GEN:738:1,738,1,11.427129,11.42686760169,-0.000261398309982397,8.1,3.81878659016009,-4.28121340983991
319,PERFORM2019:GEN:759:1,759,1,80.486733,80.4868375347575,0.000104534757497277,-1.95705774111236,-1.47468941295311,0.482368328159245
320,PERFORM2019:GEN:759:2,759,1,99.863166,99.8632764654075,0.000110465407473725,-2.38570336187627,-1.78714760077436,0.598555761101912
321,PERFORM2019:GEN:759:3,759,1,105.82515,105.825261860044,0.000111860044185619,-2.52852975703192,-1.89426062036769,0.634269136664229
322,PERFORM2019:GEN:761:1,761,1,96.882182,96.8822935229368,0.000111522936833808,68.300003,30.4070649251044,-37.8929380748956
323,PERFORM2019:GEN:768:1,768,1,77.207643,77.2077464318173,0.000103431817265687,-14.0806854936782,-9.77181053506835,4.30887495860988
324,PERFORM2019:GEN:774:C1,774,0,0,0,0,0,0,0
325,PERFORM2019:GEN:811:1,811,1,19.873267,19.8732834795749,1.64795748567315e-05,-2.7374551411034,-0.670807384011538,2.06664775709186
326,PERFORM2019:GEN:817:C1,817,1,407.200003,407.181960879004,-0.0180421209956307,110.162321490644,148.383018647161,38.2206971565171
327,PERFORM2019:GEN:817:C2,817,1,407.200003,407.181960879004,-0.0180421209956307,110.162321490644,148.383018647161,38.2206971565171
328,PERFORM2019:GEN:817:C3,817,1,407.200003,407.181960879004,-0.0180421209956307,110.162321490644,148.383018647161,38.2206971565171
329,PERFORM2019:GEN:821:1,821,1,21.463129,21.4631836525216,5.4652521590981e-05,15.099999,-2.49615312022041,-17.5961521202204
330,PERFORM2019:GEN:828:1,828,1,21.463129,21.4631798438,5.08438000217382e-05,4.88560075693047,-2.59164957939653,-7.477250336327
331,PERFORM2019:GEN:829:1,829,0,0,0,0,0,0,0
332,PERFORM2019:GEN:847:1,847,1,170.000005,170.000909084973,0.000904084972745522,21.3846196924964,-56.2337948480587,-77.6184145405551
333,PERFORM2019:GEN:847:2,847,1,169.732213,169.733077322602,0.00086432260192737,21.3846196924964,-56.2337948480587,-77.6184145405551
334,PERFORM2019:GEN:848:1,848,0,0,0,0,0,0,0
335,PERFORM2019:GEN:848:2,848,0,0,0,0,0,0,0
336,PERFORM2019:GEN:848:3,848,0,0,0,0,0,0,0
337,PERFORM2019:GEN:848:4,848,0,0,0,0,0,0,0
338,PERFORM2019:GEN:848:5,848,0,0,0,0,0,0,0
339,PERFORM2019:GEN:848:6,848,0,0,0,0,0,0,0
340,PERFORM2019:GEN:867:1,867,1,8.037805,8.03786139229616,5.6392296164276e-05,5.7,-0.349275383782531,-6.04927538378253
341,PERFORM2019:GEN:867:2,867,1,8.037805,8.03786139229616,5.6392296164276e-05,5.7,-0.349275383782532,-6.04927538378253
342,PERFORM2019:GEN:870:1,870,1,3.92088,3.92060482092521,-0.000275179074785914,1.08288216666546,0.0804443229291011,-1.00243784373636
343,PERFORM2019:GEN:870:2,870,1,3.92088,3.92060482092521,-0.000275179074785914,1.08288216666546,0.0804443229291011,-1.00243784373636
344,PERFORM2019:GEN:870:3,870,1,3.92088,3.92060482092521,-0.000275179074785914,1.08288216666546,0.0804443229291011,-1.00243784373636
345,PERFORM2019:GEN:870:4,870,1,3.92088,3.92060482092521,-0.000275179074785914,1.08288216666546,0.0804443229291011,-1.00243784373636
346,PERFORM2019:GEN:899:1,899,0,0,0,0,0,0,0
347,PERFORM2019:GEN:899:2,899,1,621.000004,620.955610790189,-0.0443932098113464,88.1325959590504,61.6484893773659,-26.4841065816845
348,PERFORM2019:GEN:900:1,900,0,0,0,0,0,0,0
349,PERFORM2019:GEN:900:2,900,0,0,0,0,0,0,0
350,PERFORM2019:GEN:994:1,994,0,0,0,0,0,0,0
351,PERFORM2019:GEN:994:2,994,0,0,0,0,0,0,0
352,PERFORM2019:GEN:994:3,994,0,0,0,0,0,0,0
353,PERFORM2019:GEN:994:4,994,0,0,0,0,0,0,0
354,PERFORM2019:GEN:994:5,994,1,59.619802,59.6199202069539,0.000118206953935385,-12.2685692717081,-1.00157132038614,11.2669979513219
355,PERFORM2019:GEN:994:6,994,1,59.619802,59.6199202069539,0.000118206953935385,-12.2685692717081,-1.00157132038614,11.2669979513219
356,PERFORM2019:GEN:994:7,994,1,60.116637,60.116755492091,0.000118492090969369,-12.3750751853298,-1.00291873668881,11.372156448641
357,PERFORM2019:GEN:997:1,997,0,0,0,0,0,0,0
358,PERFORM2019:GEN:997:2,997,0,0,0,0,0,0,0
359,PERFORM2019:GEN:997:3,997,0,0,0,0,0,0,0
360,PERFORM2019:GEN:997:4,997,0,0,0,0,0,0,0
361,PERFORM2019:GEN:997:5,997,0,0,0,0,0,0,0
362,PERFORM2019:GEN:997:6,997,0,0,0,0,0,0,0
363,PERFORM2019:GEN:1027:C1,1027,0,0,0,0,0,0,0
364,PERFORM2019:GEN:1039:1,1039,1,11.427129,11.4264232692296,-0.000705730770370394,3.56215890716856,-0.749686389728071,-4.31184529689663
365,PERFORM2019:GEN:1052:1,1052,1,6.273409,6.27344740840505,3.84084050519817e-05,3.28253864404874,-0.081780902832163,-3.36431954688091
366,PERFORM2019:GEN:1052:2,1052,1,6.665497,6.66554126951649,4.42695164881712e-05,3.50644730930179,-0.0681422092591728,-3.57458951856096
367,PERFORM2019:GEN:1052:3,1052,1,8.527914,8.52797634845224,6.23484522375151e-05,4.44120890251641,-0.142676480108822,-4.58388538262523
368,PERFORM2019:GEN:1052:4,1052,1,18.624181,18.6242896753829,0.000108675382911372,9.67805246604501,-0.330798185925684,-10.0088506519707
369,PERFORM2019:GEN:1053:1,1053,1,12.350773,12.3508576655935,8.46655934623186e-05,8.8,-0.471363070408481,-9.27136307040848
370,PERFORM2019:GEN:1129:1,1129,0,0,0,0,0,0,0
371,PERFORM2019:GEN:1129:2,1129,0,0,0,0,0,0,0
372,PERFORM2019:GEN:1129:3,1129,0,0,0,0,0,0,0
373,PERFORM2019:GEN:1129:4,1129,0,0,0,0,0,0,0
374,PERFORM2019:GEN:1129:5,1129,0,0,0,0,0,0,0
375,PERFORM2019:GEN:1129:6,1129,0,0,0,0,0,0,0
376,PERFORM2019:GEN:1129:7,1129,0,0,0,0,0,0,0
377,PERFORM2019:GEN:1129:8,1129,1,19.873267,19.8733103508303,4.33508302606356e-05,1.1083523318283,1.82216394160251,0.713811609774208
378,PERFORM2019:GEN:1129:9,1129,1,19.873267,19.8733105885157,4.35885157301641e-05,1.1083523318283,1.82216394160251,0.713811609774208
379,PERFORM2019:GEN:1129:10,1129,1,19.873267,19.8733103508303,4.33508302606356e-05,1.1083523318283,1.82216394160251,0.713811609774208
380,PERFORM2019:GEN:1129:11,1129,0,0,0,0,0,0,0
381,PERFORM2019:GEN:1129:12,1129,1,19.873267,19.8733097365587,4.27365587150064e-05,1.1083523318283,1.82216394160251,0.713811609774208
382,PERFORM2019:GEN:1129:13,1129,0,0,0,0,0,0,0
383,PERFORM2019:GEN:1129:14,1129,0,0,0,0,0,0,0
384,PERFORM2019:GEN:1129:15,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
385,PERFORM2019:GEN:1129:16,1129,0,0,0,0,0,0,0
386,PERFORM2019:GEN:1129:17,1129,0,0,0,0,0,0,0
387,PERFORM2019:GEN:1129:18,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
388,PERFORM2019:GEN:1129:19,1129,0,0,0,0,0,0,0
389,PERFORM2019:GEN:1129:20,1129,0,0,0,0,0,0,0
390,PERFORM2019:GEN:1129:21,1129,0,0,0,0,0,0,0
391,PERFORM2019:GEN:1129:22,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
392,PERFORM2019:GEN:1129:23,1129,0,0,0,0,0,0,0
393,PERFORM2019:GEN:1129:24,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
394,PERFORM2019:GEN:1129:25,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
395,PERFORM2019:GEN:1129:26,1129,0,0,0,0,0,0,0
396,PERFORM2019:GEN:1129:27,1129,0,0,0,0,0,0,0
397,PERFORM2019:GEN:1129:28,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
398,PERFORM2019:GEN:1129:29,1129,0,0,0,0,0,0,0
399,PERFORM2019:GEN:1129:30,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
400,PERFORM2019:GEN:1129:31,1129,0,0,0,0,0,0,0
401,PERFORM2019:GEN:1129:32,1129,0,0,0,0,0,0,0
402,PERFORM2019:GEN:1129:33,1129,0,0,0,0,0,0,0
403,PERFORM2019:GEN:1129:34,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
404,PERFORM2019:GEN:1129:35,1129,1,19.873267,19.8733106760306,4.36760305788653e-05,1.1083523318283,1.82216394160251,0.713811609774208
405,PERFORM2019:GEN:1129:36,1129,0,0,0,0,0,0,0
406,PERFORM2019:GEN:1129:37,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
407,PERFORM2019:GEN:1129:38,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
408,PERFORM2019:GEN:1129:39,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
409,PERFORM2019:GEN:1129:40,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
410,PERFORM2019:GEN:1129:41,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
411,PERFORM2019:GEN:1129:42,1129,1,21.860594,21.8606450564835,5.10564835245475e-05,1.21918756501113,2.00438033576276,0.78519277075163
412,PERFORM2019:GEN:1129:43,1129,1,21.860594,21.860645055444,5.10554439721034e-05,1.21918756501113,2.00438033576276,0.78519277075163
413,PERFORM2019:GEN:1129:44,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
414,PERFORM2019:GEN:1129:45,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
415,PERFORM2019:GEN:1129:46,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
416,PERFORM2019:GEN:1129:47,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
417,PERFORM2019:GEN:1129:48,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
418,PERFORM2019:GEN:1129:49,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
419,PERFORM2019:GEN:1129:50,1129,1,21.860594,21.8606450556127,5.10556126513961e-05,1.21918756501113,2.00438033576276,0.78519277075163
420,PERFORM2019:GEN:1129:51,1129,1,21.860594,21.860645065054,5.10650539915503e-05,1.21918756501113,2.00438033576276,0.78519277075163
421,PERFORM2019:GEN:1129:52,1129,1,21.860594,21.8606450583751,5.10583751101024e-05,1.21918756501113,2.00438033576276,0.78519277075163
422,PERFORM2019:GEN:1129:53,1129,1,46.702179,46.7022802776454,0.000101277645406128,2.57884468446016,4.2577295906491,1.67888490618894
423,PERFORM2019:GEN:1129:54,1129,1,46.702179,46.7022802776454,0.000101277645406128,2.57884468446016,4.2577295906491,1.67888490618894
424,PERFORM2019:GEN:1129:55,1129,1,46.702179,46.7022802776454,0.000101277645406128,2.57884468446016,4.2577295906491,1.67888490618894
425,PERFORM2019:GEN:1130:1,1130,0,0,0,0,0,0,0
426,PERFORM2019:GEN:1130:2,1130,0,0,0,0,0,0,0
427,PERFORM2019:GEN:1130:3,1130,0,0,0,0,0,0,0
428,PERFORM2019:GEN:1130:4,1130,0,0,0,0,0,0,0
429,PERFORM2019:GEN:1130:5,1130,0,0,0,0,0,0,0
430,PERFORM2019:GEN:1130:6,1130,0,0,0,0,0,0,0
431,PERFORM2019:GEN:1130:7,1130,0,0,0,0,0,0,0
432,PERFORM2019:GEN:1130:8,1130,0,0,0,0,0,0,0
433,PERFORM2019:GEN:1130:9,1130,0,0,0,0,0,0,0
434,PERFORM2019:GEN:1130:10,1130,0,0,0,0,0,0,0
435,PERFORM2019:GEN:1130:11,1130,0,0,0,0,0,0,0
436,PERFORM2019:GEN:1130:12,1130,0,0,0,0,0,0,0
437,PERFORM2019:GEN:1130:13,1130,0,0,0,0,0,0,0
438,PERFORM2019:GEN:1130:14,1130,0,0,0,0,0,0,0
439,PERFORM2019:GEN:1130:15,1130,0,0,0,0,0,0,0
440,PERFORM2019:GEN:1130:16,1130,1,18.382771,18.3827970220774,2.60220773924402e-05,13,1.69388597729753,-11.3061140227025
441,PERFORM2019:GEN:1130:17,1130,1,18.382771,18.3827970220774,2.60220773924402e-05,13,1.69388597729753,-11.3061140227025
442,PERFORM2019:GEN:1131:1,1131,0,0,0,0,0,0,0
443,PERFORM2019:GEN:1131:2,1131,0,0,0,0,0,0,0
444,PERFORM2019:GEN:1131:C2,1131,0,0,0,0,0,0,0
445,PERFORM2019:GEN:1131:C3,1131,1,160.158467,160.158605129116,0.000138129116379559,120.749998,61.0783241963191,-59.6716738036809
446,PERFORM2019:GEN:1133:1,1133,0,0,0,0,0,0,0
447,PERFORM2019:GEN:1133:2,1133,0,0,0,0,0,0,0
448,PERFORM2019:GEN:1133:3,1133,0,0,0,0,0,0,0
449,PERFORM2019:GEN:1133:4,1133,0,0,0,0,0,0,0
450,PERFORM2019:GEN:1133:5,1133,0,0,0,0,0,0,0
451,PERFORM2019:GEN:1133:6,1133,0,0,0,0,0,0,0
452,PERFORM2019:GEN:1133:7,1133,0,0,0,0,0,0,0
453,PERFORM2019:GEN:1133:8,1133,0,0,0,0,0,0,0
454,PERFORM2019:GEN:1133:9,1133,0,0,0,0,0,0,0
455,PERFORM2019:GEN:1133:10,1133,0,0,0,0,0,0,0
456,PERFORM2019:GEN:1133:11,1133,0,0,0,0,0,0,0
457,PERFORM2019:GEN:1133:12,1133,0,0,0,0,0,0,0
458,PERFORM2019:GEN:1133:13,1133,0,0,0,0,0,0,0
459,PERFORM2019:GEN:1133:14,1133,1,21.860594,21.8606474779479,5.34779479082204e-05,-0.393462932811974,1.83204196533253,2.22550489814451
460,PERFORM2019:GEN:1133:15,1133,1,24.841583,24.8416456650671,6.26650670874085e-05,-0.475832356255084,2.05719685508757,2.53302921134266
461,PERFORM2019:GEN:1133:16,1133,1,24.841583,24.8416456650671,6.26650670874085e-05,-0.475832356255084,2.05719685508757,2.53302921134266
462,PERFORM2019:GEN:1133:17,1133,0,0,0,0,0,0,0
463,PERFORM2019:GEN:1133:18,1133,0,0,0,0,0,0,0
464,PERFORM2019:GEN:1133:19,1133,1,42.628157,42.6282555495857,9.85495856653529e-05,-0.782894599715815,3.55481684632238,4.3377114460382
465,PERFORM2019:GEN:1133:20,1133,0,0,0,0,0,0,0
466,PERFORM2019:GEN:1133:21,1133,0,0,0,0,0,0,0
467,PERFORM2019:GEN:1133:22,1133,0,0,0,0,0,0,0
468,PERFORM2019:GEN:1133:23,1133,0,0,0,0,0,0,0
469,PERFORM2019:GEN:1133:24,1133,0,0,0,0,0,0,0
470,PERFORM2019:GEN:1133:25,1133,1,46.702179,46.7022824361008,0.000103436100793886,-0.869295289067063,3.8892388204201,4.75853410948716
471,PERFORM2019:GEN:1133:26,1133,1,46.702179,46.7022824361008,0.000103436100793886,-0.869295289067063,3.8892388204201,4.75853410948716
472,PERFORM2019:GEN:1133:29,1133,1,400,399.971346643139,-0.0286533568614118,-7.15387650567226,33.3098489151369,40.4637254208092
473,PERFORM2019:GEN:1133:30,1133,1,400,399.971346643139,-0.0286533568614118,-7.15387650567226,33.3098489151369,40.4637254208092
474,PERFORM2019:GEN:1133:31,1133,1,1027.00005,1026.93637222909,-0.063677770915092,-18.3962847071965,85.4983791110967,103.894663818293
475,PERFORM2019:GEN:1133:C1,1133,1,266.798592,266.79873876296,0.000146762960184788,-22.2173603652769,9.28972032383813,31.507080689115
476,PERFORM2019:GEN:1135:1,1135,1,16.991642,16.9916442765406,2.27654060935834e-06,12,1.78773972221253,-10.2122602777875
477,PERFORM2019:GEN:1146:1,1146,1,27.822575,27.8226451734342,7.01734342065663e-05,-7.07781114035429,-7.70237151968294,-0.62456037932865
478,PERFORM2019:GEN:1147:1,1147,1,78.996235,78.9963610280129,0.000126028012928714,-43.700001,-33.2316068698511,10.4683941301489
479,PERFORM2019:GEN:1147:2,1147,1,78.996235,78.9963608242411,0.000125824241081318,-43.700001,-33.2316068698511,10.4683941301489
480,PERFORM2019:GEN:1147:3,1147,1,78.996235,78.9963607743917,0.000125774391705136,-43.700001,-33.2316068698511,10.4683941301489
481,PERFORM2019:GEN:1148:1,1148,0,0,0,0,0,0,0
482,PERFORM2019:GEN:1148:2,1148,0,0,0,0,0,0,0
483,PERFORM2019:GEN:1162:1,1162,0,0,0,0,0,0,0
484,PERFORM2019:GEN:1164:1,1164,1,31.300396,31.3004750181575,7.90181574572557e-05,-17.299999,-7.86269250002315,9.43730649997685
485,PERFORM2019:GEN:1169:1,1169,1,24.742217,24.7422779562506,6.09562505538008e-05,-6.63203240389381,-7.49536771806368,-0.863335314169872
486,PERFORM2019:GEN:1170:1,1170,1,19.873267,19.87331223677,4.52367700098932e-05,-11,-3.75944540788885,7.24055459211115
487,PERFORM2019:GEN:1172:1,1172,1,15.898612,15.8985134158231,-9.8584176898342e-05,0.141011464019014,-4.43981737669138,-4.5808288407104
488,PERFORM2019:GEN:1173:1,1173,1,17.88594,17.8859218318266,-1.81681734083838e-05,4.01537029018781,-4.29202179264302,-8.30739208283083
489,PERFORM2019:GEN:1181:1,1181,1,2.744616,2.74313434288686,-0.00148165711314086,2,0.195075126201514,-1.80492487379849
490,PERFORM2019:GEN:1181:2,1181,1,2.744616,2.74313434288686,-0.00148165711314086,2,0.195075126201514,-1.80492487379849
491,PERFORM2019:GEN:1181:3,1181,1,2.744616,2.74313434288686,-0.00148165711314086,2,0.195075126201514,-1.80492487379849
492,PERFORM2019:GEN:1181:4,1181,1,3.43077,3.43011427568796,-0.000655724312042416,2.5,0.201968150820059,-2.29803184917994
493,PERFORM2019:GEN:1194:1,1194,1,6.37143,6.37147257702652,4.25770265213288e-05,4.6,0.179045459383091,-4.42095454061691
494,PERFORM2019:GEN:1194:2,1194,1,6.37143,6.37147257702652,4.25770265213288e-05,4.6,0.179045459383091,-4.42095454061691
495,PERFORM2019:GEN:1213:1,1213,1,9.802201,9.80227803227979,7.70322797851719e-05,7,-0.371136693576585,-7.37113669357659
