source_bus_row,source_bus,device_key,source_bus_name,base_kv,source_zone,source_area,canonical_bus_type,raw_bus_type,electrical_role,gross_pd_mw,gross_qd_mvar,source_gs_mw,source_bs_mvar,source_vm_pu,source_va_deg,source_vmin_pu,source_vmax_pu,has_native_generation,has_boundary_proxy,has_reference_placeholder
174,174,PERFORM2019:BUS:174,BELMONT,115,C,67,1,1,gross_load,8.36,0,0,0,1.009437,93.349554,0.9,1.1,0,0,0
175,175,PERFORM2019:BUS:175,UNKNOWN124964,115,C,67,1,1,gross_load,8.36,0,0,0,1.0084263,93.09834,0.9,1.1,0,0,0
176,176,PERFORM2019:BUS:176,UNKNOWN124965,115,C,67,1,1,gross_load,8.36,0,0,0,1.0072341,92.751515,0.9,1.1,0,0,0
177,177,PERFORM2019:BUS:177,UNKNOWN124966,115,C,67,1,1,gross_load,4.18,0,0,0,1.0074576,92.810678,0.9,1.1,0,0,0
178,178,PERFORM2019:BUS:178,UNKNOWN124968,115,C,67,2,1,gross_load|native_generation_terminal,12.54,0,0,0,1.0072776,92.763581,0.9,1.1,1,0,0
179,179,PERFORM2019:BUS:179,UNKNOWN124969,115,C,67,1,1,gross_load,8.36,0,0,0,1.0073592,92.78117,0.9,1.1,0,0,0
180,180,PERFORM2019:BUS:180,MILTON,115,C,67,1,1,gross_load,8.36,0,0,0,1.0081948,92.964274,0.9,1.1,0,0,0
181,181,PERFORM2019:BUS:181,UNKNOWN124972,115,C,67,1,1,gross_load,8.36,0,0,0,1.0072432,92.755052,0.9,1.1,0,0,0
182,182,PERFORM2019:BUS:182,ANHEUSER BUSCH,115,C,67,1,1,gross_load,8.36,0,0,0,1.0036062,94.905804,0.9,1.1,0,0,0
183,183,PERFORM2019:BUS:183,LYSANDER,115,C,67,1,1,gross_load,8.36,0,0,0,1.0036422,94.914562,0.9,1.1,0,0,0
184,184,PERFORM2019:BUS:184,G E,115,C,67,1,1,gross_load,8.36,0,0,0,1.0103931,93.764528,0.9,1.1,0,0,0
185,185,PERFORM2019:BUS:185,SORRELL HILL,115,C,67,1,1,gross_load,8.36,0,0,0,1.0047938,94.73218,0.9,1.1,0,0,0
186,186,PERFORM2019:BUS:186,UNKNOWN125018,115,E,69,1,1,gross_load,6.23,0,0,0,1.0205733,80.85099,0.9,1.1,0,0,0
187,187,PERFORM2019:BUS:187,UNKNOWN125019,115,E,69,1,1,gross_load,4.15,0,0,0,1.0186709,81.776247,0.9,1.1,0,0,0
188,188,PERFORM2019:BUS:188,UNKNOWN125020,115,E,69,1,1,gross_load,4.15,0,0,0,0.9842592,74.29761,0.9,1.1,0,0,0
189,189,PERFORM2019:BUS:189,UNKNOWN125021,115,E,69,1,1,gross_load,2.08,0,0,0,0.9923729,77.291722,0.9,1.1,0,0,0
190,190,PERFORM2019:BUS:190,UNKNOWN125027,115,D,68,1,1,gross_load,29.62,0,0,0,1.0011113,97.575829,0.9,1.1,0,0,0
191,191,PERFORM2019:BUS:191,UNKNOWN125029,115,D,68,1,1,gross_load,29.62,0,0,0,0.9898361,91.585289,0.9,1.1,0,0,0
192,192,PERFORM2019:BUS:192,UNKNOWN125031,115,D,68,1,1,gross_load,44.43,0,0,0,0.996069,94.653378,0.9,1.1,0,0,0
193,193,PERFORM2019:BUS:193,UNKNOWN125033,115,D,68,2,1,gross_load|native_generation_terminal,59.24,0,0,0,0.991569,94.60718,0.9,1.1,1,0,0
194,194,PERFORM2019:BUS:194,UNKNOWN125053,115,F,70,2,2,gross_load|native_generation_terminal,20.53,0,0,0,1.0184778,80.559992,0.9,1.1,1,0,0
195,195,PERFORM2019:BUS:195,UNKNOWN125054,115,F,70,1,1,gross_load,6.84,0,0,0,1.0184304,80.548158,0.9,1.1,0,0,0
196,196,PERFORM2019:BUS:196,RISER125055,115,F,70,1,1,gross_load,6.84,0,0,0,1.0173483,80.464112,0.9,1.1,0,0,0
197,197,PERFORM2019:BUS:197,UNKNOWN125114,115,B,66,1,1,gross_load,14.4,0,0,0,1.0096106,93.02032,0.9,1.1,0,0,0
198,198,PERFORM2019:BUS:198,HOGAN RD,115,B,66,1,1,gross_load,14.4,0,0,0,0.9984966,90.853467,0.9,1.1,0,0,0
199,199,PERFORM2019:BUS:199,UNKNOWN125117,115,B,66,2,1,gross_load|native_generation_terminal,14.4,0,0,0,1.0027071,91.127762,0.9,1.1,1,0,0
200,200,PERFORM2019:BUS:200,STATION #52,115,B,66,1,1,gross_load,21.6,0,0,0,1.0017195,91.825023,0.9,1.1,0,0,0
201,201,PERFORM2019:BUS:201,UNKNOWN125119,115,B,66,1,1,gross_load,14.4,0,0,0,1.0025901,91.574841,0.9,1.1,0,0,0
202,202,PERFORM2019:BUS:202,UNKNOWN125122,115,C,67,1,1,gross_load,8.36,0,0,0,1.018611,86.792117,0.9,1.1,0,0,0
203,203,PERFORM2019:BUS:203,UNKNOWN125123,115,E,69,1,1,gross_load,4.15,0,0,0,1.0192991,85.607262,0.9,1.1,0,0,0
204,204,PERFORM2019:BUS:204,UNKNOWN125124,115,E,69,1,1,gross_load,6.23,0,0,0,1.0184321,85.073506,0.9,1.1,0,0,0
205,205,PERFORM2019:BUS:205,UNKNOWN125125,115,E,69,1,1,gross_load,8.31,0,0,0,1.0165423,83.410617,0.9,1.1,0,0,0
206,206,PERFORM2019:BUS:206,UNKNOWN125129,115,E,69,1,1,gross_load,4.15,0,0,0,1.0171196,82.810906,0.9,1.1,0,0,0
207,207,PERFORM2019:BUS:207,HYATT RD,115,C,67,1,1,gross_load,4.18,0,0,0,1.0085668,92.142543,0.9,1.1,0,0,0
208,208,PERFORM2019:BUS:208,GENEVA BORDER CITY,115,C,67,1,1,gross_load,12.54,0,0,0,1.0089704,92.043378,0.9,1.1,0,0,0
209,209,PERFORM2019:BUS:209,GUARDIAN GLASS,115,B,66,1,1,gross_load,14.4,0,0,0,1.0094068,92.076137,0.9,1.1,0,0,0
210,210,PERFORM2019:BUS:210,UNKNOWN125137,115,B,66,1,1,gross_load,14.4,0,0,0,1.0044809,92.258064,0.9,1.1,0,0,0
211,211,PERFORM2019:BUS:211,FARMINGTON,115,B,66,1,1,gross_load,14.4,0,0,0,0.9996773,90.825882,0.9,1.1,0,0,0
212,212,PERFORM2019:BUS:212,UNKNOWN125140,115,B,66,2,1,gross_load|native_generation_terminal,14.4,0,0,0,1.0131408,92.608045,0.9,1.1,1,0,0
213,213,PERFORM2019:BUS:213,STATION #199,115,B,66,1,1,gross_load,14.4,0,0,0,1.0087224,92.98767,0.9,1.1,0,0,0
214,214,PERFORM2019:BUS:214,SLEIGHT RD,115,B,66,1,1,gross_load,21.6,0,0,0,1.0088396,93.907914,0.9,1.1,0,0,0
215,215,PERFORM2019:BUS:215,UNKNOWN125151,115,B,66,1,1,gross_load,14.4,0,0,0,1.0100375,94.728387,0.9,1.1,0,0,0
216,216,PERFORM2019:BUS:216,QUAKER #121,115,B,66,1,1,gross_load,57.59,0,0,0,1.0107928,95.048376,0.9,1.1,0,0,0
217,217,PERFORM2019:BUS:217,UNKNOWN125153,115,B,66,1,1,gross_load,14.4,0,0,0,1.0178453,98.255172,0.9,1.1,0,0,0
218,218,PERFORM2019:BUS:218,STATION #230,115,B,66,1,1,gross_load,14.4,0,0,0,1.0156192,96.792009,0.9,1.1,0,0,0
219,219,PERFORM2019:BUS:219,STATION #204,115,B,66,1,1,gross_load,14.4,0,0,0,1.0173601,98.101911,0.9,1.1,0,0,0
220,220,PERFORM2019:BUS:220,SLOCUM RD,115,B,66,1,1,gross_load,43.2,0,0,0,1.0173858,98.174114,0.9,1.1,0,0,0
221,221,PERFORM2019:BUS:221,FAIRPORT,115,B,66,1,1,gross_load,14.4,0,0,0,0.9986381,90.927138,0.9,1.1,0,0,0
222,222,PERFORM2019:BUS:222,UNKNOWN125159,115,B,66,1,1,gross_load,7.2,0,0,0,1.010617,95.004754,0.9,1.1,0,0,0
223,223,PERFORM2019:BUS:223,UNKNOWN125161,115,A,65,1,1,gross_load,5.05,0,0,0,1.0185591,98.096796,0.9,1.1,0,0,0
224,224,PERFORM2019:BUS:224,UNKNOWN125162,115,A,65,1,1,gross_load,2.53,0,0,0,1.0125097,96.479387,0.9,1.1,0,0,0
225,225,PERFORM2019:BUS:225,AKZO SALT,69,A,65,1,1,gross_load,2.27,0,0,0,1.0069738,93.819725,0.9,1.1,0,0,0
226,226,PERFORM2019:BUS:226,YORK CENTER,69,A,65,1,1,gross_load,2.27,0,0,0,1.0045413,93.307742,0.9,1.1,0,0,0
227,227,PERFORM2019:BUS:227,N LAKEVILLE,115,A,65,1,1,gross_load,2.53,0,0,0,1.0093092,88.936867,0.9,1.1,0,0,0
228,228,PERFORM2019:BUS:228,GOLAH,115,B,66,1,1,gross_load,30.67,0,0,0,1.0003018,89.910471,0.9,1.1,0,0,0
229,229,PERFORM2019:BUS:229,MUMFORD,115,B,66,1,1,gross_load,14.4,0,0,0,0.9968013,89.501865,0.9,1.1,0,0,0
230,230,PERFORM2019:BUS:230,N LE ROY,115,A,65,1,1,gross_load,5.05,0,0,0,0.9946386,89.507647,0.9,1.1,0,0,0
231,231,PERFORM2019:BUS:231,UNKNOWN125171,115,A,65,1,1,gross_load,5.05,0,0,0,0.9946499,89.506655,0.9,1.1,0,0,0
232,232,PERFORM2019:BUS:232,LAPP,115,A,65,1,1,gross_load,5.05,0,0,0,0.9941799,89.619773,0.9,1.1,0,0,0
233,233,PERFORM2019:BUS:233,E BATAVIA,115,A,65,1,1,gross_load,5.05,0,0,0,0.9932926,90.077133,0.9,1.1,0,0,0
234,234,PERFORM2019:BUS:234,UNKNOWN125174,115,A,65,2,1,gross_load|native_generation_terminal,5.05,0,0,0,0.9932993,90.11313,0.9,1.1,1,0,0
235,235,PERFORM2019:BUS:235,UNKNOWN125175,115,A,65,1,1,gross_load,2.53,0,0,0,0.9932966,90.112591,0.9,1.1,0,0,0
236,236,PERFORM2019:BUS:236,BATAVIA,115,A,65,1,1,gross_load,12.63,0,0,0,0.9945958,90.552548,0.9,1.1,0,0,0
237,237,PERFORM2019:BUS:237,UNKNOWN125178,115,A,65,1,1,gross_load,2.53,0,0,0,0.9976437,91.778739,0.9,1.1,0,0,0
238,238,PERFORM2019:BUS:238,OAKFIELD,115,A,65,1,1,gross_load,2.53,0,0,0,0.9976462,91.779307,0.9,1.1,0,0,0
239,239,PERFORM2019:BUS:239,EAST GOLAH,115,B,66,1,1,gross_load,7.2,0,0,0,1.0001687,89.731764,0.9,1.1,0,0,0
240,240,PERFORM2019:BUS:240,W HAMLIN,115,B,66,1,2,gross_load|canonical_static_shunt,14.4,0,0,43.25,1.01,87.034719,0.9,1.1,0,0,0
241,241,PERFORM2019:BUS:241,UNKNOWN125183,115,B,66,1,1,gross_load,14.4,0,0,0,1.0019476,87.317678,0.9,1.1,0,0,0
242,242,PERFORM2019:BUS:242,UNKNOWN125185,115,B,66,1,1,gross_load,36,0,0,0,1.0029229,90.497602,0.9,1.1,0,0,0
243,243,PERFORM2019:BUS:243,UNKNOWN125186,115,B,66,1,1,gross_load,7.2,0,0,0,1.0092491,92.918719,0.9,1.1,0,0,0
244,244,PERFORM2019:BUS:244,UNKNOWN125187,115,B,66,1,1,gross_load,7.2,0,0,0,1.0024975,90.381164,0.9,1.1,0,0,0
245,245,PERFORM2019:BUS:245,UNKNOWN125188,115,B,66,1,1,gross_load,7.2,0,0,0,1.0059925,88.938537,0.9,1.1,0,0,0
246,246,PERFORM2019:BUS:246,UNKNOWN125189,115,B,66,1,1,gross_load,14.4,0,0,0,1.0070353,88.838442,0.9,1.1,0,0,0
247,247,PERFORM2019:BUS:247,UNKNOWN125190,115,B,66,1,1,gross_load,7.2,0,0,0,1.0092696,88.843917,0.9,1.1,0,0,0
248,248,PERFORM2019:BUS:248,UNKNOWN125194,115,B,66,1,1,gross_load,7.2,0,0,0,1.0025861,90.408625,0.9,1.1,0,0,0
249,249,PERFORM2019:BUS:249,BROCKPORT,115,B,66,1,1,gross_load,14.4,0,0,0,1.0019588,87.312554,0.9,1.1,0,0,0
250,250,PERFORM2019:BUS:250,UNKNOWN125198,115,B,66,2,2,gross_load|native_generation_terminal,28.8,0,0,0,1.0065529,89.883865,0.9,1.1,1,0,0
251,251,PERFORM2019:BUS:251,UNKNOWN125200,115,A,65,1,1,gross_load,2.53,0,0,0,1.0042087,92.470107,0.9,1.1,0,0,0
252,252,PERFORM2019:BUS:252,SHELBY,115,A,65,1,1,gross_load,5.05,0,0,0,1.0042178,92.472264,0.9,1.1,0,0,0
253,253,PERFORM2019:BUS:253,TELEGRAPH RD,115,A,65,1,1,gross_load,5.05,0,0,0,1.0068129,93.902657,0.9,1.1,0,0,0
254,254,PERFORM2019:BUS:254,LAPEER,345,C,67,1,1,junction,0,0,0,0,1.0244456,95.4832,0.9,1.1,0,0,0
255,255,PERFORM2019:BUS:255,UNKNOWN125292,115,A,65,1,1,gross_load,5.05,0,0,0,1.019662,96.659409,0.9,1.1,0,0,0
256,256,PERFORM2019:BUS:256,UNKNOWN125293,115,A,65,1,1,gross_load,12.63,0,0,0,1.0180397,96.751316,0.9,1.1,0,0,0
257,257,PERFORM2019:BUS:257,UNKNOWN125294,115,A,65,1,1,gross_load,5.05,0,0,0,1.0180201,96.74009,0.9,1.1,0,0,0
258,258,PERFORM2019:BUS:258,UNKNOWN125295,115,A,65,1,1,gross_load,5.05,0,0,0,1.0176692,96.475143,0.9,1.1,0,0,0
259,259,PERFORM2019:BUS:259,UNKNOWN125296,115,A,65,1,1,gross_load,2.53,0,0,0,1.0174679,96.427708,0.9,1.1,0,0,0
260,260,PERFORM2019:BUS:260,UNKNOWN125297,115,A,65,1,1,gross_load,2.53,0,0,0,1.0174571,96.425316,0.9,1.1,0,0,0
261,261,PERFORM2019:BUS:261,UNKNOWN125298,115,A,65,1,1,gross_load,2.53,0,0,0,1.0174512,96.423859,0.9,1.1,0,0,0
262,262,PERFORM2019:BUS:262,UNKNOWN125299,115,A,65,1,1,gross_load,5.05,0,0,0,1.0169363,96.525727,0.9,1.1,0,0,0
263,263,PERFORM2019:BUS:263,UNKNOWN125300,115,A,65,1,1,gross_load,5.05,0,0,0,1.0174233,96.667794,0.9,1.1,0,0,0
264,264,PERFORM2019:BUS:264,UNKNOWN125301,115,A,65,1,1,gross_load,17.68,0,0,0,1.0181329,96.866145,0.9,1.1,0,0,0
265,265,PERFORM2019:BUS:265,SWANN RD,115,A,65,1,1,gross_load,5.05,0,0,0,1.0190014,100.037,0.9,1.1,0,0,0
266,266,PERFORM2019:BUS:266,UNKNOWN125330,115,A,65,1,1,gross_load,11.05,0,0,0,1.0198318,100.500904,0.9,1.1,0,0,0
267,267,PERFORM2019:BUS:267,UNKNOWN125332,115,A,65,1,1,gross_load,5.05,0,0,0,1.0196014,100.319885,0.9,1.1,0,0,0
268,268,PERFORM2019:BUS:268,UNKNOWN125333,115,A,65,1,1,gross_load,5.05,0,0,0,1.0195996,100.319442,0.9,1.1,0,0,0
269,269,PERFORM2019:BUS:269,LOCKPORT,115,A,65,1,1,gross_load,40.4,0,0,0,1.0158441,96.952975,0.9,1.1,0,0,0
270,270,PERFORM2019:BUS:270,HINMAN,115,A,65,1,1,gross_load,12.63,0,0,0,1.0160471,96.992898,0.9,1.1,0,0,0
271,271,PERFORM2019:BUS:271,UNKNOWN125339,115,A,65,1,1,gross_load,10.1,0,0,0,1.0164925,97.146386,0.9,1.1,0,0,0
272,272,PERFORM2019:BUS:272,UNKNOWN125340,115,A,65,1,1,gross_load,5.05,0,0,0,1.014879,96.335117,0.9,1.1,0,0,0
273,273,PERFORM2019:BUS:273,UNKNOWN125341,115,A,65,1,1,gross_load,2.53,0,0,0,1.0199654,97.568236,0.9,1.1,0,0,0
274,274,PERFORM2019:BUS:274,UNKNOWN125342,115,A,65,1,1,gross_load,5.05,0,0,0,1.0163947,97.122684,0.9,1.1,0,0,0
275,275,PERFORM2019:BUS:275,UNKNOWN125343,115,A,65,1,1,gross_load,2.53,0,0,0,1.0163883,97.121171,0.9,1.1,0,0,0
276,276,PERFORM2019:BUS:276,SANBORN,115,A,65,1,1,gross_load,2.53,0,0,0,1.0172313,98.512609,0.9,1.1,0,0,0
277,277,PERFORM2019:BUS:277,SANBORN,115,A,65,1,1,gross_load,12.63,0,0,0,1.0172416,98.51655,0.9,1.1,0,0,0
278,278,PERFORM2019:BUS:278,UNKNOWN125346,115,A,65,1,1,gross_load,7.58,0,0,0,1.0180275,96.839993,0.9,1.1,0,0,0
279,279,PERFORM2019:BUS:279,UNKNOWN125347,115,A,65,1,1,gross_load,7.58,0,0,0,1.0180126,96.836513,0.9,1.1,0,0,0
280,280,PERFORM2019:BUS:280,UNKNOWN125348,115,A,65,1,1,gross_load,5.05,0,0,0,1.0184939,96.961532,0.9,1.1,0,0,0
281,281,PERFORM2019:BUS:281,UNKNOWN125349,115,A,65,1,1,gross_load,5.05,0,0,0,1.0191508,96.959493,0.9,1.1,0,0,0
282,282,PERFORM2019:BUS:282,UNKNOWN125350,115,A,65,1,1,gross_load,5.05,0,0,0,1.0193002,96.9574,0.9,1.1,0,0,0
283,283,PERFORM2019:BUS:283,UNKNOWN125351,115,A,65,1,1,gross_load,5.05,0,0,0,1.0196643,96.971222,0.9,1.1,0,0,0
284,284,PERFORM2019:BUS:284,UNKNOWN125352,115,A,65,2,2,gross_load|native_generation_terminal,2.53,0,0,0,1.02,96.993846,0.9,1.1,1,0,0
285,285,PERFORM2019:BUS:285,UNKNOWN125353,115,A,65,1,1,gross_load,2.53,0,0,0,1.0196054,96.966879,0.9,1.1,0,0,0
286,286,PERFORM2019:BUS:286,UNKNOWN125354,115,A,65,1,1,gross_load,10.1,0,0,0,1.0180069,96.835836,0.9,1.1,0,0,0
287,287,PERFORM2019:BUS:287,UNKNOWN125355,115,A,65,1,1,gross_load,5.05,0,0,0,1.0180207,96.839544,0.9,1.1,0,0,0
288,288,PERFORM2019:BUS:288,UNKNOWN125356,115,A,65,1,1,gross_load,7.58,0,0,0,1.0158329,93.669415,0.9,1.1,0,0,0
289,289,PERFORM2019:BUS:289,UNKNOWN125357,115,A,65,1,1,gross_load,5.05,0,0,0,1.01786,94.57398,0.9,1.1,0,0,0
290,290,PERFORM2019:BUS:290,CLOVERBANK,115,A,65,1,1,gross_load,10.1,0,0,0,1.0162358,93.988764,0.9,1.1,0,0,0
291,291,PERFORM2019:BUS:291,SHALETON,115,A,65,1,1,gross_load,10.1,0,0,0,1.0159419,93.864203,0.9,1.1,0,0,0
292,292,PERFORM2019:BUS:292,UNKNOWN125360,115,A,65,1,1,gross_load,5.05,0,0,0,1.0157547,93.767771,0.9,1.1,0,0,0
293,293,PERFORM2019:BUS:293,UNKNOWN125361,115,A,65,1,1,gross_load,5.05,0,0,0,1.0168081,94.267835,0.9,1.1,0,0,0
294,294,PERFORM2019:BUS:294,NEW GARDENVILLE,230,A,65,1,1,junction,0,0,0,0,1.0196307,100.460633,0.9,1.1,0,0,0
295,295,PERFORM2019:BUS:295,UNKNOWN125363,115,A,65,1,1,gross_load,2.53,0,0,0,1.0269349,96.659695,0.9,1.1,0,0,0
296,296,PERFORM2019:BUS:296,UNKNOWN125366,115,A,65,1,1,gross_load,5.05,0,0,0,1.0179776,95.848401,0.9,1.1,0,0,0
297,297,PERFORM2019:BUS:297,UNKNOWN125367,115,A,65,1,1,gross_load,5.05,0,0,0,1.016623,94.220741,0.9,1.1,0,0,0
298,298,PERFORM2019:BUS:298,SENECA TERMINAL,230,A,65,1,1,junction,0,0,0,0,1.0189997,100.717971,0.9,1.1,0,0,0
299,299,PERFORM2019:BUS:299,UNKNOWN125369,115,A,65,1,1,gross_load,2.53,0,0,0,1.0204578,97.232911,0.9,1.1,0,0,0
300,300,PERFORM2019:BUS:300,UNKNOWN125370,115,A,65,1,1,gross_load,5.05,0,0,0,1.0182143,96.359409,0.9,1.1,0,0,0
301,301,PERFORM2019:BUS:301,STATION 153,115,A,65,1,1,gross_load,2.53,0,0,0,1.0182046,96.357117,0.9,1.1,0,0,0
302,302,PERFORM2019:BUS:302,UNKNOWN125372,115,A,65,1,1,gross_load,7.58,0,0,0,1.0166561,96.138325,0.9,1.1,0,0,0
303,303,PERFORM2019:BUS:303,UNKNOWN125373,115,A,65,1,1,gross_load,5.05,0,0,0,1.016599,96.129223,0.9,1.1,0,0,0
304,304,PERFORM2019:BUS:304,UNKNOWN125374,115,A,65,1,1,gross_load,2.53,0,0,0,1.0166539,96.137793,0.9,1.1,0,0,0
305,305,PERFORM2019:BUS:305,UNKNOWN125375,115,A,65,1,1,gross_load,5.05,0,0,0,1.0162192,96.073279,0.9,1.1,0,0,0
306,306,PERFORM2019:BUS:306,UNKNOWN125376,115,A,65,1,1,gross_load,5.05,0,0,0,1.0156909,96.002225,0.9,1.1,0,0,0
307,307,PERFORM2019:BUS:307,STATION 54,115,A,65,1,1,gross_load,5.05,0,0,0,1.0153317,95.972572,0.9,1.1,0,0,0
308,308,PERFORM2019:BUS:308,UNKNOWN125378,115,A,65,1,1,gross_load,2.53,0,0,0,1.0178294,96.297146,0.9,1.1,0,0,0
309,309,PERFORM2019:BUS:309,STATION 140,115,A,65,1,1,gross_load,10.1,0,0,0,1.0150317,95.990432,0.9,1.1,0,0,0
310,310,PERFORM2019:BUS:310,UNKNOWN125404,115,A,65,1,1,gross_load,5.05,0,0,0,1.0181366,96.828205,0.9,1.1,0,0,0
311,311,PERFORM2019:BUS:311,NORTH BROADWAY,115,A,65,1,1,gross_load,5.05,0,0,0,1.0195203,96.098473,0.9,1.1,0,0,0
312,312,PERFORM2019:BUS:312,UNKNOWN125407,115,A,65,1,1,gross_load,5.05,0,0,0,1.0177951,96.302771,0.9,1.1,0,0,0
313,313,PERFORM2019:BUS:313,CAMPUS,230,A,65,1,1,junction,0,0,0,0,1.0188739,101.318154,0.9,1.1,0,0,0
314,314,PERFORM2019:BUS:314,UNKNOWN125409,115,A,65,1,1,gross_load,5.05,0,0,0,1.0180471,96.338074,0.9,1.1,0,0,0
315,315,PERFORM2019:BUS:315,SAWYER AVE,230,A,65,1,1,junction,0,0,0,0,1.0182634,102.450201,0.9,1.1,0,0,0
316,316,PERFORM2019:BUS:316,UNKNOWN125412,115,A,65,1,1,gross_load,5.05,0,0,0,1.0155522,96.185313,0.9,1.1,0,0,0
317,317,PERFORM2019:BUS:317,DUPONT,115,A,65,2,2,gross_load|native_generation_terminal,2.53,0,0,0,1.02,97.228802,0.9,1.1,1,0,0
318,318,PERFORM2019:BUS:318,CHEVROLET,115,A,65,1,1,gross_load,2.53,0,0,0,1.0193844,97.080573,0.9,1.1,0,0,0
319,319,PERFORM2019:BUS:319,UNKNOWN125415,115,A,65,1,1,gross_load,5.05,0,0,0,1.0189498,96.976338,0.9,1.1,0,0,0
320,320,PERFORM2019:BUS:320,UNKNOWN125417,115,A,65,1,1,gross_load,5.05,0,0,0,1.0182745,96.371385,0.9,1.1,0,0,0
321,321,PERFORM2019:BUS:321,CALSPAN,115,A,65,1,1,gross_load,2.53,0,0,0,1.0193135,96.105893,0.9,1.1,0,0,0
322,322,PERFORM2019:BUS:322,BALL,115,A,65,1,1,gross_load,5.05,0,0,0,1.0178936,96.305151,0.9,1.1,0,0,0
323,323,PERFORM2019:BUS:323,UNKNOWN125422,115,A,65,1,1,gross_load,5.05,0,0,0,1.0177814,96.720458,0.9,1.1,0,0,0
324,324,PERFORM2019:BUS:324,UNKNOWN125426,115,A,65,1,1,gross_load,2.53,0,0,0,1.0155035,96.172756,0.9,1.1,0,0,0
325,325,PERFORM2019:BUS:325,UNKNOWN125427,115,A,65,1,1,gross_load,5.05,0,0,0,1.0153843,96.142223,0.9,1.1,0,0,0
326,326,PERFORM2019:BUS:326,BUFFALO SEWER AUTHORTY,115,A,65,1,1,gross_load,5.05,0,0,0,1.0153245,96.125144,0.9,1.1,0,0,0
327,327,PERFORM2019:BUS:327,AYER RD,115,A,65,1,1,gross_load,5.05,0,0,0,1.0143795,95.873472,0.9,1.1,0,0,0
328,328,PERFORM2019:BUS:328,TULLY CENTER,115,C,67,1,1,gross_load,8.36,0,0,0,1.0152314,90.505648,0.9,1.1,0,0,0
329,329,PERFORM2019:BUS:329,TILDEN,115,C,67,1,1,gross_load,16.71,0,0,0,1.0160759,92.186105,0.9,1.1,0,0,0
330,330,PERFORM2019:BUS:330,UNKNOWN125433,345,C,67,1,1,junction,0,0,0,0,1.0187628,101.548684,0.9,1.1,0,0,0
331,331,PERFORM2019:BUS:331,UNKNOWN125434,345,C,67,1,1,junction,0,0,0,0,1.0187413,101.574715,0.9,1.1,0,0,0
332,332,PERFORM2019:BUS:332,ELBRIDGE,345,C,67,1,1,junction,0,0,0,0,1.016865,102.503095,0.9,1.1,0,0,0
333,333,PERFORM2019:BUS:333,HARRIS,115,C,67,1,1,gross_load,8.36,0,0,0,1.0096933,92.582997,0.9,1.1,0,0,0
334,334,PERFORM2019:BUS:334,UNKNOWN125437,115,C,67,1,1,gross_load,41.79,0,0,0,1.0074984,92.820676,0.9,1.1,0,0,0
335,335,PERFORM2019:BUS:335,SOUTHWOOD,115,C,67,1,1,gross_load,8.36,0,0,0,1.0155838,92.546292,0.9,1.1,0,0,0
336,336,PERFORM2019:BUS:336,PEBBLE HILL,115,C,67,1,1,gross_load,12.54,0,0,0,1.0154406,92.945017,0.9,1.1,0,0,0
337,337,PERFORM2019:BUS:337,DEWITT,345,C,67,1,1,junction,0,0,0,0,1.0181958,102.330325,0.9,1.1,0,0,0
338,338,PERFORM2019:BUS:338,ROCK CUT,115,C,67,1,1,gross_load,8.36,0,0,0,1.0178692,92.189764,0.9,1.1,0,0,0
339,339,PERFORM2019:BUS:339,UNKNOWN125442,115,C,67,2,2,gross_load|native_generation_terminal,4.18,0,0,0,1.02,92.314398,0.9,1.1,1,0,0
340,340,PERFORM2019:BUS:340,UNKNOWN125443,115,C,67,1,1,gross_load,4.18,0,0,0,1.0157204,93.281064,0.9,1.1,0,0,0
341,341,PERFORM2019:BUS:341,BUTTERMILK,115,C,67,1,1,gross_load,8.36,0,0,0,1.0159769,93.332508,0.9,1.1,0,0,0
342,342,PERFORM2019:BUS:342,UNKNOWN125445,115,C,67,1,1,gross_load,8.36,0,0,0,1.0149334,93.02259,0.9,1.1,0,0,0
343,343,PERFORM2019:BUS:343,UNKNOWN125446,115,C,67,1,1,gross_load,12.54,0,0,0,1.0143216,92.864899,0.9,1.1,0,0,0
344,344,PERFORM2019:BUS:344,UNKNOWN125447,115,C,67,1,1,gross_load,12.54,0,0,0,1.0148628,92.997489,0.9,1.1,0,0,0
345,345,PERFORM2019:BUS:345,UNKNOWN125448,115,C,67,1,1,gross_load,8.36,0,0,0,1.0196381,93.124485,0.9,1.1,0,0,0
346,346,PERFORM2019:BUS:346,UNKNOWN125449,115,C,67,1,1,gross_load,8.36,0,0,0,1.0192794,93.086353,0.9,1.1,0,0,0
347,347,PERFORM2019:BUS:347,UNKNOWN125450,115,C,67,1,1,gross_load,8.36,0,0,0,1.0142529,93.011672,0.9,1.1,0,0,0
348,348,PERFORM2019:BUS:348,UNKNOWN125451,115,C,67,1,1,gross_load,8.36,0,0,0,1.0131822,92.854504,0.9,1.1,0,0,0
349,349,PERFORM2019:BUS:349,UNKNOWN125452,115,C,67,1,1,gross_load,4.18,0,0,0,1.0131827,92.838756,0.9,1.1,0,0,0
350,350,PERFORM2019:BUS:350,UNKNOWN125469,115,C,67,1,1,gross_load,8.36,0,0,0,1.0124051,93.937535,0.9,1.1,0,0,0
351,351,PERFORM2019:BUS:351,EUCLID/OCWA,115,C,67,1,1,gross_load,8.36,0,0,0,1.0115174,94.000293,0.9,1.1,0,0,0
