source_branch_row,device_key,source_from_bus,source_to_bus,raw_circuit_id,source_device_role,canonical_status,raw_status,raw_converted_branch_row,identity_confidence,individual_circuit_identity_resolved,raw_identity_candidates,raw_canonical_parameters_match,raw_parameter_max_abs_difference,source_r_pu,source_x_pu,source_b_pu,source_rate_a_mva,source_rate_b_mva,source_rate_c_mva,source_tap,source_shift_deg,raw_transformer_control_mode,raw_regulated_bus,overhead_thermal_eligible
603,PERFORM2019:AC:278:964:1,964,278,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,593,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:278:964:1,1,0,0.0002,0.00085,0.00014,167,556,210,0,0,0,0,0
604,PERFORM2019:AC:278:966:1,966,278,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,594,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:278:966:1,1,0,0.00582,0.02407,0.00399,167,556,210,0,0,0,0,0
605,PERFORM2019:AC:279:286:1,279,286,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,595,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:279:286:1,1,0,0.0015,0.00619,0.00102,167,556,210,0,0,0,0,0
606,PERFORM2019:AC:279:286:2,279,286,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,596,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:279:286:2,1,0,0.00151,0.00624,0.00103,167,556,210,0,0,0,0,0
607,PERFORM2019:AC:279:964:1,964,279,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,597,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:279:964:1,1,0,4e-05,0.00016,3e-05,167,556,210,0,0,0,0,0
608,PERFORM2019:AC:280:965:1,965,280,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,598,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:280:965:1,1,0,0.00015,0.00061,0.0001,167,556,210,0,0,0,0,0
609,PERFORM2019:AC:280:966:1,966,280,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,599,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:280:966:1,1,0,0.00014,0.0006,0.0001,167,556,210,0,0,0,0,0
610,PERFORM2019:AC:281:956:1,956,281,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,600,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:281:956:1,1,0,4e-05,0.00016,3e-05,167,556,210,0,0,0,0,0
611,PERFORM2019:AC:281:957:1,957,281,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,601,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:281:957:1,1,0,4e-05,0.00018,3e-05,167,556,210,0,0,0,0,0
612,PERFORM2019:AC:282:960:1,960,282,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,602,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:282:960:1,1,0,0.0003,0.00124,0.0002,167,556,210,0,0,0,0,0
613,PERFORM2019:AC:282:961:1,961,282,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,603,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:282:961:1,1,0,0.00023,0.00096,0.00016,167,556,210,0,0,0,0,0
614,PERFORM2019:AC:283:958:1,958,283,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,604,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:283:958:1,1,0,9e-05,0.00037,6e-05,167,556,210,0,0,0,0,0
615,PERFORM2019:AC:283:959:1,959,283,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,605,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:283:959:1,1,0,7e-05,0.0003,5e-05,167,556,210,0,0,0,0,0
616,PERFORM2019:AC:284:959:1,959,284,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,606,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:284:959:1,1,0,0.0002,0.00083,0.00014,167,556,210,0,0,0,0,0
617,PERFORM2019:AC:285:958:1,958,285,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,607,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:285:958:1,1,0,0.00014,0.00059,0.0001,167,556,210,0,0,0,0,0
618,PERFORM2019:AC:286:962:1,962,286,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,608,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:286:962:1,1,0,0.00043,0.0018,0.0003,167,556,210,0,0,0,0,0
619,PERFORM2019:AC:286:963:1,963,286,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,609,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:286:963:1,1,0,0.00042,0.00173,0.00029,167,556,210,0,0,0,0,0
620,PERFORM2019:AC:287:962:1,962,287,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,610,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:287:962:1,1,0,0.00018,0.00074,0.00012,167,556,210,0,0,0,0,0
621,PERFORM2019:AC:287:963:1,963,287,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,611,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:287:963:1,1,0,0.00019,0.00077,0.00013,167,556,210,0,0,0,0,0
622,PERFORM2019:AC:288:925:1,925,288,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,612,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:288:925:1,1,0,5e-05,0.00021,3e-05,167,556,210,0,0,0,0,0
623,PERFORM2019:AC:288:926:1,926,288,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,613,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:288:926:1,1,0,7e-05,0.00028,5e-05,167,556,210,0,0,0,0,0
624,PERFORM2019:AC:289:927:1,927,289,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,614,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:289:927:1,1,0,6e-05,0.00026,4e-05,167,556,210,0,0,0,0,0
625,PERFORM2019:AC:289:967:1,967,289,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,615,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:289:967:1,1,0,0.00161,0.00667,0.0011,167,556,210,0,0,0,0,0
626,PERFORM2019:AC:290:291:1,290,291,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,616,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:290:291:1;PERFORM2019:AC:290:291:2,1,0,0.00246,0.01017,0.00168,167,556,210,0,0,0,0,0
627,PERFORM2019:AC:290:291:2,290,291,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,617,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:290:291:1;PERFORM2019:AC:290:291:2,1,0,0.00246,0.01017,0.00168,167,556,210,0,0,0,0,0
628,PERFORM2019:AC:290:927:1,927,290,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,618,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:290:927:1,1,0,0.00619,0.02561,0.00424,167,556,210,0,0,0,0,0
629,PERFORM2019:AC:290:930:1,930,290,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,619,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:290:930:1,1,0,0.00848,0.03507,0.00581,167,556,210,0,0,0,0,0
630,PERFORM2019:AC:291:928:1,928,291,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,620,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:291:928:1,1,0,0.00246,0.01017,0.00168,167,556,210,0,0,0,0,0
631,PERFORM2019:AC:291:929:1,929,291,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,621,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:291:929:1,1,0,0.00247,0.01021,0.00169,167,556,210,0,0,0,0,0
632,PERFORM2019:AC:292:928:1,928,292,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,622,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:292:928:1,1,0,4e-05,0.00018,3e-05,167,556,210,0,0,0,0,0
633,PERFORM2019:AC:292:929:1,929,292,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,623,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:292:929:1,1,0,9e-05,0.00036,6e-05,167,556,210,0,0,0,0,0
634,PERFORM2019:AC:293:930:1,930,293,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,624,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:293:930:1,1,0,4e-05,0.00017,3e-05,167,556,210,0,0,0,0,0
635,PERFORM2019:AC:293:931:1,931,293,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,625,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:293:931:1,1,0,3e-05,0.00012,2e-05,167,556,210,0,0,0,0,0
636,PERFORM2019:AC:294:298:1,294,298,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,626,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:298:1,1,0,0.00055,0.00439,0.01676,453,936,579,0,0,0,0,0
637,PERFORM2019:AC:294:1246:1,294,1246,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,627,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:1246:1,1,0,9e-05,0.00074,0.00282,453,936,579,0,0,0,0,0
638,PERFORM2019:AC:294:1246:2,294,1246,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,628,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:1246:2,1,0,7e-05,0.00054,0.00207,453,936,579,0,0,0,0,0
639,PERFORM2019:AC:294:1246:3,294,1246,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,629,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:1246:3,1,0,5e-05,0.00041,0.00156,453,936,579,0,0,0,0,0
640,PERFORM2019:AC:294:1246:4,294,1246,4,ac_branch_unresolved_line_cable_or_equivalent,1,1,630,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:1246:4,1,0,5e-05,0.0004,0.00154,453,936,579,0,0,0,0,0
641,PERFORM2019:AC:294:1246:5,294,1246,5,ac_branch_unresolved_line_cable_or_equivalent,1,1,631,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:1246:5,1,0,5e-05,0.00041,0.00155,453,936,579,0,0,0,0,0
642,PERFORM2019:AC:294:1246:6,294,1246,6,ac_branch_unresolved_line_cable_or_equivalent,1,1,632,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:294:1246:6,1,0,0.0001,0.00082,0.00312,453,936,579,0,0,0,0,0
643,PERFORM2019:XFMR:294:1474:1,294,1474,1,two_winding_transformer,1,1,2238,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:294:1474:1,1,0,0.00149,0.0623,0,326,369,423,1,0,0,0,0
644,PERFORM2019:AC:295:1563:1,295,1563,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,633,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:295:1563:1,1,0,0.02739,0.11326,0.01875,167,556,210,0,0,0,0,0
645,PERFORM2019:AC:296:972:1,972,296,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,634,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:296:972:1,1,0,0.00019,0.0008,0.00013,167,556,210,0,0,0,0,0
646,PERFORM2019:AC:296:973:1,296,973,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,635,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:296:973:1,1,0,9e-05,0.00037,6e-05,167,556,210,0,0,0,0,0
647,PERFORM2019:AC:297:974:1,974,297,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,636,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:297:974:1,1,0,0.00058,0.0024,0.0004,167,556,210,0,0,0,0,0
648,PERFORM2019:AC:297:975:1,975,297,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,637,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:297:975:1,1,0,0.00058,0.00238,0.00039,167,556,210,0,0,0,0,0
649,PERFORM2019:AC:298:1315:1,298,1315,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,638,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:298:1315:1,1,0,0.00055,0.0044,0.01678,453,936,579,0,0,0,0,0
650,PERFORM2019:XFMR:298:1475:1,298,1475,1,two_winding_transformer,1,1,2239,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:298:1475:1,1,0,0.00149,0.0623,0,326,369,423,1,0,0,0,0
651,PERFORM2019:AC:299:1278:1,1278,299,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,639,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:299:1278:1,1,0,5e-05,0.00019,3e-05,167,556,210,0,0,0,0,0
652,PERFORM2019:AC:300:301:1,300,301,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,640,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:300:301:1,1,0,0.0004,0.00164,0.00027,167,556,210,0,0,0,0,0
653,PERFORM2019:AC:300:1474:1,1474,300,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,641,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:300:1474:1,1,0,0.00792,0.03274,0.00542,167,556,210,0,0,0,0,0
654,PERFORM2019:AC:302:303:1,302,303,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,642,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:302:303:1,1,0,0.00015,0.00062,0.0001,167,556,210,0,0,0,0,0
655,PERFORM2019:AC:302:304:1,302,304,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,643,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:302:304:1,1,0,9e-05,0.00038,6e-05,167,556,210,0,0,0,0,0
656,PERFORM2019:AC:302:1474:1,1474,302,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,644,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:302:1474:1,1,0,0.00429,0.01774,0.00294,167,556,210,0,0,0,0,0
657,PERFORM2019:AC:303:1344:1,1344,303,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,645,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:303:1344:1,1,0,0.00115,0.00475,0.00079,167,556,210,0,0,0,0,0
658,PERFORM2019:AC:305:1344:1,1344,305,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,646,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:305:1344:1,1,0,6e-05,0.00025,4e-05,167,556,210,0,0,0,0,0
659,PERFORM2019:AC:305:1345:1,305,1345,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,647,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:305:1345:1,1,0,6e-05,0.00027,4e-05,167,556,210,0,0,0,0,0
660,PERFORM2019:AC:306:1283:1,1283,306,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,648,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:306:1283:1,1,0,6e-05,0.00024,4e-05,167,556,210,0,0,0,0,0
661,PERFORM2019:AC:306:1284:1,1284,306,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,649,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:306:1284:1,1,0,6e-05,0.00024,4e-05,167,556,210,0,0,0,0,0
662,PERFORM2019:AC:307:1346:1,1346,307,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,650,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:307:1346:1,1,0,3e-05,0.00012,2e-05,167,556,210,0,0,0,0,0
663,PERFORM2019:AC:307:1347:1,1347,307,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,651,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:307:1347:1,1,0,2e-05,0.0001,2e-05,167,556,210,0,0,0,0,0
664,PERFORM2019:AC:308:1282:1,1282,308,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,652,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:308:1282:1,1,0,8e-05,0.00034,6e-05,167,556,210,0,0,0,0,0
665,PERFORM2019:AC:309:1346:1,1346,309,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,653,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:309:1346:1,1,0,0.00274,0.01134,0.00188,167,556,210,0,0,0,0,0
666,PERFORM2019:AC:309:1347:1,1347,309,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,654,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:309:1347:1,1,0,0.00273,0.01127,0.00187,167,556,210,0,0,0,0,0
667,PERFORM2019:AC:310:1435:1,310,1435,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,655,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:310:1435:1,1,0,0.00038,0.00158,0.00026,167,556,210,0,0,0,0,0
668,PERFORM2019:AC:310:1566:1,310,1566,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,656,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:310:1566:1,1,0,0.00072,0.00297,0.00049,167,556,210,0,0,0,0,0
669,PERFORM2019:AC:311:1343:1,1343,311,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,657,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:311:1343:1,1,0,0.00103,0.00425,0.0007,167,556,210,0,0,0,0,0
670,PERFORM2019:AC:312:1113:1,1113,312,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,658,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:312:1113:1,1,0,6e-05,0.00024,4e-05,167,556,210,0,0,0,0,0
671,PERFORM2019:AC:312:1114:1,1114,312,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,659,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:312:1114:1,1,0,6e-05,0.00023,4e-05,167,556,210,0,0,0,0,0
672,PERFORM2019:AC:313:976:1,976,313,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,660,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:313:976:1,1,0,2e-05,0.00018,0.0007,453,936,579,0,0,0,0,0
673,PERFORM2019:AC:313:977:1,977,313,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,661,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:313:977:1,1,0,3e-05,0.00022,0.00085,453,936,579,0,0,0,0,0
674,PERFORM2019:XFMR:313:1476:1,313,1476,1,two_winding_transformer,1,1,2240,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:313:1476:1,1,0,0.00149,0.0623,0,326,369,423,1,0,0,0,0
675,PERFORM2019:AC:314:982:1,982,314,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,662,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:314:982:1,1,0,4e-05,0.00015,2e-05,167,556,210,0,0,0,0,0
676,PERFORM2019:AC:314:983:1,983,314,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,663,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:314:983:1,1,0,5e-05,0.0002,3e-05,167,556,210,0,0,0,0,0
677,PERFORM2019:AC:315:976:1,976,315,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,664,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:315:976:1,1,0,0.00155,0.01248,0.0476,453,936,579,0,0,0,0,0
678,PERFORM2019:AC:315:977:1,977,315,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,665,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:315:977:1,1,0,0.00155,0.01247,0.04759,453,936,579,0,0,0,0,0
679,PERFORM2019:AC:315:1261:1,315,1261,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,666,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:315:1261:1,1,0,0.00018,0.00143,0.00547,453,936,579,0,0,0,0,0
680,PERFORM2019:AC:315:1261:2,315,1261,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,667,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:315:1261:2,1,0,0.00018,0.00142,0.00541,453,936,579,0,0,0,0,0
681,PERFORM2019:AC:315:1316:1,1316,315,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,668,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:315:1316:1,1,0,1e-05,5e-05,0.00018,453,936,579,0,0,0,0,0
682,PERFORM2019:AC:315:1317:1,1317,315,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,669,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:315:1317:1,1,0,1e-05,5e-05,0.00018,453,936,579,0,0,0,0,0
683,PERFORM2019:AC:316:984:1,984,316,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,670,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:316:984:1,1,0,0.00183,0.00758,0.00126,167,556,210,0,0,0,0,0
684,PERFORM2019:AC:316:1319:1,1319,316,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,671,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:316:1319:1,1,0,0.00062,0.00258,0.00043,167,556,210,0,0,0,0,0
685,PERFORM2019:AC:317:1318:1,1318,317,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,672,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:317:1318:1,1,0,0.00108,0.00448,0.00074,167,556,210,0,0,0,0,0
686,PERFORM2019:AC:318:1318:1,1318,318,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,673,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:318:1318:1,1,0,0.00127,0.00525,0.00087,167,556,210,0,0,0,0,0
687,PERFORM2019:AC:319:1318:1,1318,319,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,674,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:319:1318:1,1,0,0.00104,0.00431,0.00071,167,556,210,0,0,0,0,0
688,PERFORM2019:AC:319:1350:1,1350,319,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,675,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:319:1350:1,1,0,0.00096,0.00397,0.00066,167,556,210,0,0,0,0,0
689,PERFORM2019:AC:320:1114:1,1114,320,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,676,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:320:1114:1,1,0,0.0126,0.0521,0.00863,167,556,210,0,0,0,0,0
690,PERFORM2019:AC:320:1474:1,1474,320,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,677,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:320:1474:1,1,0,0.00733,0.03031,0.00502,167,556,210,0,0,0,0,0
691,PERFORM2019:AC:321:1343:1,1343,321,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,678,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:321:1343:1,1,0,0.00139,0.00577,0.00095,167,556,210,0,0,0,0,0
692,PERFORM2019:AC:322:980:1,980,322,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,679,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:322:980:1,1,0,0.00045,0.00187,0.00031,167,556,210,0,0,0,0,0
693,PERFORM2019:AC:322:986:1,986,322,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,680,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:322:986:1,1,0,0.00046,0.00192,0.00032,167,556,210,0,0,0,0,0
694,PERFORM2019:AC:323:981:1,981,323,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,681,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:323:981:1,1,0,2e-05,8e-05,1e-05,167,556,210,0,0,0,0,0
695,PERFORM2019:AC:323:1566:1,323,1566,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,682,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:323:1566:1,1,0,0.00927,0.03834,0.00635,167,556,210,0,0,0,0,0
696,PERFORM2019:AC:324:1378:1,324,1378,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,683,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:324:1378:1,1,0,6e-05,0.00023,4e-05,167,556,210,0,0,0,0,0
697,PERFORM2019:AC:325:984:1,984,325,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,684,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:325:984:1,1,0,8e-05,0.00033,5e-05,167,556,210,0,0,0,0,0
698,PERFORM2019:AC:325:985:1,985,325,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,685,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:325:985:1,1,0,5e-05,0.0002,3e-05,167,556,210,0,0,0,0,0
699,PERFORM2019:AC:326:984:1,984,326,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,686,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:326:984:1,1,0,0.00296,0.01224,0.00203,167,556,210,0,0,0,0,0
700,PERFORM2019:AC:326:985:1,985,326,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,687,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:326:985:1,1,0,0.00296,0.01226,0.00203,167,556,210,0,0,0,0,0
701,PERFORM2019:AC:327:1374:1,327,1374,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,688,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:327:1374:1,1,0,0.00381,0.01577,0.00261,167,556,210,0,0,0,0,0
702,PERFORM2019:AC:327:1375:1,327,1375,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,689,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:327:1375:1,1,0,0.00381,0.01577,0.00261,167,556,210,0,0,0,0,0
703,PERFORM2019:AC:328:1057:1,1057,328,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,690,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:328:1057:1,1,0,0.02411,0.09971,0.01651,167,556,210,0,0,0,0,0
704,PERFORM2019:AC:328:1060:1,1060,328,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,691,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:328:1060:1,1,0,0.02082,0.0861,0.01426,167,556,210,0,0,0,0,0
705,PERFORM2019:AC:329:333:1,329,333,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,692,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:329:333:1,1,0,0.01084,0.04482,0.00742,167,556,210,0,0,0,0,0
