source_gen_row,source_bus,source_generator_id,device_key,source_device_role,source_zone,canonical_status,raw_status,raw_gen_row,raw_ireg,regulated_bus,source_pg_mw,source_qg_mvar,source_pmin_mw,source_pmax_mw,source_qmin_mvar,source_qmax_mvar,source_voltage_target_pu,source_gen_type,source_gen_fuel,source_eia_plant_code,source_eia_unit_key,native_generation_member,q_bounds_are_placeholder,raw_canonical_status_mismatch,recommended_treatment,role_evidence,canonical_regulated_bus,raw_remote_control_omitted
87,79,13,PERFORM2019:GEN:79:13,native_generation,J,1,1,79,0,79,178.859413,-8.824223,110.000002,179.999995,-99.000001,125.999999,1.02,"GT (Gas Turbine)",ng,2493,2493-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,79,0
88,79,14,PERFORM2019:GEN:79:14,native_generation,J,1,1,80,0,79,178.859413,-8.824223,110.000002,179.999995,-99.000001,125.999999,1.02,"GT (Gas Turbine)",ng,2493,2493-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,79,0
89,79,15,PERFORM2019:GEN:79:15,native_generation,J,0,0,81,0,79,0,0,64.999998,200,-110.000002,139.999998,1.02,"ST (Steam Turbine)",ng,2493,2493-7,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,79,0
90,80,1,PERFORM2019:GEN:80:1,native_generation,E,1,1,90,0,80,55.148321,-6.652479,15.000001,55.500001,-30.500001,38.9,1.02,"ST (Steam Turbine)",wood,10464,10464-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,80,0
91,81,X,PERFORM2019:GEN:81:X,external_boundary_proxy,C,0,1,91,0,81,5,1.054758,5,10,-20,20,1.0221,"proxy",import,,,0,0,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,81,0
92,82,1,PERFORM2019:GEN:82:1,native_generation,E,1,1,92,0,82,34.281385,-8.052556,0,34.5,-19,24.2,1.02,"WT (Wind Turbine)",wind,56594,56594-MU1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,82,0
93,83,1,PERFORM2019:GEN:83:1,native_generation,E,1,1,93,0,83,7.841761,-1.994335,4,8,-4.4,5.6,1.02,"HY (Hydro)",hydro,2610,2610-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,83,0
94,83,2,PERFORM2019:GEN:83:2,native_generation,E,1,1,94,0,83,7.841761,-1.994335,4,8,-4.4,5.6,1.02,"HY (Hydro)",hydro,2610,2610-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,83,0
95,84,1,PERFORM2019:GEN:84:1,native_generation,F,1,1,95,0,84,10.782421,-0.991179,1,11,-6.1,7.7,1.02,"HY (Hydro)",hydro,6527,6527-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,84,0
96,84,2,PERFORM2019:GEN:84:2,native_generation,F,1,1,96,0,84,10.782421,-0.991179,1,11,-6.1,7.7,1.02,"HY (Hydro)",hydro,6527,6527-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,84,0
97,95,C1,PERFORM2019:GEN:95:C1,native_generation,B,1,1,97,0,95,66.575444,-0.00175,37,67.000002,-46.900001,50.25,1.02,"CC (Combined Cycle Generic)",ng,7784,7784_CC01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,95,0
98,116,1,PERFORM2019:GEN:116:1,native_generation,C,1,1,98,0,116,47.397739,-18.961684,41.999999,47.7,-26.199999,33.399999,1.02,"GT (Gas Turbine)",dfo,55600,55600-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,116,0
99,125,1,PERFORM2019:GEN:125:1,native_generation,E,0,0,99,0,125,0,0,0.1,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,54592,54592-IC,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,125,0
100,125,C1,PERFORM2019:GEN:125:C1,native_generation,E,0,0,100,0,125,0,0,75.999999,102.100003,-71.469998,76.574999,1.02,"CC (Combined Cycle Generic)",ng,54592,54592_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,125,0
101,127,C1,PERFORM2019:GEN:127:C1,native_generation,F,1,1,101,0,127,708.878994,-63.215643,666.400003,893.099976,-625.169992,669.824982,1.02,"CC (Combined Cycle Generic)",ng,2539,2539_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,127,0
102,128,1,PERFORM2019:GEN:128:1,native_generation,B,1,1,102,0,128,610.109282,-34.765571,461.000013,613.999987,-337.700009,429.799986,1.02,"ST (Steam Turbine)",nuclear,6122,6122-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,128,0
103,150,1,PERFORM2019:GEN:150:1,native_generation,C,0,0,104,0,150,0,0,0.3,1,-0.6,0.7,1.02,"IC (Internal Combustion)",dfo,50368,50368-EDG1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,150,0
104,150,2,PERFORM2019:GEN:150:2,native_generation,C,0,0,105,0,150,0,0,0.3,1,-0.6,0.7,1.02,"IC (Internal Combustion)",dfo,50368,50368-EDG2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,150,0
105,150,C1,PERFORM2019:GEN:150:C1,native_generation,C,0,0,106,0,150,0,0,8.2,16.8,-11.76,12.6,1.02,"CC (Combined Cycle Generic)",ng,50368,50368_CT1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,150,0
106,150,C2,PERFORM2019:GEN:150:C2,native_generation,C,0,0,107,0,150,0,0,8.4,20.7,-14.489999,15.525,1.02,"CC (Combined Cycle Generic)",ng,50368,50368_CT2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,150,0
107,161,1,PERFORM2019:GEN:161:1,native_generation,A,1,1,108,0,161,19.873267,3.915991,0,20,-11,14,1.02,"WT (Wind Turbine)",wind,56575,56575-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,161,0
108,178,C1,PERFORM2019:GEN:178:C1,native_generation,C,0,0,109,0,178,0,0,44.999999,102.699995,-71.890002,77.025002,1.02,"CC (Combined Cycle Generic)",ng,10621,10621_CC01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,178,0
109,193,C1,PERFORM2019:GEN:193:C1,native_generation,D,0,0,110,0,193,0,0,89.999998,285.599995,-199.919999,214.199996,1.02,"CC (Combined Cycle Generic)",ng,54574,54574_CA,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,193,0
110,194,1,PERFORM2019:GEN:194:1,native_energy_storage,F,1,1,111,0,194,19.873267,14,0,20,-11,14,1.02,"BA (Energy Storage, Battery)",other,62147,62147-KNY1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,194,0
111,199,1,PERFORM2019:GEN:199:1,native_generation,B,0,0,112,0,199,0,0,1,7.2,-4,5,1.02,"ST (Steam Turbine)",dfo,58157,58157-LP,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,199,0
112,199,2,PERFORM2019:GEN:199:2,native_generation,B,0,0,113,0,199,0,0,2,18.2,-10,12.7,1.02,"ST (Steam Turbine)",dfo,58157,58157-HP,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,199,0
113,212,1,PERFORM2019:GEN:212:1,native_generation,B,0,0,114,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
114,212,2,PERFORM2019:GEN:212:2,native_generation,B,0,0,117,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
115,212,3,PERFORM2019:GEN:212:3,native_generation,B,0,0,118,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
116,212,4,PERFORM2019:GEN:212:4,native_generation,B,0,0,119,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
117,212,5,PERFORM2019:GEN:212:5,native_generation,B,0,0,120,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
118,212,6,PERFORM2019:GEN:212:6,native_generation,B,0,0,121,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
119,212,7,PERFORM2019:GEN:212:7,native_generation,B,0,0,122,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN7,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
120,212,8,PERFORM2019:GEN:212:8,native_generation,B,0,0,123,0,212,0,0,0.6,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",other,56250,56250-GEN8,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
121,212,9,PERFORM2019:GEN:212:9,native_generation,B,0,0,124,0,212,0,0,0.8,1.6,-0.9,1.1,1.02,"IC (Internal Combustion)",other,56250,56250-GEN10,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
122,212,10,PERFORM2019:GEN:212:10,native_generation,B,0,0,115,0,212,0,0,0.8,1.6,-0.9,1.1,1.02,"IC (Internal Combustion)",other,56250,56250-GEN11,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
123,212,11,PERFORM2019:GEN:212:11,native_generation,B,0,0,116,0,212,0,0,0.8,1.6,-0.9,1.1,1.02,"IC (Internal Combustion)",other,56250,56250-GEN9,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,212,0
124,234,1,PERFORM2019:GEN:234:1,native_generation,A,0,0,125,0,234,0,0,0.5,1.1,-0.6,0.8,1.02,"IC (Internal Combustion)",dfo,54593,54593-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,234,0
125,234,C1,PERFORM2019:GEN:234:C1,native_generation,A,0,0,126,0,234,0,0,48.800001,66.2,-46.340001,49.649999,1.02,"CC (Combined Cycle Generic)",ng,54593,54593_CC01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,234,0
126,250,1,PERFORM2019:GEN:250:1,native_generation,B,1,1,128,0,250,0.392088,0.3,0.1,0.4,-0.2,0.3,1.02,"HY (Hydro)",hydro,10025,10025-KPR1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
127,250,2,PERFORM2019:GEN:250:2,native_generation,B,0,0,131,0,250,0,0,0.4,3,-1.7,2.1,1.02,"ST (Steam Turbine)",coal,10025,10025-75TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
128,250,3,PERFORM2019:GEN:250:3,native_generation,B,0,0,132,0,250,0,0,4,12.5,-6.9,8.8,1.02,"ST (Steam Turbine)",coal,10025,10025-22TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
129,250,4,PERFORM2019:GEN:250:4,native_generation,B,1,1,133,0,250,12.546818,9,0,12.800001,-7,9,1.02,"HY (Hydro)",hydro,2641,2641-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
130,250,5,PERFORM2019:GEN:250:5,native_generation,B,1,1,134,0,250,12.546818,9,0,12.800001,-7,9,1.02,"HY (Hydro)",hydro,2641,2641-HY1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
131,250,6,PERFORM2019:GEN:250:6,native_generation,B,0,0,135,0,250,0,0,4,15.000001,-8.3,10.5,1.02,"ST (Steam Turbine)",coal,10025,10025-17TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
132,250,7,PERFORM2019:GEN:250:7,native_generation,B,1,1,136,0,250,17.643961,12.6,0,18.000001,-9.9,12.6,1.02,"HY (Hydro)",hydro,2641,2641-HY3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
133,250,8,PERFORM2019:GEN:250:8,native_generation,B,0,0,137,0,250,0,0,5,25.600001,-14.1,17.900001,1.02,"ST (Steam Turbine)",coal,10025,10025-41TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
134,250,9,PERFORM2019:GEN:250:9,native_generation,B,0,0,138,0,250,0,0,5,25.600001,-14.1,17.900001,1.02,"ST (Steam Turbine)",coal,10025,10025-42TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
135,250,10,PERFORM2019:GEN:250:10,native_generation,B,0,0,129,0,250,0,0,5,25.600001,-14.1,17.900001,1.02,"ST (Steam Turbine)",coal,10025,10025-43TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
136,250,11,PERFORM2019:GEN:250:11,native_generation,B,0,0,130,0,250,0,0,5,25.600001,-14.1,17.900001,1.02,"ST (Steam Turbine)",coal,10025,10025-44TG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,250,0
137,284,1,PERFORM2019:GEN:284:1,native_generation,A,1,1,139,0,284,24.841583,12.00477,3,25,-13.8,17.5,1.02,"ST (Steam Turbine)",other,50472,50472-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,284,0
138,284,2,PERFORM2019:GEN:284:2,native_generation,A,1,1,140,0,284,24.841583,12.00477,3,25,-13.8,17.5,1.02,"ST (Steam Turbine)",other,50472,50472-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,284,0
139,317,C1,PERFORM2019:GEN:317:C1,native_generation,A,1,1,141,0,317,59.520429,-0.357184,40.000001,59.899998,-41.929999,44.925001,1.02,"CC (Combined Cycle Generic)",ng,50451,50451_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,317,0
140,339,1,PERFORM2019:GEN:339:1,native_generation,C,1,1,142,0,339,39.249703,21.100989,3.5,39.500001,-21.699999,27.700001,1.02,"ST (Steam Turbine)",other,50662,50662-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,339,0
141,357,1,PERFORM2019:GEN:357:1,native_generation,C,1,1,143,0,357,877.702904,-37.738255,661.999989,883.300018,-485.79998,618.300009,1.02,"ST (Steam Turbine)",nuclear,6110,6110-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,357,0
142,358,C3,PERFORM2019:GEN:358:C3,native_generation,C,1,1,144,0,358,542.534351,-29.686269,225,542.89999,-380.029988,407.175016,1.02,"CC (Combined Cycle Generic)",ng,54547,54547_BLK1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,358,0
143,358,C4,PERFORM2019:GEN:358:C4,native_generation,C,1,1,145,0,358,543.200016,-29.686269,225,543.200016,-380.240011,407.399988,1.02,"CC (Combined Cycle Generic)",ng,54547,54547_BLK2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,358,0
144,368,1,PERFORM2019:GEN:368:1,native_generation,E,1,1,146,0,368,29.809901,6.418672,0.1,30.000001,-16.500001,20.999999,1.02,"WT (Wind Turbine)",wind,55790,55790-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,368,0
145,378,1,PERFORM2019:GEN:378:1,native_generation,E,1,1,147,0,378,3.92088,1.87641,2.8,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2552,2552-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,378,0
146,378,2,PERFORM2019:GEN:378:2,native_generation,E,1,1,148,0,378,3.92088,1.87641,2.8,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2552,2552-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,378,0
147,378,3,PERFORM2019:GEN:378:3,native_generation,E,1,1,149,0,378,3.92088,1.87641,2.8,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2552,2552-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,378,0
148,381,1,PERFORM2019:GEN:381:1,native_generation,E,0,0,150,0,381,0,0,0.2,1.1,-0.6,0.8,1.02,"IC (Internal Combustion)",dfo,50744,50744-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,381,0
149,381,C1,PERFORM2019:GEN:381:C1,native_generation,E,1,1,151,0,381,63.793194,1.546659,47,64.200002,-44.940001,48.15,1.02,"CC (Combined Cycle Generic)",ng,50744,50744_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,381,0
150,395,1,PERFORM2019:GEN:395:1,native_generation,E,1,1,152,0,395,32.790887,-17.395757,0.3,33.000001,-18.2,23.100001,1.02,"WT (Wind Turbine)",wind,56290,56290-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,395,0
151,395,2,PERFORM2019:GEN:395:2,native_generation,E,1,1,153,0,395,60.613459,-17.395757,0.5,61.000001,-33.6,42.699999,1.02,"WT (Wind Turbine)",wind,56290,56290-1A,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,395,0
152,395,3,PERFORM2019:GEN:395:3,native_generation,E,1,1,154,0,395,90.423363,-17.395757,0.7,91.000003,-50.099999,63.700002,1.02,"WT (Wind Turbine)",wind,56290,56290-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,395,0
153,395,4,PERFORM2019:GEN:395:4,native_generation,E,1,1,155,0,395,136.131895,-17.395757,1.1,137,-75.400001,95.899999,1.02,"WT (Wind Turbine)",wind,56290,56290-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,395,0
154,399,1,PERFORM2019:GEN:399:1,native_generation,E,1,1,156,0,399,73.531085,4.262559,0,74.000001,-40.700001,51.800001,1.02,"WT (Wind Turbine)",wind,57287,57287-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,399,0
155,405,1,PERFORM2019:GEN:405:1,native_generation,E,1,1,157,0,405,25.485721,-3.762511,1,25.999999,-14.300001,18.2,1.02,"HY (Hydro)",hydro,2613,2613-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,405,0
156,406,1,PERFORM2019:GEN:406:1,native_generation,E,1,1,158,0,406,14.703302,-1.371508,1,15.000001,-8.3,10.5,1.02,"HY (Hydro)",hydro,2547,2547-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,406,0
157,407,1,PERFORM2019:GEN:407:1,native_generation,E,1,1,159,0,407,24.5055,-3.852525,1,25,-13.8,17.5,1.02,"HY (Hydro)",hydro,2600,2600-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,407,0
158,408,1,PERFORM2019:GEN:408:1,native_generation,E,1,1,160,0,408,23.525281,-3.517215,1,23.999999,-13.2,16.8,1.02,"HY (Hydro)",hydro,2562,2562-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,408,0
159,409,1,PERFORM2019:GEN:409:1,native_generation,E,1,1,161,0,409,20.584621,1.914681,1,20.999999,-11.6,14.7,1.02,"HY (Hydro)",hydro,2611,2611-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,409,0
160,463,1,PERFORM2019:GEN:463:1,native_generation,F,1,1,162,0,463,1.274286,-0.163852,0.2,1.3,-0.7,0.9,1.02,"HY (Hydro)",hydro,2609,2609-6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,463,0
161,463,2,PERFORM2019:GEN:463:2,native_generation,F,1,1,163,0,463,6.861541,-0.163852,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2609,2609-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,463,0
162,463,3,PERFORM2019:GEN:463:3,native_generation,F,1,1,164,0,463,6.861541,-0.163852,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2609,2609-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,463,0
163,463,4,PERFORM2019:GEN:463:4,native_generation,F,1,1,165,0,463,6.861541,-0.163852,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2609,2609-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,463,0
164,463,5,PERFORM2019:GEN:463:5,native_generation,F,1,1,166,0,463,6.861541,-0.163852,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2609,2609-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,463,0
165,463,6,PERFORM2019:GEN:463:6,native_generation,F,1,1,167,0,463,6.861541,-0.163852,1,7,-3.9,4.9,1.02,"HY (Hydro)",hydro,2609,2609-5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,463,0
166,469,1,PERFORM2019:GEN:469:1,native_generation,F,1,1,168,0,469,14.308752,5.475864,2,14.399999,-7.9,10.1,1.02,"ST (Steam Turbine)",other,10503,10503-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,469,0
167,474,1,PERFORM2019:GEN:474:1,native_generation,F,1,1,169,0,474,8.821981,6.3,4,9,-5,6.3,1.02,"HY (Hydro)",hydro,2612,2612-8,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,474,0
168,474,2,PERFORM2019:GEN:474:2,native_generation,F,1,1,170,0,474,46.070346,19.382879,8,47,-25.9,32.9,1.02,"HY (Hydro)",hydro,2612,2612-9,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,474,0
169,492,1,PERFORM2019:GEN:492:1,native_generation,F,0,0,173,0,492,0,0,2,42.1,-23.199999,29.499999,1.02,"ST (Steam Turbine)",dfo,54099,54099-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,492,0
170,508,C1,PERFORM2019:GEN:508:C1,native_generation,F,0,0,174,0,508,0,0,56,107.200003,-75.040001,80.400002,1.02,"CC (Combined Cycle Generic)",ng,10725,10725_F801,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,508,0
171,508,C2,PERFORM2019:GEN:508:C2,native_generation,F,1,1,175,0,508,338.333488,-22.136131,100.999999,338.800001,-237.159991,254.099989,1.02,"CC (Combined Cycle Generic)",ng,10725,10725_F802,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,508,0
172,526,1,PERFORM2019:GEN:526:1,native_generation,E,1,1,177,0,526,17.643961,2.042538,1,18.000001,-9.9,12.6,1.02,"HY (Hydro)",hydro,2627,2627-GRHM,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,526,0
173,535,1,PERFORM2019:GEN:535:1,native_generation,G,1,1,178,0,535,41.634494,-23,5,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",dfo,2632,2632-SHOE,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,535,0
