control_key,device_key,source_bus,source_control_role,canonical_enabled,regulated_bus,setpoint_pu,qmin_mvar,qmax_mvar,bounds_are_placeholder,recommended_treatment,raw_regulated_bus,raw_remote_control_omitted
PERFORM2019:GEN:601:6:CONTROL,PERFORM2019:GEN:601:6,601,offline_generator_control,0,601,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,601,0
PERFORM2019:GEN:609:2:CONTROL,PERFORM2019:GEN:609:2,609,offline_generator_control,0,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:3:CONTROL,PERFORM2019:GEN:609:3,609,PV_voltage_control,1,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:4:CONTROL,PERFORM2019:GEN:609:4,609,offline_generator_control,0,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:5:CONTROL,PERFORM2019:GEN:609:5,609,offline_generator_control,0,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:6:CONTROL,PERFORM2019:GEN:609:6,609,PV_voltage_control,1,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:7:CONTROL,PERFORM2019:GEN:609:7,609,offline_generator_control,0,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:8:CONTROL,PERFORM2019:GEN:609:8,609,PV_voltage_control,1,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:9:CONTROL,PERFORM2019:GEN:609:9,609,PV_voltage_control,1,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:10:CONTROL,PERFORM2019:GEN:609:10,609,PV_voltage_control,1,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:11:CONTROL,PERFORM2019:GEN:609:11,609,PV_voltage_control,1,609,1.01,-31.200001,39.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:609:C1:CONTROL,PERFORM2019:GEN:609:C1,609,PV_voltage_control,1,609,1.01,-114.8,123.000002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,609,0
PERFORM2019:GEN:614:1:CONTROL,PERFORM2019:GEN:614:1,614,PV_voltage_control,1,614,1.01,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,614,0
PERFORM2019:GEN:614:2:CONTROL,PERFORM2019:GEN:614:2,614,PV_voltage_control,1,614,1.01,-27.500001,34.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,614,0
PERFORM2019:GEN:614:3:CONTROL,PERFORM2019:GEN:614:3,614,PV_voltage_control,1,614,1.01,-27.500001,34.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,614,0
PERFORM2019:GEN:619:1:CONTROL,PERFORM2019:GEN:619:1,619,PV_voltage_control,1,619,1.01,-6.9,8.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,619,0
PERFORM2019:GEN:623:1:CONTROL,PERFORM2019:GEN:623:1,623,PV_voltage_control,1,623,1.02,-33.3,42.399999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,623,0
PERFORM2019:GEN:623:2:CONTROL,PERFORM2019:GEN:623:2,623,PV_voltage_control,1,623,1.02,-33.3,42.399999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,623,0
PERFORM2019:GEN:632:1:CONTROL,PERFORM2019:GEN:632:1,632,PV_voltage_control,1,632,1.02,-1.5,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,632,0
PERFORM2019:GEN:632:2:CONTROL,PERFORM2019:GEN:632:2,632,PV_voltage_control,1,632,1.02,-1.5,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,632,0
PERFORM2019:GEN:632:3:CONTROL,PERFORM2019:GEN:632:3,632,PV_voltage_control,1,632,1.02,-1.7,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,632,0
PERFORM2019:GEN:632:4:CONTROL,PERFORM2019:GEN:632:4,632,PV_voltage_control,1,632,1.02,-1.7,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,632,0
PERFORM2019:GEN:638:1:CONTROL,PERFORM2019:GEN:638:1,638,PV_voltage_control,1,638,1.02,-2.6,3.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,638,0
PERFORM2019:GEN:638:2:CONTROL,PERFORM2019:GEN:638:2,638,PV_voltage_control,1,638,1.02,-2.6,3.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,638,0
PERFORM2019:GEN:638:3:CONTROL,PERFORM2019:GEN:638:3,638,PV_voltage_control,1,638,1.02,-2.6,3.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,638,0
PERFORM2019:GEN:651:X:CONTROL,PERFORM2019:GEN:651:X,651,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,651,1.01,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,651,0
PERFORM2019:GEN:682:1:CONTROL,PERFORM2019:GEN:682:1,682,PV_voltage_control,1,682,1.02,-1.4,1.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,682,0
PERFORM2019:GEN:682:2:CONTROL,PERFORM2019:GEN:682:2,682,PV_voltage_control,1,682,1.02,-19.8,25.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,682,0
PERFORM2019:GEN:683:1:CONTROL,PERFORM2019:GEN:683:1,683,PV_voltage_control,1,683,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,683,0
PERFORM2019:GEN:683:2:CONTROL,PERFORM2019:GEN:683:2,683,PV_voltage_control,1,683,1.02,-12.1,15.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,683,0
PERFORM2019:GEN:685:1:CONTROL,PERFORM2019:GEN:685:1,685,PV_voltage_control,1,685,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:2:CONTROL,PERFORM2019:GEN:685:2,685,PV_voltage_control,1,685,1.02,-1.2,1.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:3:CONTROL,PERFORM2019:GEN:685:3,685,PV_voltage_control,1,685,1.02,-1.3,1.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:4:CONTROL,PERFORM2019:GEN:685:4,685,PV_voltage_control,1,685,1.02,-1.3,1.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:5:CONTROL,PERFORM2019:GEN:685:5,685,PV_voltage_control,1,685,1.02,-1.5,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:6:CONTROL,PERFORM2019:GEN:685:6,685,PV_voltage_control,1,685,1.02,-3.8,4.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:7:CONTROL,PERFORM2019:GEN:685:7,685,PV_voltage_control,1,685,1.02,-3.8,4.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:685:8:CONTROL,PERFORM2019:GEN:685:8,685,PV_voltage_control,1,685,1.02,-16,20.299999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,685,0
PERFORM2019:GEN:693:1:CONTROL,PERFORM2019:GEN:693:1,693,PV_voltage_control,1,693,1.02,-5.8,7.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,693,0
PERFORM2019:GEN:705:1:CONTROL,PERFORM2019:GEN:705:1,705,PV_voltage_control,1,705,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,705,0
PERFORM2019:GEN:705:2:CONTROL,PERFORM2019:GEN:705:2,705,PV_voltage_control,1,705,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,705,0
PERFORM2019:GEN:705:3:CONTROL,PERFORM2019:GEN:705:3,705,PV_voltage_control,1,705,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,705,0
PERFORM2019:GEN:705:4:CONTROL,PERFORM2019:GEN:705:4,705,PV_voltage_control,1,705,1.02,-4.4,5.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,705,0
PERFORM2019:GEN:705:5:CONTROL,PERFORM2019:GEN:705:5,705,PV_voltage_control,1,705,1.02,-7.2,9.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,705,0
PERFORM2019:GEN:706:1:CONTROL,PERFORM2019:GEN:706:1,706,PV_voltage_control,1,706,1.02,-3.1,4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,706,0
PERFORM2019:GEN:706:2:CONTROL,PERFORM2019:GEN:706:2,706,PV_voltage_control,1,706,1.02,-3.1,4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,706,0
PERFORM2019:GEN:735:1:CONTROL,PERFORM2019:GEN:735:1,735,offline_generator_control,0,735,1.01,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,735,0
PERFORM2019:GEN:735:2:CONTROL,PERFORM2019:GEN:735:2,735,offline_generator_control,0,735,1.01,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,735,0
PERFORM2019:GEN:735:3:CONTROL,PERFORM2019:GEN:735:3,735,offline_generator_control,0,735,1.01,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,735,0
PERFORM2019:GEN:735:4:CONTROL,PERFORM2019:GEN:735:4,735,PV_voltage_control,1,735,1.01,-11.7,14.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,735,0
PERFORM2019:GEN:737:1:CONTROL,PERFORM2019:GEN:737:1,737,offline_generator_control,0,737,1.01,-0.7,0.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:737:2:CONTROL,PERFORM2019:GEN:737:2,737,offline_generator_control,0,737,1.01,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:737:3:CONTROL,PERFORM2019:GEN:737:3,737,offline_generator_control,0,737,1.01,-0.9,1.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:737:4:CONTROL,PERFORM2019:GEN:737:4,737,offline_generator_control,0,737,1.01,-1,1.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:737:5:CONTROL,PERFORM2019:GEN:737:5,737,offline_generator_control,0,737,1.01,-2.1,2.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:737:6:CONTROL,PERFORM2019:GEN:737:6,737,PV_voltage_control,1,737,1.01,-7.7,9.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:737:7:CONTROL,PERFORM2019:GEN:737:7,737,PV_voltage_control,1,737,1.01,-29.699999,37.799999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,737,0
PERFORM2019:GEN:738:1:CONTROL,PERFORM2019:GEN:738:1,738,PV_voltage_control,1,738,1.01,-6.3,8.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,738,0
PERFORM2019:GEN:756:X:CONTROL,PERFORM2019:GEN:756:X,756,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,0,756,1.018,-20,20,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,756,0
PERFORM2019:GEN:759:1:CONTROL,PERFORM2019:GEN:759:1,759,PV_voltage_control,1,759,1.02,-44.600001,56.699997,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,759,0
PERFORM2019:GEN:759:2:CONTROL,PERFORM2019:GEN:759:2,759,PV_voltage_control,1,759,1.02,-55.299997,70.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,759,0
PERFORM2019:GEN:759:3:CONTROL,PERFORM2019:GEN:759:3,759,PV_voltage_control,1,759,1.02,-58.600003,74.599999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,759,0
PERFORM2019:GEN:761:1:CONTROL,PERFORM2019:GEN:761:1,761,PV_voltage_control,1,761,1.02,-53.600001,68.300003,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,761,0
PERFORM2019:GEN:768:1:CONTROL,PERFORM2019:GEN:768:1,768,PV_voltage_control,1,768,1.02,-42.699999,54.400003,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,768,0
PERFORM2019:GEN:773:X:CONTROL,PERFORM2019:GEN:773:X,773,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,773,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,773,0
PERFORM2019:GEN:774:C1:CONTROL,PERFORM2019:GEN:774:C1,774,offline_generator_control,0,774,1.02,-16.38,17.550001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,774,0
PERFORM2019:GEN:799:X:CONTROL,PERFORM2019:GEN:799:X,799,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,799,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,799,0
PERFORM2019:GEN:811:1:CONTROL,PERFORM2019:GEN:811:1,811,PV_voltage_control,1,811,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,811,0
PERFORM2019:GEN:817:C1:CONTROL,PERFORM2019:GEN:817:C1,817,PV_voltage_control,1,817,1.02,-285.039997,305.39999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,817,0
PERFORM2019:GEN:817:C2:CONTROL,PERFORM2019:GEN:817:C2,817,PV_voltage_control,1,817,1.02,-285.039997,305.39999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,817,0
PERFORM2019:GEN:817:C3:CONTROL,PERFORM2019:GEN:817:C3,817,PV_voltage_control,1,817,1.02,-285.039997,305.39999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,817,0
PERFORM2019:GEN:821:1:CONTROL,PERFORM2019:GEN:821:1,821,PV_voltage_control,1,821,1.02,-11.9,15.099999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,821,0
PERFORM2019:GEN:828:1:CONTROL,PERFORM2019:GEN:828:1,828,PV_voltage_control,1,828,1.02,-11.9,15.099999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,828,0
PERFORM2019:GEN:829:1:CONTROL,PERFORM2019:GEN:829:1,829,offline_generator_control,0,829,1.01,-28.799999,36.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,829,0
PERFORM2019:GEN:847:1:CONTROL,PERFORM2019:GEN:847:1,847,PV_voltage_control,1,847,1.02,-341.599989,403.700018,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,847,0
PERFORM2019:GEN:847:2:CONTROL,PERFORM2019:GEN:847:2,847,PV_voltage_control,1,847,1.02,-341.599989,403.700018,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,847,0
PERFORM2019:GEN:848:1:CONTROL,PERFORM2019:GEN:848:1,848,offline_generator_control,0,848,1.02,-1.5,1.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,848,0
PERFORM2019:GEN:848:2:CONTROL,PERFORM2019:GEN:848:2,848,offline_generator_control,0,848,1.02,-1.5,1.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,848,0
PERFORM2019:GEN:848:3:CONTROL,PERFORM2019:GEN:848:3,848,offline_generator_control,0,848,1.02,-39.6,50.400001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,848,0
PERFORM2019:GEN:848:4:CONTROL,PERFORM2019:GEN:848:4,848,offline_generator_control,0,848,1.02,-40.400001,51.499999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,848,0
PERFORM2019:GEN:848:5:CONTROL,PERFORM2019:GEN:848:5,848,offline_generator_control,0,848,1.02,-80.900002,102.999997,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,848,0
PERFORM2019:GEN:848:6:CONTROL,PERFORM2019:GEN:848:6,848,offline_generator_control,0,848,1.02,-131.700003,167.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,848,0
PERFORM2019:GEN:867:1:CONTROL,PERFORM2019:GEN:867:1,867,PV_voltage_control,1,867,1.02,-4.5,5.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,867,0
PERFORM2019:GEN:867:2:CONTROL,PERFORM2019:GEN:867:2,867,PV_voltage_control,1,867,1.02,-4.5,5.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,867,0
PERFORM2019:GEN:870:1:CONTROL,PERFORM2019:GEN:870:1,870,PV_voltage_control,1,870,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,870,0
PERFORM2019:GEN:870:2:CONTROL,PERFORM2019:GEN:870:2,870,PV_voltage_control,1,870,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,870,0
PERFORM2019:GEN:870:3:CONTROL,PERFORM2019:GEN:870:3,870,PV_voltage_control,1,870,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,870,0
PERFORM2019:GEN:870:4:CONTROL,PERFORM2019:GEN:870:4,870,PV_voltage_control,1,870,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,870,0
PERFORM2019:GEN:899:1:CONTROL,PERFORM2019:GEN:899:1,899,offline_generator_control,0,899,1.02,-341.599989,434.700012,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,899,0
PERFORM2019:GEN:899:2:CONTROL,PERFORM2019:GEN:899:2,899,PV_voltage_control,1,899,1.02,-341.599989,434.700012,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,899,0
PERFORM2019:GEN:900:1:CONTROL,PERFORM2019:GEN:900:1,900,offline_generator_control,0,900,1.02,-556.599998,708.400011,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,900,0
PERFORM2019:GEN:900:2:CONTROL,PERFORM2019:GEN:900:2,900,offline_generator_control,0,900,1.02,-714.499998,909.300041,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,900,0
PERFORM2019:GEN:994:1:CONTROL,PERFORM2019:GEN:994:1,994,offline_generator_control,0,994,1.01,-1.6,2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:994:2:CONTROL,PERFORM2019:GEN:994:2,994,offline_generator_control,0,994,1.01,-1.7,2.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:994:3:CONTROL,PERFORM2019:GEN:994:3,994,offline_generator_control,0,994,1.01,-2.8,3.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:994:4:CONTROL,PERFORM2019:GEN:994:4,994,offline_generator_control,0,994,1.01,-10,12.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:994:5:CONTROL,PERFORM2019:GEN:994:5,994,PV_voltage_control,1,994,1.01,-33.000001,41.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:994:6:CONTROL,PERFORM2019:GEN:994:6,994,PV_voltage_control,1,994,1.01,-33.000001,41.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:994:7:CONTROL,PERFORM2019:GEN:994:7,994,PV_voltage_control,1,994,1.01,-33.3,42.399999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,994,0
PERFORM2019:GEN:997:1:CONTROL,PERFORM2019:GEN:997:1,997,offline_generator_control,0,997,1.01,-1.9,2.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,997,0
PERFORM2019:GEN:997:2:CONTROL,PERFORM2019:GEN:997:2,997,offline_generator_control,0,997,1.01,-1.9,2.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,997,0
PERFORM2019:GEN:997:3:CONTROL,PERFORM2019:GEN:997:3,997,offline_generator_control,0,997,1.01,-2.9,3.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,997,0
PERFORM2019:GEN:997:4:CONTROL,PERFORM2019:GEN:997:4,997,offline_generator_control,0,997,1.01,-3,3.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,997,0
PERFORM2019:GEN:997:5:CONTROL,PERFORM2019:GEN:997:5,997,offline_generator_control,0,997,1.01,-3,3.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,997,0
PERFORM2019:GEN:997:6:CONTROL,PERFORM2019:GEN:997:6,997,offline_generator_control,0,997,1.01,-3.4,4.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,997,0
PERFORM2019:GEN:1027:C1:CONTROL,PERFORM2019:GEN:1027:C1,1027,offline_generator_control,0,1027,1.02,-75.459999,80.849999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1027,0
PERFORM2019:GEN:1039:1:CONTROL,PERFORM2019:GEN:1039:1,1039,PV_voltage_control,1,1039,1.02,-6.3,8.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1039,0
PERFORM2019:GEN:1052:1:CONTROL,PERFORM2019:GEN:1052:1,1052,PV_voltage_control,1,1052,1.02,-3.5,4.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1052,0
PERFORM2019:GEN:1052:2:CONTROL,PERFORM2019:GEN:1052:2,1052,PV_voltage_control,1,1052,1.02,-3.7,4.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1052,0
PERFORM2019:GEN:1052:3:CONTROL,PERFORM2019:GEN:1052:3,1052,PV_voltage_control,1,1052,1.02,-4.8,6.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1052,0
PERFORM2019:GEN:1052:4:CONTROL,PERFORM2019:GEN:1052:4,1052,PV_voltage_control,1,1052,1.02,-10.5,13.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1052,0
PERFORM2019:GEN:1053:1:CONTROL,PERFORM2019:GEN:1053:1,1053,PV_voltage_control,1,1053,1.02,-6.9,8.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1053,0
PERFORM2019:GEN:1129:1:CONTROL,PERFORM2019:GEN:1129:1,1129,offline_generator_control,0,1129,1.02,-1.8,2.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:2:CONTROL,PERFORM2019:GEN:1129:2,1129,offline_generator_control,0,1129,1.02,-1.8,2.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:3:CONTROL,PERFORM2019:GEN:1129:3,1129,offline_generator_control,0,1129,1.02,-1.8,2.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:4:CONTROL,PERFORM2019:GEN:1129:4,1129,offline_generator_control,0,1129,1.02,-1.8,2.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:5:CONTROL,PERFORM2019:GEN:1129:5,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:6:CONTROL,PERFORM2019:GEN:1129:6,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:7:CONTROL,PERFORM2019:GEN:1129:7,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:8:CONTROL,PERFORM2019:GEN:1129:8,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:9:CONTROL,PERFORM2019:GEN:1129:9,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:10:CONTROL,PERFORM2019:GEN:1129:10,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:11:CONTROL,PERFORM2019:GEN:1129:11,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:12:CONTROL,PERFORM2019:GEN:1129:12,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:13:CONTROL,PERFORM2019:GEN:1129:13,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:14:CONTROL,PERFORM2019:GEN:1129:14,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:15:CONTROL,PERFORM2019:GEN:1129:15,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:16:CONTROL,PERFORM2019:GEN:1129:16,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:17:CONTROL,PERFORM2019:GEN:1129:17,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:18:CONTROL,PERFORM2019:GEN:1129:18,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:19:CONTROL,PERFORM2019:GEN:1129:19,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:20:CONTROL,PERFORM2019:GEN:1129:20,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:21:CONTROL,PERFORM2019:GEN:1129:21,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:22:CONTROL,PERFORM2019:GEN:1129:22,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:23:CONTROL,PERFORM2019:GEN:1129:23,1129,offline_generator_control,0,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
PERFORM2019:GEN:1129:24:CONTROL,PERFORM2019:GEN:1129:24,1129,PV_voltage_control,1,1129,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1129,0
