control_key,device_key,source_bus,source_control_role,canonical_enabled,regulated_bus,setpoint_pu,qmin_mvar,qmax_mvar,bounds_are_placeholder,recommended_treatment,raw_regulated_bus,raw_remote_control_omitted
PERFORM2019:GEN:1240:2:CONTROL,PERFORM2019:GEN:1240:2,1240,PV_voltage_control,1,1240,1.02,-692.600012,881.499958,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1240,0
PERFORM2019:GEN:1249:1:CONTROL,PERFORM2019:GEN:1249:1,1249,offline_generator_control,0,1249,1.02,-360.299993,458.599997,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1249,0
PERFORM2019:GEN:1250:1:CONTROL,PERFORM2019:GEN:1250:1,1250,PV_voltage_control,1,1250,1.02,-48.100001,61.299998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1250,0
PERFORM2019:GEN:1263:RF:CONTROL,PERFORM2019:GEN:1263:RF,1263,reference_placeholder_to_be_removed,1,1263,1,-9900,9900,1,remove_reference_placeholder_use_separate_declared_bounded_Q_policy,1263,0
PERFORM2019:GEN:1273:1:CONTROL,PERFORM2019:GEN:1273:1,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:2:CONTROL,PERFORM2019:GEN:1273:2,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:3:CONTROL,PERFORM2019:GEN:1273:3,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:4:CONTROL,PERFORM2019:GEN:1273:4,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:5:CONTROL,PERFORM2019:GEN:1273:5,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:6:CONTROL,PERFORM2019:GEN:1273:6,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:7:CONTROL,PERFORM2019:GEN:1273:7,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:8:CONTROL,PERFORM2019:GEN:1273:8,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:9:CONTROL,PERFORM2019:GEN:1273:9,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:10:CONTROL,PERFORM2019:GEN:1273:10,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:11:CONTROL,PERFORM2019:GEN:1273:11,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:12:CONTROL,PERFORM2019:GEN:1273:12,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:13:CONTROL,PERFORM2019:GEN:1273:13,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:14:CONTROL,PERFORM2019:GEN:1273:14,1273,offline_generator_control,0,1273,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:15:CONTROL,PERFORM2019:GEN:1273:15,1273,offline_generator_control,0,1273,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:16:CONTROL,PERFORM2019:GEN:1273:16,1273,offline_generator_control,0,1273,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:17:CONTROL,PERFORM2019:GEN:1273:17,1273,offline_generator_control,0,1273,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1273:18:CONTROL,PERFORM2019:GEN:1273:18,1273,offline_generator_control,0,1273,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1273,0
PERFORM2019:GEN:1287:1:CONTROL,PERFORM2019:GEN:1287:1,1287,PV_voltage_control,1,1287,1.02,-43.900001,55.900002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1287,0
PERFORM2019:GEN:138:1:CONTROL,PERFORM2019:GEN:138:1,138,PV_local_control_RAW_remote_target_not_implemented,1,138,1.02,-51.899999,66.100001,0,retain_canonical_local_PV_RAW_remote_regulation_not_implemented,1296,1
PERFORM2019:GEN:1296:2:CONTROL,PERFORM2019:GEN:1296:2,1296,PV_voltage_control,1,1296,1.02,-61.6,78.399998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1296,0
PERFORM2019:GEN:1313:X:CONTROL,PERFORM2019:GEN:1313:X,1313,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1313,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1313,0
PERFORM2019:GEN:1320:X:CONTROL,PERFORM2019:GEN:1320:X,1320,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,0,1320,1.0269,-20,20,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1320,0
PERFORM2019:GEN:1321:1:CONTROL,PERFORM2019:GEN:1321:1,1321,offline_generator_control,0,1321,1.02,-52.8,67.199999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1321,0
PERFORM2019:GEN:1321:2:CONTROL,PERFORM2019:GEN:1321:2,1321,offline_generator_control,0,1321,1.02,-52.8,67.199999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1321,0
PERFORM2019:GEN:1321:3:CONTROL,PERFORM2019:GEN:1321:3,1321,offline_generator_control,0,1321,1.02,-119.700003,152.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1321,0
PERFORM2019:GEN:1321:4:CONTROL,PERFORM2019:GEN:1321:4,1321,offline_generator_control,0,1321,1.02,-119.700003,152.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1321,0
PERFORM2019:GEN:1324:1:CONTROL,PERFORM2019:GEN:1324:1,1324,PV_voltage_control,1,1324,1.02,-43.900001,55.900002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1324,0
PERFORM2019:GEN:1330:C1:CONTROL,PERFORM2019:GEN:1330:C1,1330,PV_voltage_control,1,1330,1.02,-63.419998,67.949998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1330,0
PERFORM2019:GEN:1413:X:CONTROL,PERFORM2019:GEN:1413:X,1413,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,0,1413,1.0315,-20,20,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1413,0
PERFORM2019:GEN:1427:1:CONTROL,PERFORM2019:GEN:1427:1,1427,PV_voltage_control,1,1427,1.02,-82.700002,105.200005,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:2:CONTROL,PERFORM2019:GEN:1427:2,1427,PV_voltage_control,1,1427,1.02,-82.700002,105.200005,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:3:CONTROL,PERFORM2019:GEN:1427:3,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:4:CONTROL,PERFORM2019:GEN:1427:4,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:5:CONTROL,PERFORM2019:GEN:1427:5,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:6:CONTROL,PERFORM2019:GEN:1427:6,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:7:CONTROL,PERFORM2019:GEN:1427:7,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:8:CONTROL,PERFORM2019:GEN:1427:8,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:9:CONTROL,PERFORM2019:GEN:1427:9,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:10:CONTROL,PERFORM2019:GEN:1427:10,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:11:CONTROL,PERFORM2019:GEN:1427:11,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:12:CONTROL,PERFORM2019:GEN:1427:12,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1427:13:CONTROL,PERFORM2019:GEN:1427:13,1427,PV_voltage_control,1,1427,1.02,-106.400001,135.500002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1427,0
PERFORM2019:GEN:1428:1:CONTROL,PERFORM2019:GEN:1428:1,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:2:CONTROL,PERFORM2019:GEN:1428:2,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:3:CONTROL,PERFORM2019:GEN:1428:3,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:4:CONTROL,PERFORM2019:GEN:1428:4,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:5:CONTROL,PERFORM2019:GEN:1428:5,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:6:CONTROL,PERFORM2019:GEN:1428:6,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:7:CONTROL,PERFORM2019:GEN:1428:7,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:8:CONTROL,PERFORM2019:GEN:1428:8,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:9:CONTROL,PERFORM2019:GEN:1428:9,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:10:CONTROL,PERFORM2019:GEN:1428:10,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:11:CONTROL,PERFORM2019:GEN:1428:11,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1428:12:CONTROL,PERFORM2019:GEN:1428:12,1428,PV_voltage_control,1,1428,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1428,0
PERFORM2019:GEN:1445:1:CONTROL,PERFORM2019:GEN:1445:1,1445,PV_voltage_control,1,1445,1.02,-8.3,10.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1445,0
PERFORM2019:GEN:1456:1:CONTROL,PERFORM2019:GEN:1456:1,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:2:CONTROL,PERFORM2019:GEN:1456:2,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:3:CONTROL,PERFORM2019:GEN:1456:3,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:4:CONTROL,PERFORM2019:GEN:1456:4,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:5:CONTROL,PERFORM2019:GEN:1456:5,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:6:CONTROL,PERFORM2019:GEN:1456:6,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:7:CONTROL,PERFORM2019:GEN:1456:7,1456,offline_generator_control,0,1456,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1456:C1:CONTROL,PERFORM2019:GEN:1456:C1,1456,offline_generator_control,0,1456,1.02,-9.38,10.05,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1456,0
PERFORM2019:GEN:1457:1:CONTROL,PERFORM2019:GEN:1457:1,1457,PV_voltage_control,1,1457,1.02,-8.3,10.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1457,0
PERFORM2019:GEN:1457:2:CONTROL,PERFORM2019:GEN:1457:2,1457,PV_voltage_control,1,1457,1.02,-99.000001,125.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1457,0
PERFORM2019:GEN:1457:3:CONTROL,PERFORM2019:GEN:1457:3,1457,PV_voltage_control,1,1457,1.02,-206.800008,263.199997,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1457,0
PERFORM2019:GEN:1457:4:CONTROL,PERFORM2019:GEN:1457:4,1457,PV_voltage_control,1,1457,1.02,-212.899995,270.900011,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1457,0
PERFORM2019:GEN:1457:5:CONTROL,PERFORM2019:GEN:1457:5,1457,PV_voltage_control,1,1457,1.02,-212.899995,270.900011,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1457,0
PERFORM2019:GEN:1460:1:CONTROL,PERFORM2019:GEN:1460:1,1460,PV_voltage_control,1,1460,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1460,0
PERFORM2019:GEN:1460:2:CONTROL,PERFORM2019:GEN:1460:2,1460,PV_voltage_control,1,1460,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1460,0
PERFORM2019:GEN:1460:3:CONTROL,PERFORM2019:GEN:1460:3,1460,PV_voltage_control,1,1460,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1460,0
PERFORM2019:GEN:1460:4:CONTROL,PERFORM2019:GEN:1460:4,1460,PV_voltage_control,1,1460,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1460,0
PERFORM2019:GEN:1460:5:CONTROL,PERFORM2019:GEN:1460:5,1460,PV_voltage_control,1,1460,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,1460,0
PERFORM2019:GEN:1528:X:CONTROL,PERFORM2019:GEN:1528:X,1528,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1528,1,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1528,0
PERFORM2019:GEN:1546:X:CONTROL,PERFORM2019:GEN:1546:X,1546,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1546,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1546,0
PERFORM2019:GEN:1558:X:CONTROL,PERFORM2019:GEN:1558:X,1558,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,0,1558,1.03,-20,20,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1558,0
PERFORM2019:GEN:1570:X:CONTROL,PERFORM2019:GEN:1570:X,1570,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,1,1570,1.02,-9900,9900,1,remove_generator_and_apply_separate_scheduled_P_fixed_Q,1570,0
PERFORM2019:XFMR:9:848:1:TAP_CONTROL,PERFORM2019:XFMR:9:848:1,848,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:17:1467:1:TAP_CONTROL,PERFORM2019:XFMR:17:1467:1,17,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:17:1467:2:TAP_CONTROL,PERFORM2019:XFMR:17:1467:2,17,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:26:1468:1:TAP_CONTROL,PERFORM2019:XFMR:26:1468:1,26,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:39:1469:1:TAP_CONTROL,PERFORM2019:XFMR:39:1469:1,39,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:59:1220:NX:TAP_CONTROL,PERFORM2019:XFMR:59:1220:NX,59,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:132:1470:1:TAP_CONTROL,PERFORM2019:XFMR:132:1470:1,132,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:140:1471:1:TAP_CONTROL,PERFORM2019:XFMR:140:1471:1,140,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:228:1472:1:TAP_CONTROL,PERFORM2019:XFMR:228:1472:1,228,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:254:1473:1:TAP_CONTROL,PERFORM2019:XFMR:254:1473:1,254,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:294:1474:1:TAP_CONTROL,PERFORM2019:XFMR:294:1474:1,294,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:298:1475:1:TAP_CONTROL,PERFORM2019:XFMR:298:1475:1,298,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:313:1476:1:TAP_CONTROL,PERFORM2019:XFMR:313:1476:1,313,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:332:1477:1:TAP_CONTROL,PERFORM2019:XFMR:332:1477:1,332,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:337:1478:1:TAP_CONTROL,PERFORM2019:XFMR:337:1478:1,337,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:357:1479:1:TAP_CONTROL,PERFORM2019:XFMR:357:1479:1,357,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:483:1480:1:TAP_CONTROL,PERFORM2019:XFMR:483:1480:1,483,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:501:1481:1:TAP_CONTROL,PERFORM2019:XFMR:501:1481:1,501,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:512:1482:1:TAP_CONTROL,PERFORM2019:XFMR:512:1482:1,512,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:515:1483:1:TAP_CONTROL,PERFORM2019:XFMR:515:1483:1,515,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:518:1484:1:TAP_CONTROL,PERFORM2019:XFMR:518:1484:1,518,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:522:1485:1:TAP_CONTROL,PERFORM2019:XFMR:522:1485:1,522,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:529:1486:1:TAP_CONTROL,PERFORM2019:XFMR:529:1486:1,529,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:529:1487:1:TAP_CONTROL,PERFORM2019:XFMR:529:1487:1,529,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:530:860:1:TAP_CONTROL,PERFORM2019:XFMR:530:860:1,530,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:535:1488:1:TAP_CONTROL,PERFORM2019:XFMR:535:1488:1,535,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:540:541:1:TAP_CONTROL,PERFORM2019:XFMR:540:541:1,540,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:550:1489:1:TAP_CONTROL,PERFORM2019:XFMR:550:1489:1,550,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:550:1489:2:TAP_CONTROL,PERFORM2019:XFMR:550:1489:2,550,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:552:1490:1:TAP_CONTROL,PERFORM2019:XFMR:552:1490:1,552,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:554:1491:1:TAP_CONTROL,PERFORM2019:XFMR:554:1491:1,554,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:555:1492:1:TAP_CONTROL,PERFORM2019:XFMR:555:1492:1,555,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:557:1493:1:TAP_CONTROL,PERFORM2019:XFMR:557:1493:1,557,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:557:1493:2:TAP_CONTROL,PERFORM2019:XFMR:557:1493:2,557,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:560:1494:1:TAP_CONTROL,PERFORM2019:XFMR:560:1494:1,560,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:560:1494:2:TAP_CONTROL,PERFORM2019:XFMR:560:1494:2,560,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:580:1495:1:TAP_CONTROL,PERFORM2019:XFMR:580:1495:1,580,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:580:1496:1:TAP_CONTROL,PERFORM2019:XFMR:580:1496:1,580,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:580:1496:2:TAP_CONTROL,PERFORM2019:XFMR:580:1496:2,580,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:589:1497:1:TAP_CONTROL,PERFORM2019:XFMR:589:1497:1,589,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
PERFORM2019:XFMR:589:1497:2:TAP_CONTROL,PERFORM2019:XFMR:589:1497:2,589,fixed_transformer_tap_no_automatic_control,0,0,NaN,NaN,NaN,0,retain_fixed_canonical_tap_and_shift_no_PAR_inferred,0,0
