timestamp,experiment,bus_id,delta_injection_benchmark_mw,delta_injection_actual_scale_mw
2019-07-20 16:00:00,current_within_zone_gross_load_placement,57,-4.84870413962,-13.51885924
2019-07-20 16:00:00,current_within_zone_gross_load_placement,58,-1.69704646506,-4.73160077913
2019-07-20 16:00:00,current_within_zone_gross_load_placement,59,-14.2430683899,-39.7116489609
2019-07-20 16:00:00,current_within_zone_gross_load_placement,61,-4.78809520428,-13.349873127
2019-07-20 16:00:00,current_within_zone_gross_load_placement,64,-1.52882151383e-07,-4.26256629675e-07
2019-07-20 16:00:00,current_within_zone_gross_load_placement,65,9.17292837244e-08,2.55753957994e-07
2019-07-20 16:00:00,current_within_zone_gross_load_placement,68,-1.52882165594e-07,-4.26256669297e-07
2019-07-20 16:00:00,current_within_zone_gross_load_placement,71,2.14034997725e-07,5.96759241924e-07
2019-07-20 16:00:00,current_within_zone_gross_load_placement,73,-234.586615133,-654.06
2019-07-20 16:00:00,current_within_zone_gross_load_placement,75,78.1955383777,218.02
2019-07-20 16:00:00,current_within_zone_gross_load_placement,76,-156.391076755,-436.04
2019-07-20 16:00:00,current_within_zone_gross_load_placement,77,312.782153511,872.08
2019-07-20 16:00:00,current_within_zone_gross_load_placement,79,-800.893005464,-2233.00071429
2019-07-20 16:00:00,current_within_zone_gross_load_placement,80,-815.459559374,-2273.61428571
2019-07-20 16:00:00,current_within_zone_gross_load_placement,81,1436.75783541,4005.88
2019-07-20 16:00:00,current_within_zone_gross_load_placement,82,179.594729426,500.735
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,37,34.4190496187,95.965081302
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,38,57.3650826978,159.94180217
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,39,5.51507645835,15.3767976331
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,41,34.4190496187,95.965081302
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,42,34.8649656457,97.2083569955
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,43,48.4476081466,135.078647034
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,44,24.2238040733,67.5393235168
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,45,-9.3000187212,-25.9297413083
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,47,253.375074208,706.444828246
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,48,-314.836562193,-877.807976175
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,49,-19.12031821,-53.3100975149
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,50,-13.9295917483,-38.8376326319
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,51,2.4611999849,6.86216671489
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,53,-13.683702911,-38.1520604699
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,54,243.693794383,679.452078132
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,55,-788.260744797,-2197.78022053
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,56,305.922402972,852.954064639
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,57,8.84640117249,24.6649927047
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,60,36.787226546,102.567886838
2019-07-20 16:00:00,current_hydro_spatial_rule_fixed_paper_total,61,81.734613362,227.887431622
