experiment,period,interface,hours,observations,wape_pct,mae_benchmark_mw,mae_actual_scale_mw,bias_benchmark_mw,wrong_direction_count
compact51__current_roles,month_05,Moses South,744,744,10.0713272649,45.061878309,125.638762937,21.5367982932,0
compact51__current_roles,month_05,Central East,744,744,56.861660902,434.844232944,1212.40599698,434.844232944,0
compact51__current_roles,month_05,UpNY-Coned,744,744,15.9697591118,116.82026417,325.71108944,53.8816402084,0
compact51__current_roles,month_05,Dun/SPR-South,744,744,10.9921082466,105.20185076,293.317342378,-21.5216496931,0
compact51__current_roles,month_05,ALL_SEVEN_POOLED,744,5208,20.741457979,144.480727316,402.832294822,112.365728764,2
compact51__current_roles,month_06,Dysinger East,720,720,23.6336054498,84.3686380541,235.231457576,69.7598337687,0
compact51__current_roles,month_06,West Central,720,720,51.8167008895,95.336089152,265.810231481,80.4230267803,24
compact51__current_roles,month_06,Total East,720,720,7.30862923035,108.370864086,302.1529908,87.3237180513,0
compact51__current_roles,month_06,Moses South,720,720,8.80667475366,58.6822353336,163.614206294,-39.9892528671,0
compact51__current_roles,month_06,Central East,720,720,56.0102886028,469.635557451,1309.40903228,469.635557451,0
compact51__current_roles,month_06,UpNY-Coned,720,720,12.9637992055,124.383131552,346.797412022,65.8586250495,0
compact51__current_roles,month_06,Dun/SPR-South,720,720,10.2977611798,112.643360522,314.065303092,3.16537721522,0
compact51__current_roles,month_06,ALL_SEVEN_POOLED,720,5040,18.8720681996,150.488553736,419.582947649,105.168126493,24
compact51__current_roles,month_07,Dysinger East,744,744,20.3538106862,76.0945080359,212.162036175,-56.5702977653,1
compact51__current_roles,month_07,West Central,744,744,52.7525494492,70.5889228198,196.811701441,-44.8097062326,116
compact51__current_roles,month_07,Total East,744,744,6.56457743433,99.7929329482,278.236529766,72.9537796184,0
compact51__current_roles,month_07,Moses South,744,744,13.827208853,100.652710773,280.633709518,-98.7871504254,0
compact51__current_roles,month_07,Central East,744,744,56.949792703,461.693983233,1287.26682254,461.693983233,0
compact51__current_roles,month_07,UpNY-Coned,744,744,12.0593905752,143.443612858,399.940675953,-67.811766847,0
compact51__current_roles,month_07,Dun/SPR-South,744,744,11.991468889,148.479110078,413.980340192,-17.6340030063,0
compact51__current_roles,month_07,ALL_SEVEN_POOLED,744,5208,18.3636320731,157.249397249,438.433116512,35.5764055106,117
compact51__current_roles,month_08,Dysinger East,744,744,26.9250326411,72.0225072135,200.808733445,-48.4027842773,11
compact51__current_roles,month_08,West Central,744,744,79.7950217175,67.0609746733,186.975292985,-34.194059985,200
compact51__current_roles,month_08,Total East,744,744,7.78250498967,113.728831103,317.091745534,99.2543146831,0
compact51__current_roles,month_08,Moses South,744,744,14.1012342906,104.810808522,292.227062415,-104.205373487,0
compact51__current_roles,month_08,Central East,744,744,57.4641943468,465.038764266,1296.5925357,465.038764266,0
compact51__current_roles,month_08,UpNY-Coned,744,744,10.1644992759,105.7387067,294.814171153,-37.0002961213,0
compact51__current_roles,month_08,Dun/SPR-South,744,744,11.7443939558,134.993017031,376.379243417,-33.0447111868,0
compact51__current_roles,month_08,ALL_SEVEN_POOLED,744,5208,19.1426039627,151.913372787,423.555540664,43.9208362702,211
compact51__current_roles,month_09,Dysinger East,720,720,21.6954832488,46.8154133661,130.52786174,20.9997628526,2
compact51__current_roles,month_09,West Central,720,720,57.9407708296,51.3840443023,143.265838067,32.7700261239,111
compact51__current_roles,month_09,Total East,720,720,7.37310853965,101.579241887,283.217006694,96.2789330312,0
compact51__current_roles,month_09,Moses South,720,720,12.0058486442,86.4041363573,240.906708994,-80.5507624454,0
compact51__current_roles,month_09,Central East,720,720,59.0921739275,459.299571891,1280.59087182,459.299571891,0
compact51__current_roles,month_09,UpNY-Coned,720,720,9.89347093964,91.6251200571,255.463535251,-37.9176884889,0
compact51__current_roles,month_09,Dun/SPR-South,720,720,9.54394607087,105.548412318,294.283604038,-4.00891307076,0
compact51__current_roles,month_09,ALL_SEVEN_POOLED,720,5040,18.0892210362,134.665134311,375.465060944,69.5529899848,113
compact51__current_roles,month_10,Dysinger East,744,744,36.0626123994,78.7881056897,219.672159804,1.40655182909,9
compact51__current_roles,month_10,West Central,744,744,92.0417557985,81.1639375545,226.296308367,12.1494717089,170
compact51__current_roles,month_10,Total East,744,744,6.9224932524,84.5474142258,235.729910324,70.8462080718,0
compact51__current_roles,month_10,Moses South,744,744,17.6173753227,78.438263597,218.696751556,-22.3241255085,0
compact51__current_roles,month_10,Central East,744,744,61.4516824234,413.69466967,1153.43808295,413.69466967,0
compact51__current_roles,month_10,UpNY-Coned,744,744,18.35858427,135.64336968,378.19251675,-56.0308487642,0
compact51__current_roles,month_10,Dun/SPR-South,744,744,12.976896263,129.11030804,359.977435323,-17.498435374,0
compact51__current_roles,month_10,ALL_SEVEN_POOLED,744,5208,22.8615673272,143.055152637,398.85759501,57.4633559475,179
compact51__current_roles,month_11,Dysinger East,720,720,29.584519254,65.449445061,182.482125045,56.9912611181,22
compact51__current_roles,month_11,West Central,720,720,83.2280321018,73.4846633491,204.885427427,67.4847972284,169
compact51__current_roles,month_11,Total East,720,720,10.4655563677,128.712704393,358.868861243,127.598853703,0
compact51__current_roles,month_11,Moses South,720,720,11.7116795262,67.9990940174,189.590899753,-56.558915147,0
compact51__current_roles,month_11,Central East,720,720,64.4812695413,448.017666097,1249.13535464,448.017666097,0
compact51__current_roles,month_11,UpNY-Coned,720,720,16.0242195401,111.297250598,310.312162035,-100.605412593,2
compact51__current_roles,month_11,Dun/SPR-South,720,720,5.7607875464,50.1707305176,139.882951053,-7.88686721321,0
compact51__current_roles,month_11,ALL_SEVEN_POOLED,720,5040,21.5770622851,135.018793433,376.451111599,76.4344833132,193
compact51__current_roles,month_12,Dysinger East,744,744,19.6109857011,68.3678774631,190.619119118,23.8178684452,0
compact51__current_roles,month_12,West Central,744,744,45.1378711704,73.3340061899,204.465374384,34.6534179004,83
compact51__current_roles,month_12,Total East,744,744,7.45800143669,106.711528103,297.526532073,84.2084463476,0
compact51__current_roles,month_12,Moses South,744,744,11.3713769808,63.9472300914,178.293741482,-36.3652378076,0
compact51__current_roles,month_12,Central East,744,744,53.8628324423,436.612046842,1217.33490717,436.612046842,0
compact51__current_roles,month_12,UpNY-Coned,744,744,10.6392612265,82.7293664945,230.660941242,-62.2758821559,0
compact51__current_roles,month_12,Dun/SPR-South,744,744,6.86218621411,60.4324576554,168.494068733,-8.4260971546,0
compact51__current_roles,month_12,ALL_SEVEN_POOLED,744,5208,17.9391426543,127.447787548,355.342097744,67.4606517739,83
compact51_marcy__paper_roles,annual,Dysinger East,8760,8760,22.4943225404,75.2897116067,209.918152174,18.6236247592,77
compact51_marcy__paper_roles,annual,West Central,8760,8760,46.805804317,78.3545957731,218.463474066,30.3542888343,1006
compact51_marcy__paper_roles,annual,Total East,8760,8760,7.23527544919,102.76641187,286.527001166,71.8744016045,0
compact51_marcy__paper_roles,annual,Moses South,8760,8760,8.99293495462,54.7683265248,152.701686013,37.6401924834,9
compact51_marcy__paper_roles,annual,Central East,8760,8760,7.08584423547,55.8957960938,155.845227454,0.298364015786,0
compact51_marcy__paper_roles,annual,UpNY-Coned,8760,8760,18.5881020531,162.180685935,452.182232915,-150.757765779,0
compact51_marcy__paper_roles,annual,Dun/SPR-South,8760,8760,11.0184840774,108.747999871,303.204497645,-22.317518522,0
compact51_marcy__paper_roles,annual,ALL_SEVEN_POOLED,8760,61320,12.3172150021,91.1433610964,254.12032449,-2.04063037194,1092
compact51_marcy__paper_roles,month_01,Dysinger East,744,744,19.0310067314,98.7418390513,275.305934285,-28.9085418448,1
compact51_marcy__paper_roles,month_01,West Central,744,744,32.2663342895,98.7707426058,275.386521401,-18.5733544378,8
compact51_marcy__paper_roles,month_01,Total East,744,744,5.11501556871,85.1334940032,237.363981982,4.41175293034,0
compact51_marcy__paper_roles,month_01,Moses South,744,744,16.8091372734,92.9186542905,259.070087996,82.5496121862,9
compact51_marcy__paper_roles,month_01,Central East,744,744,7.6936770742,68.720111826,191.601197346,62.354085718,0
compact51_marcy__paper_roles,month_01,UpNY-Coned,744,744,18.6377835513,135.82051793,378.686430625,-114.477605226,0
compact51_marcy__paper_roles,month_01,Dun/SPR-South,744,744,10.37361429,88.8382326046,247.693306732,61.3584326387,0
compact51_marcy__paper_roles,month_01,ALL_SEVEN_POOLED,744,5208,12.1175447715,95.5633703301,266.44392291,6.95919742344,18
compact51_marcy__paper_roles,month_02,Dysinger East,672,672,16.999638052,60.6827721437,169.191980224,26.3615513048,0
compact51_marcy__paper_roles,month_02,West Central,672,672,40.1434507987,65.2030835742,181.795235071,36.1097555045,57
compact51_marcy__paper_roles,month_02,Total East,672,672,5.96085217333,89.4892651813,249.508475798,69.4244406138,0
compact51_marcy__paper_roles,month_02,Moses South,672,672,8.27471003668,53.4536901366,149.036297535,34.5434985415,0
compact51_marcy__paper_roles,month_02,Central East,672,672,5.89004544045,50.5109093749,140.831416861,39.2581819901,0
compact51_marcy__paper_roles,month_02,UpNY-Coned,672,672,18.5197676767,138.031908512,384.852094099,-130.320100714,0
compact51_marcy__paper_roles,month_02,Dun/SPR-South,672,672,6.75993407626,60.7423019942,169.357957698,26.9324028181,0
compact51_marcy__paper_roles,month_02,ALL_SEVEN_POOLED,672,4704,10.0252078495,74.0162758453,206.367636755,14.6156757227,57
compact51_marcy__paper_roles,month_03,Dysinger East,744,744,14.418759094,57.0520701379,159.069079765,-4.50148866665,1
compact51_marcy__paper_roles,month_03,West Central,744,744,25.0952592201,56.2784396232,156.912090654,4.06758892351,23
compact51_marcy__paper_roles,month_03,Total East,744,744,5.3186782396,85.8094426773,239.248620582,-33.1555487453,0
compact51_marcy__paper_roles,month_03,Moses South,744,744,5.9972427318,41.332182053,115.239852786,20.353467073,0
compact51_marcy__paper_roles,month_03,Central East,744,744,6.261615816,52.4004784107,146.099797253,-28.2849715708,0
compact51_marcy__paper_roles,month_03,UpNY-Coned,744,744,14.5203857844,160.379005737,447.158898783,-143.31544056,0
compact51_marcy__paper_roles,month_03,Dun/SPR-South,744,744,12.9453770607,116.201451007,323.985752565,52.6518504895,0
compact51_marcy__paper_roles,month_03,ALL_SEVEN_POOLED,744,5208,9.88380534799,81.3504385208,226.816298913,-18.883506151,24
compact51_marcy__paper_roles,month_04,Dysinger East,720,720,31.2244194334,103.632634756,288.942150642,100.263793212,30
compact51_marcy__paper_roles,month_04,West Central,720,720,53.1609230409,109.667765916,305.76893287,107.262901361,43
compact51_marcy__paper_roles,month_04,Total East,720,720,8.736466843,108.76387927,303.248771612,67.570130808,0
compact51_marcy__paper_roles,month_04,Moses South,720,720,12.2891646327,65.5009762385,182.625801111,38.8129239558,0
compact51_marcy__paper_roles,month_04,Central East,720,720,5.97369799742,41.899432577,116.821425876,8.213848622,0
compact51_marcy__paper_roles,month_04,UpNY-Coned,720,720,20.342997733,166.466384047,464.131353308,-150.813172972,0
compact51_marcy__paper_roles,month_04,Dun/SPR-South,720,720,13.0266731784,116.184069913,323.937291666,-48.0234555378,0
compact51_marcy__paper_roles,month_04,ALL_SEVEN_POOLED,720,5040,15.0625505672,101.730734674,283.639389583,17.6124242069,73
compact51_marcy__paper_roles,month_05,Dysinger East,744,744,22.345086711,90.7022969401,252.890576485,85.0278602085,0
compact51_marcy__paper_roles,month_05,West Central,744,744,35.1677493552,97.240532518,271.120083568,92.8363106897,2
compact51_marcy__paper_roles,month_05,Total East,744,744,9.31597724193,120.445396242,335.818460152,118.485020664,0
compact51_marcy__paper_roles,month_05,Moses South,744,744,16.8694114148,75.4783698639,210.444157546,72.6743680783,0
compact51_marcy__paper_roles,month_05,Central East,744,744,6.91950190539,52.9162435756,147.537822025,-0.70276475338,0
compact51_marcy__paper_roles,month_05,UpNY-Coned,744,744,20.5057838074,150.001704135,418.225543476,-142.810913895,0
compact51_marcy__paper_roles,month_05,Dun/SPR-South,744,744,10.6220486979,101.660132598,283.442541211,-34.1208063152,0
compact51_marcy__paper_roles,month_05,ALL_SEVEN_POOLED,744,5208,14.118883912,98.3492394104,274.211312066,27.3412963823,2
compact51_marcy__paper_roles,month_06,Dysinger East,720,720,23.3144795227,83.2294035055,232.055113741,67.6621869528,0
compact51_marcy__paper_roles,month_06,West Central,720,720,51.8167008895,95.336089152,265.810231481,80.4230267803,24
compact51_marcy__paper_roles,month_06,Total East,720,720,7.30862923035,108.370864086,302.1529908,87.3237180513,0
compact51_marcy__paper_roles,month_06,Moses South,720,720,6.41688562205,42.7581581828,119.215671897,30.139868675,0
compact51_marcy__paper_roles,month_06,Central East,720,720,7.08221970852,59.3830577161,165.568196241,-51.2464766626,0
compact51_marcy__paper_roles,month_06,UpNY-Coned,720,720,18.727350308,179.682394032,500.979421071,-172.900510932,0
compact51_marcy__paper_roles,month_06,Dun/SPR-South,720,720,11.0948340341,121.36224255,338.374754747,-59.2793503424,0
compact51_marcy__paper_roles,month_06,ALL_SEVEN_POOLED,720,5040,12.3635728672,98.5888870321,274.879482854,-2.55393392542,24
compact51_marcy__paper_roles,month_07,Dysinger East,744,744,20.8487199521,77.9447697729,217.32082237,-60.4353779874,1
compact51_marcy__paper_roles,month_07,West Central,744,744,52.7525494492,70.5889228198,196.811701441,-44.8097062326,116
compact51_marcy__paper_roles,month_07,Total East,744,744,6.56457743433,99.7929329482,278.236529766,72.9537796184,0
compact51_marcy__paper_roles,month_07,Moses South,744,744,5.2842394839,38.4656827045,107.247655266,27.6518018726,0
compact51_marcy__paper_roles,month_07,Central East,744,744,9.04290192834,73.3111256971,204.401580398,-67.6215250474,0
compact51_marcy__paper_roles,month_07,UpNY-Coned,744,744,15.8679785552,188.745870575,526.249649999,-173.161898777,0
compact51_marcy__paper_roles,month_07,Dun/SPR-South,744,744,15.6952841503,194.339979916,541.846802263,-117.704953645,0
compact51_marcy__paper_roles,month_07,ALL_SEVEN_POOLED,744,5208,12.3985527074,106.169897776,296.016391643,-51.8754114568,117
compact51_marcy__paper_roles,month_08,Dysinger East,744,744,27.352854676,73.1669000914,203.999459418,-50.3874119573,11
compact51_marcy__paper_roles,month_08,West Central,744,744,79.7950217175,67.0609746733,186.975292985,-34.194059985,200
compact51_marcy__paper_roles,month_08,Total East,744,744,7.78250498967,113.728831103,317.091745534,99.2543146831,0
compact51_marcy__paper_roles,month_08,Moses South,744,744,3.71276511084,27.5960178452,76.9415229491,11.6597719073,0
compact51_marcy__paper_roles,month_08,Central East,744,744,7.24630361747,58.641944224,163.501869096,-47.1659096179,0
compact51_marcy__paper_roles,month_08,UpNY-Coned,744,744,16.7974890955,174.740016655,487.199387862,-163.81181998,0
compact51_marcy__paper_roles,month_08,Dun/SPR-South,744,744,13.7563831111,158.119326259,440.858599175,-83.5709147364,0
compact51_marcy__paper_roles,month_08,ALL_SEVEN_POOLED,744,5208,12.1159336111,96.1505729787,268.081125288,-38.3165756694,211
compact51_marcy__paper_roles,month_09,Dysinger East,720,720,21.4141309886,46.2082997926,128.835144943,19.131472747,2
compact51_marcy__paper_roles,month_09,West Central,720,720,57.9407708296,51.3840443023,143.265838067,32.7700261239,111
compact51_marcy__paper_roles,month_09,Total East,720,720,7.37310853965,101.579241887,283.217006695,96.2789330312,0
compact51_marcy__paper_roles,month_09,Moses South,720,720,4.41277339243,31.7580110505,88.5457369165,3.12199908715,0
compact51_marcy__paper_roles,month_09,Central East,720,720,5.96063948026,46.329640281,129.173459044,-22.1966054699,0
compact51_marcy__paper_roles,month_09,UpNY-Coned,720,720,16.716719071,154.816383571,431.649537126,-146.818222013,0
compact51_marcy__paper_roles,month_09,Dun/SPR-South,720,720,10.3054654445,113.970207688,317.76473691,-21.1942202947,0
compact51_marcy__paper_roles,month_09,ALL_SEVEN_POOLED,720,5040,10.4784187612,78.0065469389,217.493065672,-5.55808811268,113
compact51_marcy__paper_roles,month_10,Dysinger East,744,744,36.0941695883,78.8570505322,219.864387582,-0.258135371043,9
compact51_marcy__paper_roles,month_10,West Central,744,744,92.0417557985,81.1639375545,226.296308367,12.1494717089,170
compact51_marcy__paper_roles,month_10,Total East,744,744,6.9224932524,84.5474142258,235.729910324,70.8462080718,0
compact51_marcy__paper_roles,month_10,Moses South,744,744,14.7436614173,65.6435581038,183.023339115,41.407183102,0
compact51_marcy__paper_roles,month_10,Central East,744,744,8.31917394093,56.0049420893,156.149541619,23.7297628919,0
compact51_marcy__paper_roles,month_10,UpNY-Coned,744,744,23.5544340535,174.033180279,485.228630068,-161.027580261,0
compact51_marcy__paper_roles,month_10,Dun/SPR-South,744,744,12.1832676438,121.214303215,337.962279374,-49.3308369976,0
compact51_marcy__paper_roles,month_10,ALL_SEVEN_POOLED,744,5208,15.101181324,94.4949122857,263.464913778,-8.92627526501,179
compact51_marcy__paper_roles,month_11,Dysinger East,720,720,28.7280114583,63.5546040655,177.199045698,54.3914737204,22
compact51_marcy__paper_roles,month_11,West Central,720,720,83.2280321018,73.4846633491,204.885427427,67.4847972284,169
compact51_marcy__paper_roles,month_11,Total East,720,720,10.4655563677,128.712704393,358.868861243,127.598853703,0
compact51_marcy__paper_roles,month_11,Moses South,720,720,8.24879305809,47.8932550563,133.533033777,28.9690001705,0
compact51_marcy__paper_roles,month_11,Central East,720,720,9.91184484894,68.8677755188,192.01290419,65.2563036053,0
compact51_marcy__paper_roles,month_11,UpNY-Coned,720,720,23.4924107131,163.168054191,454.935152476,-155.122173838,0
compact51_marcy__paper_roles,month_11,Dun/SPR-South,720,720,4.84775239783,42.2191023724,117.712709576,-4.94770407308,0
compact51_marcy__paper_roles,month_11,ALL_SEVEN_POOLED,720,5040,13.4215795599,83.9857369924,234.163876341,26.2329357881,191
compact51_marcy__paper_roles,month_12,Dysinger East,744,744,19.546787278,68.144068727,189.995109339,21.2705730904,0
compact51_marcy__paper_roles,month_12,West Central,744,744,45.1378711704,73.3340061899,204.465374384,34.6534179004,83
compact51_marcy__paper_roles,month_12,Total East,744,744,7.45800143669,106.711528103,297.526532073,84.2084463477,0
compact51_marcy__paper_roles,month_12,Moses South,744,744,13.0325510152,73.2888848776,204.33956991,57.9018132205,0
compact51_marcy__paper_roles,month_12,Central East,744,744,5.05966476774,41.013635756,114.351701555,25.7191180954,0
compact51_marcy__paper_roles,month_12,UpNY-Coned,744,744,20.3762696837,158.442945103,441.760893372,-153.265686353,0
compact51_marcy__paper_roles,month_12,Dun/SPR-South,744,744,7.28410063144,64.1480847695,178.853752165,12.7604662442,0
compact51_marcy__paper_roles,month_12,ALL_SEVEN_POOLED,744,5208,11.76491886,83.5833076466,233.041847543,11.8925926494,83
compact51_marcy__current_roles,annual,Dysinger East,8760,8760,22.6011912829,75.6474070558,210.915456668,21.0935767447,77
compact51_marcy__current_roles,annual,West Central,8760,8760,46.805804317,78.3545957731,218.463474066,30.3542888343,1006
compact51_marcy__current_roles,annual,Total East,8760,8760,7.23527544919,102.76641187,286.527001166,71.8744016045,0
compact51_marcy__current_roles,annual,Moses South,8760,8760,12.2755753648,74.7601003734,208.441522644,-52.0017115209,5
compact51_marcy__current_roles,annual,Central East,8760,8760,60.3953912381,476.421490717,1328.32915485,476.421490717,0
compact51_marcy__current_roles,annual,UpNY-Coned,8760,8760,12.6613027079,110.469522501,308.004341364,-12.7064088291,2
compact51_marcy__current_roles,annual,Dun/SPR-South,8760,8760,10.1793978483,100.466556753,280.114686308,0.0192077852728,0
compact51_marcy__current_roles,annual,ALL_SEVEN_POOLED,8760,61320,19.6704852367,145.555155006,405.827948152,76.4364064765,1090
compact51_marcy__current_roles,month_01,Dysinger East,744,744,18.7229326003,97.1434051533,270.849279012,-25.1323036585,1
compact51_marcy__current_roles,month_01,West Central,744,744,32.2663342895,98.7707426058,275.386521401,-18.5733544378,8
compact51_marcy__current_roles,month_01,Total East,744,744,5.11501556871,85.1334940032,237.363981982,4.41175293034,0
compact51_marcy__current_roles,month_01,Moses South,744,744,11.270166122,62.2999653493,173.700939046,-37.9163275092,5
compact51_marcy__current_roles,month_01,Central East,744,744,55.0794195761,491.970722981,1371.68256974,491.970722981,0
compact51_marcy__current_roles,month_01,UpNY-Coned,744,744,17.1637356184,125.078577873,348.736412762,87.9579115252,0
compact51_marcy__current_roles,month_01,Dun/SPR-South,744,744,9.83717592709,84.2442468705,234.884637714,67.7535643356,0
compact51_marcy__current_roles,month_01,ALL_SEVEN_POOLED,744,5208,18.923099211,149.234450691,416.086334523,81.4959951667,14
compact51_marcy__current_roles,month_02,Dysinger East,672,672,17.3516297096,61.9392594576,172.695241022,29.3191524823,0
compact51_marcy__current_roles,month_02,West Central,672,672,40.1434507987,65.2030835742,181.795235071,36.1097555045,57
compact51_marcy__current_roles,month_02,Total East,672,672,5.96085217333,89.4892651813,249.508475798,69.4244406138,0
compact51_marcy__current_roles,month_02,Moses South,672,672,13.2751231072,85.7557925238,239.099036517,-77.3135061616,0
compact51_marcy__current_roles,month_02,Central East,672,672,54.6596755512,468.741700916,1306.91683636,468.741700916,0
compact51_marcy__current_roles,month_02,UpNY-Coned,672,672,8.16104879907,60.8260946283,169.591583177,-17.7642922087,0
compact51_marcy__current_roles,month_02,Dun/SPR-South,672,672,6.73577484255,60.5252159319,168.752691665,31.2317690919,0
compact51_marcy__current_roles,month_02,ALL_SEVEN_POOLED,672,4704,17.2689848702,127.497201745,355.479871372,77.1070028911,57
compact51_marcy__current_roles,month_03,Dysinger East,744,744,14.6166567882,57.8351106935,161.252305374,-2.08836575746,1
compact51_marcy__current_roles,month_03,West Central,744,744,25.0952592201,56.2784396232,156.912090654,4.06758892351,23
compact51_marcy__current_roles,month_03,Total East,744,744,5.3186782396,85.8094426773,239.248620582,-33.1555487453,0
compact51_marcy__current_roles,month_03,Moses South,744,744,11.4940815447,79.2156482878,220.864207831,-72.3918956839,0
compact51_marcy__current_roles,month_03,Central East,744,744,58.7195753762,491.396139943,1370.08055259,491.396139943,0
compact51_marcy__current_roles,month_03,UpNY-Coned,744,744,9.83163656906,108.591336424,302.767698238,63.4121067712,0
compact51_marcy__current_roles,month_03,Dun/SPR-South,744,744,11.6061123839,104.179823673,290.46778919,28.4277715122,0
compact51_marcy__current_roles,month_03,ALL_SEVEN_POOLED,744,5208,17.0669104086,140.472277332,391.656180637,68.5239709947,24
compact51_marcy__current_roles,month_04,Dysinger East,720,720,31.8967624194,105.864115,295.163826878,102.677086046,30
compact51_marcy__current_roles,month_04,West Central,720,720,53.1609230409,109.667765916,305.76893287,107.262901361,43
compact51_marcy__current_roles,month_04,Total East,720,720,8.736466843,108.76387927,303.248771612,67.570130808,0
compact51_marcy__current_roles,month_04,Moses South,720,720,12.0481350816,64.2162940516,179.043929099,-21.2941980952,0
compact51_marcy__current_roles,month_04,Central East,720,720,60.6057911564,425.088155014,1185.20469939,425.088155014,0
compact51_marcy__current_roles,month_04,UpNY-Coned,720,720,14.0115088504,114.655924559,319.676610596,-46.8874520963,0
compact51_marcy__current_roles,month_04,Dun/SPR-South,720,720,11.8057680127,105.294894358,293.576760826,-18.1772074437,0
compact51_marcy__current_roles,month_04,ALL_SEVEN_POOLED,720,5040,21.8615132465,147.650146881,411.669075895,88.0342022277,73
compact51_marcy__current_roles,month_05,Dysinger East,744,744,22.6034256678,91.7509362709,255.814328295,86.4977482404,0
compact51_marcy__current_roles,month_05,West Central,744,744,35.1677493552,97.240532518,271.120083568,92.8363106897,2
compact51_marcy__current_roles,month_05,Total East,744,744,9.31597724193,120.445396242,335.818460152,118.485020664,0
compact51_marcy__current_roles,month_05,Moses South,744,744,10.0713272649,45.061878309,125.638762937,21.5367982932,0
compact51_marcy__current_roles,month_05,Central East,744,744,60.7581098876,464.64196209,1295.48619623,464.64196209,0
compact51_marcy__current_roles,month_05,UpNY-Coned,744,744,15.9697591118,116.82026417,325.71108944,53.8816402084,0
compact51_marcy__current_roles,month_05,Dun/SPR-South,744,744,10.9921082466,105.20185076,293.317342378,-21.5216496931,0
compact51_marcy__current_roles,month_05,ALL_SEVEN_POOLED,744,5208,21.3525610834,148.737545766,414.700894714,116.622547213,2
compact51_marcy__current_roles,month_06,Dysinger East,720,720,23.6336054498,84.3686380541,235.231457576,69.7598337687,0
compact51_marcy__current_roles,month_06,West Central,720,720,51.8167008895,95.336089152,265.810231481,80.4230267803,24
compact51_marcy__current_roles,month_06,Total East,720,720,7.30862923035,108.370864086,302.1529908,87.3237180513,0
compact51_marcy__current_roles,month_06,Moses South,720,720,8.80667475366,58.6822353336,163.614206294,-39.9892528671,0
compact51_marcy__current_roles,month_06,Central East,720,720,59.9712844514,502.847750064,1402.00922896,502.847750064,0
compact51_marcy__current_roles,month_06,UpNY-Coned,720,720,12.9637992055,124.383131552,346.797412022,65.8586250495,0
compact51_marcy__current_roles,month_06,Dun/SPR-South,720,720,10.2977611798,112.643360522,314.065303092,3.16537721522,0
compact51_marcy__current_roles,month_06,ALL_SEVEN_POOLED,720,5040,19.4670662419,155.233152681,432.811547175,109.912725437,24
compact51_marcy__current_roles,month_07,Dysinger East,744,744,20.3538106862,76.0945080359,212.162036175,-56.5702977653,1
compact51_marcy__current_roles,month_07,West Central,744,744,52.7525494492,70.5889228198,196.811701441,-44.8097062326,116
compact51_marcy__current_roles,month_07,Total East,744,744,6.56457743433,99.7929329482,278.236529766,72.9537796184,0
compact51_marcy__current_roles,month_07,Moses South,744,744,13.827208853,100.652710773,280.633709518,-98.7871504254,0
compact51_marcy__current_roles,month_07,Central East,744,744,60.9399266059,494.042139878,1377.45796718,494.042139878,0
compact51_marcy__current_roles,month_07,UpNY-Coned,744,744,12.0593905752,143.443612858,399.940675953,-67.811766847,0
compact51_marcy__current_roles,month_07,Dun/SPR-South,744,744,11.991468889,148.479110078,413.980340192,-17.6340030063,0
compact51_marcy__current_roles,month_07,ALL_SEVEN_POOLED,744,5208,18.9032931441,161.870562484,451.317565746,40.1975707456,117
compact51_marcy__current_roles,month_08,Dysinger East,744,744,26.9250326411,72.0225072135,200.808733445,-48.4027842773,11
compact51_marcy__current_roles,month_08,West Central,744,744,79.7950217175,67.0609746733,186.975292985,-34.194059985,200
compact51_marcy__current_roles,month_08,Total East,744,744,7.78250498967,113.728831103,317.091745534,99.2543146831,0
compact51_marcy__current_roles,month_08,Moses South,744,744,14.1012342906,104.810808522,292.227062415,-104.205373487,0
compact51_marcy__current_roles,month_08,Central East,744,744,61.5331824217,497.967742174,1388.40309052,497.967742174,0
compact51_marcy__current_roles,month_08,UpNY-Coned,744,744,10.1644992759,105.7387067,294.814171153,-37.0002961213,0
compact51_marcy__current_roles,month_08,Dun/SPR-South,744,744,11.7443939558,134.993017031,376.379243417,-33.0447111868,0
compact51_marcy__current_roles,month_08,ALL_SEVEN_POOLED,744,5208,19.7353726021,156.617512488,436.67133421,48.6249759714,211
compact51_marcy__current_roles,month_09,Dysinger East,720,720,21.6954832488,46.8154133661,130.52786174,20.9997628526,2
compact51_marcy__current_roles,month_09,West Central,720,720,57.9407708296,51.3840443023,143.265838067,32.7700261239,111
compact51_marcy__current_roles,month_09,Total East,720,720,7.37310853965,101.579241887,283.217006695,96.2789330312,0
compact51_marcy__current_roles,month_09,Moses South,720,720,12.0058486442,86.4041363573,240.906708994,-80.5507624454,0
compact51_marcy__current_roles,month_09,Central East,720,720,63.2253061951,491.424737626,1370.16028689,491.424737626,0
compact51_marcy__current_roles,month_09,UpNY-Coned,720,720,9.89347093964,91.6251200571,255.463535251,-37.9176884889,0
compact51_marcy__current_roles,month_09,Dun/SPR-South,720,720,9.54394607087,105.548412318,294.283604038,-4.00891307076,0
compact51_marcy__current_roles,month_09,ALL_SEVEN_POOLED,720,5040,18.7056911596,139.254443702,388.260691668,74.1422993755,113
compact51_marcy__current_roles,month_10,Dysinger East,744,744,36.0626123994,78.7881056897,219.672159804,1.40655182909,9
