scenario_id,iteration,zone,scheduled_generation_mw,pmin_mw,pmax_mw,upward_headroom_mw,downward_headroom_mw,loss_participation_factor,sensitivity_participation_factor,finite_difference_step_mw
S1_2025_SUMMER_PEAK_PUBLIC,4,E,123.779998546173,0,600,476.220001453827,123.779998546173,0.0775788277728313,0.0253252731760825,25
S1_2025_SUMMER_PEAK_PUBLIC,4,F,1022.12991985188,0,2168.003995,1145.87407514812,1022.12991985188,0.186669117936201,0.209126835884073,25
S1_2025_SUMMER_PEAK_PUBLIC,4,G,1782.21870374575,0,2200,417.78129625425,1782.21870374575,0.0680588451465378,0.0854776666647802,-25
S1_2025_SUMMER_PEAK_PUBLIC,4,H,0,0,0,0,0,0,0,0
S1_2025_SUMMER_PEAK_PUBLIC,4,I,7.25168123258558,0,565.099092,557.847410767414,7.25168123258558,0.0908763766382303,0.00148368727062632,25
S1_2025_SUMMER_PEAK_PUBLIC,4,J,3058.53529204986,0,4197.07746,1138.54216795014,3058.53529204986,0.185474711019822,0.232944674135464,-25
S1_2025_SUMMER_PEAK_PUBLIC,4,K,1343.53832472294,0,2384.929342,1041.39101727706,1343.53832472294,0.169648259715088,0.213067638596087,-25
S1_2025_SUMMER_PEAK_PUBLIC,5,A,1288.31599213358,0,1292.8,4.48400786641855,1288.31599213358,0.000730550713126358,0.000943350489095953,-25
S1_2025_SUMMER_PEAK_PUBLIC,5,B,284.420575338822,0,288.8,4.37942466117801,284.420575338822,0.000713582422922987,0.000921348159761573,-25
S1_2025_SUMMER_PEAK_PUBLIC,5,C,1827.45806058199,0,2511.2,683.741939418014,1827.45806058199,0.111408739180973,0.143846378548077,-25
S1_2025_SUMMER_PEAK_PUBLIC,5,D,380.476601534964,0,984.9807077,604.504106165036,380.476601534964,0.0984977385584769,0.0800450844066541,25
S1_2025_SUMMER_PEAK_PUBLIC,5,E,74.3786585415196,0,600,525.62134145848,74.3786585415196,0.0856446009756085,0.0156478636977694,25
S1_2025_SUMMER_PEAK_PUBLIC,5,F,1007.70660864007,0,2168.003995,1160.29738635993,1007.70660864007,0.18905855303065,0.212002420701618,25
S1_2025_SUMMER_PEAK_PUBLIC,5,G,1793.32440838921,0,2200,406.675591610788,1793.32440838921,0.0662636202452256,0.0855568566510657,-25
S1_2025_SUMMER_PEAK_PUBLIC,5,H,0,0,0,0,0,0,0,0
S1_2025_SUMMER_PEAK_PUBLIC,5,I,4.50015407714893,0,565.099092,560.598937922851,4.50015407714893,0.0913438419044599,0.000946747346604527,25
S1_2025_SUMMER_PEAK_PUBLIC,5,J,3058.6625144248,0,4197.07746,1138.4149455752,3058.6625144248,0.185493056590842,0.239500983873221,-25
S1_2025_SUMMER_PEAK_PUBLIC,5,K,1336.40848915916,0,2384.929342,1048.52085284084,1336.40848915916,0.170845716377714,0.220588966126132,-25
S1_2025_SUMMER_PEAK_PUBLIC,6,A,1290.08646596621,0,1292.8,2.71353403378771,1290.08646596621,0.000440307469649653,0.000580741963811858,-25
S1_2025_SUMMER_PEAK_PUBLIC,6,B,286.172736503182,0,288.8,2.62726349681753,286.172736503182,0.0004281455863517,0.000562278616591838,-25
