reference_set,generator_or_proxy_id,model_bus,model_bus_name,model_zone,regulated_bus,control_type,voltage_reference_pu,voltage_reference_min_pu,voltage_reference_max_pu,voltage_deadband_pu,remote_regulation_flag,scenario_status,source_case,source_record,effective_date,confidence,device_class,mapping_method,notes
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_57,57,HUNTLEY,A,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone A; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_60,60,DUNKIRK,A,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone A; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_61,61,DUNKIRK,A,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone A; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_65,65,GESONIDGE,C,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone C; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_68,68,HILLSIDE,C,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone C; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_71,71,BINGHAMTON,C,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone C; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_72,72,LAPEER,C,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone C; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_73,73,PLEASANT VLY,G,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone G; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_76,76,RAMAPO,G,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone G; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_79,79,RAV A-3,J,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone J; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_80,80,NORTHPORT,K,NaN,provisional_zonal_vg_envelope,1.0126544281377,1.01,1.02,0.005,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone K; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_81,81,GOETHALS,J,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone J; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_82,82,AK-3,J,NaN,provisional_zonal_vg_envelope,1.02,1.02,1.02,0,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone J; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,retained_generator_or_aggregate_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
PERFORM_ZONE_AGGREGATE_REFERENCE,BUS_9003,9003,EAST GARDEN CITY,K,NaN,provisional_zonal_vg_envelope,1.0126544281377,1.01,1.02,0.005,source_available_not_preserved_by_zonal_aggregate,available_in_source_snapshot,PERFORM NYISO On Peak 2019 v23,Native online generators in zone K; PMAX-weighted converted VG with observed zonal min/max envelope,2019 on-peak snapshot,low,added_zero_load_transit_or_supply_proxy,NYISO-zone aggregate mapped to retained model bus,RAW VS/IREG controls are extracted separately; this zonal aggregate does not preserve individual remote regulation in the reduced mapping.
S1_OPF_SOLVED_REFERENCE,BUS_42,42,ALBANY,F,NaN,numerical_continuation_reference,1.1,1.1,1.1,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 10,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_47,47,MOSES W,D,NaN,numerical_continuation_reference,1.09999999,1.09999999,1.09999999,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 11,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_48,48,MOSES E,D,NaN,numerical_continuation_reference,1.1,1.1,1.1,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 12,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_50,50,CLAY,C,NaN,numerical_continuation_reference,1.1,1.1,1.1,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 13,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_51,51,CLAY,C,NaN,numerical_continuation_reference,1.08300607,1.08300607,1.08300607,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 14,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_53,53,ROCHESTER,B,NaN,numerical_continuation_reference,1.09999998,1.09999998,1.09999998,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 15,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_54,54,NIAGARA W,A,NaN,numerical_continuation_reference,1.05172033,1.05172033,1.05172033,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 16|17,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_55,55,NIAGARA E,A,NaN,numerical_continuation_reference,1.08981247,1.08981247,1.08981247,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 18,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_56,56,HUNTLEY,A,NaN,numerical_continuation_reference,1.1,1.1,1.1,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 19,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_57,57,HUNTLEY,A,NaN,numerical_continuation_reference,1.0934149,1.0934149,1.0934149,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 20,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_60,60,DUNKIRK,A,NaN,numerical_continuation_reference,1.09860245,1.09860245,1.09860245,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 21,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_61,61,DUNKIRK,A,NaN,numerical_continuation_reference,1.05145966,1.05145966,1.05145966,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 22,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_65,65,GESONIDGE,C,NaN,numerical_continuation_reference,1.07077891,1.07077891,1.07077891,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 23,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_68,68,HILLSIDE,C,NaN,numerical_continuation_reference,1.1,1.1,1.1,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 24,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_71,71,BINGHAMTON,C,NaN,numerical_continuation_reference,1.1,1.1,1.1,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 25,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_72,72,LAPEER,C,NaN,numerical_continuation_reference,1.08884679,1.08884679,1.08884679,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 26,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_78,78,CE UG,I,NaN,numerical_continuation_reference,0.974721326,0.974721326,0.974721326,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 27,S1 build,high numerical; low physical,zone_I_interface_voltage_support_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_79,79,RAV A-3,J,NaN,numerical_continuation_reference,0.980677999,0.980677999,0.980677999,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 28,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_80,80,NORTHPORT,K,NaN,numerical_continuation_reference,0.952721175,0.952721175,0.952721175,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 29,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
S1_OPF_SOLVED_REFERENCE,BUS_82,82,AK-3,J,NaN,numerical_continuation_reference,0.997173511,0.997173511,0.997173511,0,not_encoded,available_in_source_snapshot,npcc_ny_lite_s1_acopf_feasible_uncalibrated,S1 ACOPF result saved with opf.use_vg = 0; generator rows 30,S1 build,high numerical; low physical,retained_generator_or_aggregate_proxy,same retained bus number,MATPOWER VG is a local field; remote regulated-bus assignment is not encoded.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_37,37,NEW SEATHED,F,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 2,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_48,48,MOSES E,D,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 1,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_54,54,NIAGARA W,A,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 4,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_66,66,WATERCURE,C,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 5,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_67,67,WRHL,C,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 6,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_73,73,PLEASANT VLY,G,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 3,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_75,75,RAMAPO,G,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 7,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
SHOULDER_BOUNDARY_EQUIVALENT_REFERENCE,BUS_81,81,GOETHALS,J,NaN,boundary_equivalent_voltage_prior,1.03,1.03,1.03,0,not_encoded,available_in_source_snapshot,ny_external_interface_targets.csv,Scenario S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC target rows 8,2025 public scenario,low,external_boundary_equivalent,boundary schedule mapped directly to retained terminal,Boundary-equivalent voltage prior is separate from internal generator schedules.
