scenario_id,x_multiplier,zone_j_total_pmax_mw,zone_j_q_abs_ratio,eta,status,note,scaled_branch_count,opf_success,opf_raw_info,objective,bus_count,branch_count,gen_count,zone_j_report_count,zone_j_result_count,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,boundary_target_p_mw,boundary_target_q_mvar,zone_j_equiv_pg_mw,zone_j_equiv_qg_mvar,zone_j_equiv_pmax_mw,min_voltage,max_voltage,at_vmax_count,at_vmin_count,rate_a_overload_count,max_rate_a_overload_mva,max_added_branch_loading_pct,total_east_proxy_flow_mw,upny_coned_flow_mw,millwood_south_flow_mw,dunwoodie_south_flow_mw,coned_lipa_total_flow_mw
S1_2025_SUMMER_PEAK_PUBLIC,0.25,0,0,1,ok,,12,0,0,258538.914797682,49,81,31,0,0,10902.2197987,1716.5,9565.23681930655,5903.60584205687,-1107.98572581365,-853.365467632651,0,0,0,0.9,1.1,18,1,0,0,75.3815414638519,3116.80463395842,2361.76718935326,2079.15558076443,3283.55645897815,1273.09145038271
S2_2025_WINTER_PEAK_PUBLIC,0.25,0,0,1,ok,,12,0,0,261937.042673698,49,81,31,0,0,10902.2197987,1716.5,10206.4616565836,5550.6127228426,-1107.98572581365,-853.365467632651,0,0,0,0.900139894480206,1.09998870350581,0,0,0,0,77.785313000217,3096.85534712956,2457.29627469495,2267.50112753263,2739.06710788243,846.762298626739
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,0,0,1,ok,,12,0,0,258378.399904629,49,81,31,0,0,10902.2197987,1716.5,9838.33846534741,5871.94616885754,-1107.98572581365,-853.365467632651,0,0,0,0.9,1.1,17,1,0,0,75.7165338639214,3216.62437495548,2790.66570054421,2526.45926166074,3720.19690813014,653.241330999394
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,0,0,1,ok,,12,0,0,258385.216141627,49,81,31,0,0,10902.2197987,1716.5,9454.0034770109,5898.92802994943,-1107.98572581365,-853.365467632651,0,0,0,0.9,1.1,17,1,0,0,75.3818369721551,3143.3259762851,2391.29055768157,2105.2628652635,3391.65636397156,1305.65308691983
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,0,0,1,ok,,12,0,0,258660.518255643,49,81,31,0,0,10902.2197987,1716.5,9468.46112436688,5923.65253227136,-1107.98572581365,-853.365467632651,0,0,0,0.9,1.1,18,1,0,0,75.3534856706892,3077.95737938752,2370.00381752445,2103.89915260094,3415.59381916894,1268.1569003338
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,0,0,1,ok,,12,0,0,259495.298612014,49,81,31,0,0,10902.2197987,1716.5,9968.08217252145,5273.74773888514,-1107.98572581365,-853.365467632651,0,0,0,0.900057996360402,1.09993460683343,0,0,0,0,75.8193768585591,3228.16291120189,2655.89702320534,2489.75712738994,2308.91588174995,771.525604090392
S1_2025_SUMMER_PEAK_PUBLIC,0.25,3000,0,1,ok,,12,1,1,750871.152592089,49,81,34,3,3,10902.2197987,1716.5,11479.6829433329,5919.82714008313,-1107.98572581365,-853.365467632651,1947.82791225871,0,3000,0.9,1.1,17,1,0,0,75.209513884776,3091.38094210356,2338.27393380031,2056.49758049852,1428.68192644299,1272.58173007793
S2_2025_WINTER_PEAK_PUBLIC,0.25,3000,0,1,ok,,12,1,1,611138.588438816,49,81,34,3,3,10902.2197987,1716.5,11573.7617979244,6235.46385347615,-1107.98572581365,-853.365467632651,1433.44496930674,0,3000,0.9,1.1,17,1,0,0,73.8632644175191,2967.11244759622,2274.87837333208,1971.78032115633,1565.55707454379,889.504483850061
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,3000,0,1,ok,,12,1,1,668484.984262067,49,81,34,3,3,10902.2197987,1716.5,11445.1538258062,5811.50383001453,-1107.98572581365,-853.365467632651,1648.33048139717,0,3000,0.9,1.1,17,1,0,0,76.0287060239293,3193.43075058083,2769.78058888987,2506.60559413749,2148.9149532275,652.937145131683
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,3000,0,1,ok,,12,1,1,779839.925400337,49,81,34,3,3,10902.2197987,1716.5,11469.4916945451,5868.97924541696,-1107.98572581365,-853.365467632651,2053.08817795989,0,3000,0.9,1.1,17,1,0,0,75.5153106026968,3119.90242415664,2369.93497627433,2084.78584871132,1436.37594796221,1305.10587174981
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,3000,0,1,ok,,12,1,1,778467.7754565,49,81,34,3,3,10902.2197987,1716.5,11485.6236747223,5951.3717887022,-1107.98572581365,-853.365467632651,2047.83232602653,0,3000,0.9,1.1,17,1,0,0,74.9528654912908,3052.09130594921,2345.87286908826,2080.53804490047,1465.19297791108,1267.62658742803
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,3000,0,1,ok,,12,1,1,635834.760045057,49,81,34,3,3,10902.2197987,1716.5,11485.8254375474,5957.39921130516,-1107.98572581365,-853.365467632651,1525.70878022832,0,3000,0.9,1.1,17,1,0,0,75.1475389793373,3108.15053486367,2409.25203786695,2152.84410407232,1711.10443691619,1015.65410863556
S1_2025_SUMMER_PEAK_PUBLIC,0.25,3500,0,1,ok,,12,1,1,750871.152592091,49,81,34,3,3,10902.2197987,1716.5,11479.6829433362,5919.82714008327,-1107.98572581365,-853.365467632651,1947.82791225871,0,3500,0.9,1.1,17,1,0,0,75.2095138847763,3091.38094210356,2338.2739338003,2056.49758049851,1428.68192644299,1272.58173007793
S2_2025_WINTER_PEAK_PUBLIC,0.25,3500,0,1,ok,,12,1,1,611138.588439171,49,81,34,3,3,10902.2197987,1716.5,11573.7617976828,6235.46385328436,-1107.98572581365,-853.365467632651,1433.44496930806,0,3500,0.9,1.1,17,1,0,0,73.8632644173428,2967.11244759523,2274.87837333097,1971.78032115518,1565.55707454257,889.504483850047
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,3500,0,1,ok,,12,1,1,668484.98426207,49,81,34,3,3,10902.2197987,1716.5,11445.1538258072,5811.50383001449,-1107.98572581365,-853.365467632651,1648.33048139718,0,3500,0.9,1.1,17,1,0,0,76.0287060239294,3193.43075058082,2769.78058888986,2506.60559413748,2148.91495322749,652.937145131683
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,3500,0,1,ok,,12,1,1,779839.925400335,49,81,34,3,3,10902.2197987,1716.5,11469.4916946246,5868.97924542726,-1107.98572581365,-853.365467632651,2053.08817795988,0,3500,0.9,1.1,17,1,0,0,75.5153106026884,3119.90242415667,2369.93497627434,2084.78584871134,1436.37594796222,1305.10587174981
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,3500,0,1,ok,,12,1,1,778467.775456501,49,81,34,3,3,10902.2197987,1716.5,11485.623674728,5951.37178870256,-1107.98572581365,-853.365467632651,2047.83232602654,0,3500,0.9,1.1,17,1,0,0,74.9528654912908,3052.09130594921,2345.87286908826,2080.53804490047,1465.19297791108,1267.62658742803
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,3500,0,1,ok,,12,1,1,635834.760043667,49,81,34,3,3,10902.2197987,1716.5,11485.8254359792,5957.39921446087,-1107.98572581365,-853.365467632651,1525.70878022267,0,3500,0.9,1.1,17,1,0,0,75.147538976544,3108.15053487454,2409.25203787401,2152.84410407783,1711.10443692186,1015.65410863564
S1_2025_SUMMER_PEAK_PUBLIC,0.25,4000,0,1,ok,,12,1,1,750871.152592093,49,81,34,3,3,10902.2197987,1716.5,11479.6829433372,5919.8271400831,-1107.98572581365,-853.365467632651,1947.82791225872,0,4000,0.9,1.1,17,1,0,0,75.2095138847767,3091.38094210355,2338.2739338003,2056.49758049851,1428.68192644299,1272.58173007793
S2_2025_WINTER_PEAK_PUBLIC,0.25,4000,0,1,ok,,12,1,1,611138.588430883,49,81,34,3,3,10902.2197987,1716.5,11573.761802385,6235.46386137389,-1107.98572581365,-853.365467632651,1433.44496927726,0,4000,0.9,1.1,17,1,0,0,73.8632644255732,2967.11244761051,2274.8783733544,1971.78032118157,1565.5570745725,889.504483850372
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0.25,4000,0,1,ok,,12,1,1,668484.984262072,49,81,34,3,3,10902.2197987,1716.5,11445.1538258062,5811.50383001409,-1107.98572581365,-853.365467632651,1648.33048139719,0,4000,0.9,1.1,17,1,0,0,76.0287060239297,3193.43075058082,2769.78058888985,2506.60559413748,2148.91495322749,652.937145131682
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,0.25,4000,0,1,ok,,12,1,1,779839.925400337,49,81,34,3,3,10902.2197987,1716.5,11469.4916946264,5868.97924542728,-1107.98572581365,-853.365467632651,2053.08817795988,0,4000,0.9,1.1,17,1,0,0,75.5153106026886,3119.90242415666,2369.93497627434,2084.78584871133,1436.37594796222,1305.10587174981
S5_2025_HIGH_TOTAL_EAST_PUBLIC,0.25,4000,0,1,ok,,12,1,1,778467.775456504,49,81,34,3,3,10902.2197987,1716.5,11485.6236747279,5951.37178870225,-1107.98572581365,-853.365467632651,2047.83232602655,0,4000,0.9,1.1,17,1,0,0,74.9528654912913,3052.0913059492,2345.87286908825,2080.53804490046,1465.19297791107,1267.62658742803
S6_2025_LOW_TOTAL_EAST_PUBLIC,0.25,4000,0,1,ok,,12,1,1,635834.760043328,49,81,34,3,3,10902.2197987,1716.5,11485.8254350435,5957.39921427337,-1107.98572581365,-853.365467632651,1525.70878022164,0,4000,0.9,1.1,17,1,0,0,75.1475389764909,3108.15053487565,2409.25203787499,2152.84410407873,1711.10443692288,1015.65410863565
