model_bus,zone,pd_gross_mw,qd_gross_mvar,p_boundary_mw,q_boundary_mvar,pd_effective_mw,qd_effective_mvar,gs_mw,bs_mvar
20840,K,30.61,0,0,0,30.61,0,0,12.71
20841,K,13.91,0,0,0,13.91,0,0,0
20842,K,146.3,0,0,0,146.3,0,0,0
20843,K,34.78,0,0,0,34.78,0,0,0
20844,K,36.84,0,0,0,36.84,0,0,0
20845,K,36.17,0,0,0,36.17,0,0,0
20846,K,29.22,0,0,0,29.22,0,0,0
20847,G,0,0,0,0,0,0,0,0
20848,G,0,0,0,0,0,0,0,0
20849,G,18.36,0,0,0,18.36,0,0,0
20850,G,18.36,0,0,0,18.36,0,0,0
20851,G,13.31,0,0,0,13.31,0,0,0
20852,G,18.36,0,0,0,18.36,0,0,0
20853,G,18.36,0,0,0,18.36,0,0,0
20854,G,18.36,0,0,0,18.36,0,0,0
20855,G,6.97,0,0,0,6.97,0,0,0
20856,G,12.67,0,0,0,12.67,0,0,0
20857,G,18.36,0,0,0,18.36,0,0,0
20858,G,0,0,0,0,0,0,0,0
20859,G,18.36,0,0,0,18.36,0,0,0
20860,G,27.55,0,0,0,27.55,0,0,0
20861,G,21.85,0,0,0,21.85,0,0,23.96
20862,G,18.36,0,0,0,18.36,0,0,0
20863,F,3.42,0,0,0,3.42,0,0,0
20864,F,10.27,0,0,0,10.27,0,0,0
20865,F,10.27,0,0,0,10.27,0,0,0
20866,F,10.27,0,0,0,10.27,0,0,0
20867,F,10.27,0,0,0,10.27,0,0,0
20868,F,10.27,0,0,0,10.27,0,0,0
20869,F,10.27,0,0,0,10.27,0,0,0
20870,F,10.27,0,0,0,10.27,0,0,0
20871,F,10.27,0,0,0,10.27,0,0,0
20872,F,10.27,0,0,0,10.27,0,0,0
20873,F,6.84,0,0,0,6.84,0,0,0
20874,F,6.84,0,0,0,6.84,0,0,0
20875,F,6.84,0,0,0,6.84,0,0,0
20897,H,0,0,0,0,0,0,0,0
20898,H,0,0,0,0,0,0,0,0
20899,G,0,0,0,0,0,0,0,0
20900,H,0,0,0,0,0,0,0,0
20901,G,27.55,0,0,0,27.55,0,0,0
20902,G,0,0,0,0,0,0,0,0
20903,H,187.41,0,0,0,187.41,0,0,0
20904,H,140.55,0,0,0,140.55,0,0,0
20905,H,93.7,0,0,0,93.7,0,0,0
20906,G,18.36,0,0,0,18.36,0,0,0
20909,E,6.23,0,0,0,6.23,0,0,0
20910,E,6.23,0,0,0,6.23,0,0,0
20911,E,6.23,0,0,0,6.23,0,0,0
20912,E,6.23,0,0,0,6.23,0,0,0
20913,E,6.23,0,0,0,6.23,0,0,0
20914,E,6.23,0,0,0,6.23,0,0,0
20915,E,6.23,0,0,0,6.23,0,0,0
20916,E,8.31,0,0,0,8.31,0,0,0
20917,E,6.23,0,0,0,6.23,0,0,0
20918,E,6.23,0,0,0,6.23,0,0,0
20919,E,6.23,0,0,0,6.23,0,0,0
20920,E,6.23,0,0,0,6.23,0,0,0
20921,E,6.23,0,0,0,6.23,0,0,0
20988,D,14.81,0,0,0,14.81,0,0,0
20989,D,14.81,0,0,0,14.81,0,0,0
20990,F,10.27,0,0,0,10.27,0,0,0
20991,F,10.27,0,0,0,10.27,0,0,0
20992,F,10.27,0,0,0,10.27,0,0,0
20993,D,0,0,0,0,0,0,0,0
20994,K,27.82,0,0,0,27.82,0,0,0
20995,K,41.74,0,0,0,41.74,0,0,0
20996,K,34.78,0,0,0,34.78,0,0,0
20997,K,40.34,-5.14,0,0,40.34,-5.14,0,0
20998,K,13.91,0,0,0,13.91,0,0,0
20999,K,20.87,0,0,0,20.87,0,0,40
21001,E,6.23,0,0,0,6.23,0,0,0
21002,E,4.94,0,0,0,4.94,0,0,0
21003,E,6.23,0,0,0,6.23,0,0,0
21004,E,6.23,0,0,0,6.23,0,0,0
21005,E,6.23,0,0,0,6.23,0,0,0
21006,E,6.23,0,0,0,6.23,0,0,0
21007,E,6.23,0,0,0,6.23,0,0,0
21008,E,6.23,0,0,0,6.23,0,0,0
21009,E,6.23,0,0,0,6.23,0,0,0
21010,E,6.23,0,0,0,6.23,0,0,0
21011,E,6.23,0,0,0,6.23,0,0,0
21012,E,6.23,0,0,0,6.23,0,0,0
21013,E,6.23,0,0,0,6.23,0,0,0
21014,E,6.23,0,0,0,6.23,0,0,0
21015,E,6.23,0,0,0,6.23,0,0,0
21016,E,6.23,0,0,0,6.23,0,0,0
21017,E,6.23,0,0,0,6.23,0,0,0
21018,E,6.23,0,0,0,6.23,0,0,0
21019,E,5.73,0,0,0,5.73,0,0,0
21020,E,6.23,0,0,0,6.23,0,0,0
21021,E,6.23,0,0,0,6.23,0,0,0
21022,E,6.23,0,0,0,6.23,0,0,0
21023,E,6.23,0,0,0,6.23,0,0,0
21024,E,6.23,0,0,0,6.23,0,0,0
21025,E,6.23,0,0,0,6.23,0,0,0
21026,E,6.23,0,0,0,6.23,0,0,0
21027,E,6.23,0,0,0,6.23,0,0,0
21028,E,6.23,0,0,0,6.23,0,0,0
21029,E,6.23,0,0,0,6.23,0,0,0
21030,E,6.23,0,0,0,6.23,0,0,0
21031,E,6.23,0,0,0,6.23,0,0,0
21032,E,6.23,0,0,0,6.23,0,0,0
21033,E,6.23,0,0,0,6.23,0,0,0
21034,E,6.23,0,0,0,6.23,0,0,0
21035,E,6.23,0,0,0,6.23,0,0,0
21036,E,6.23,0,0,0,6.23,0,0,0
21037,E,6.23,0,0,0,6.23,0,0,0
21038,E,6.23,0,0,0,6.23,0,0,0
21039,E,6.23,0,0,0,6.23,0,0,0
21040,E,6.23,0,0,0,6.23,0,0,0
21041,E,6.23,0,0,0,6.23,0,0,0
21042,E,6.23,0,0,0,6.23,0,0,0
21043,E,6.23,0,0,0,6.23,0,0,0
21044,E,6.23,0,0,0,6.23,0,0,0
21045,E,6.23,0,0,0,6.23,0,0,0
21046,E,6.23,0,0,0,6.23,0,0,0
21047,E,6.23,0,0,0,6.23,0,0,0
21048,E,6.23,0,0,0,6.23,0,0,0
21049,E,6.23,0,0,0,6.23,0,0,0
21050,E,6.23,0,0,0,6.23,0,0,0
21051,E,6.23,0,0,0,6.23,0,0,0
21052,E,6.23,0,0,0,6.23,0,0,0
21053,E,6.23,0,0,0,6.23,0,0,0
21054,E,6.23,0,0,0,6.23,0,0,0
21055,E,6.23,0,0,0,6.23,0,0,0
21129,J,0,0,0,0,0,0,0,0
21130,J,0,0,0,0,0,0,0,0
21131,J,363.64,0,0,0,363.64,0,0,0
21132,J,0,0,199.620998,264.187342323382,-199.620998,-264.187342323382,0,0
21133,J,545.47,0,0,0,545.47,0,0,0
21134,J,0,0,0,0,0,0,0,0
21135,J,363.64,0,0,0,363.64,0,0,0
21136,J,0,0,100,317.053991153852,-100,-317.053991153852,0,0
21137,K,46.91,0,0,0,46.91,0,0,0
21138,K,20.87,0,0,0,20.87,0,0,19.19
21139,K,50.95,0,0,0,50.95,0,0,0
21140,K,35.31,0,0,0,35.31,0,0,0
21141,K,46.91,0,0,0,46.91,0,0,0
21142,K,22.26,0,0,0,22.26,0,0,0
21143,K,84.22,0,0,0,84.22,0,0,0
21144,K,49.75,0,0,0,49.75,0,0,0
21145,K,6.96,0,0,0,6.96,0,0,0
21146,K,20.87,0,0,0,20.87,0,0,0
21147,K,31.27,0,0,0,31.27,0,0,0
21148,K,62.55,0,234.99999,364.803901283246,-172.44999,-364.803901283246,0,0
21149,K,35.31,0,0,0,35.31,0,0,0
21150,K,24.18,0,0,0,24.18,0,0,0
21151,K,13.91,0,0,0,13.91,0,0,0
21152,K,6.96,0,0,0,6.96,0,0,0
21153,K,13.91,0,0,0,13.91,0,0,0
21154,K,15.64,0,0,0,15.64,0,0,0
21155,K,27.82,0,0,0,27.82,0,0,0
21156,K,27.82,0,0,0,27.82,0,0,0
21157,K,50.95,0,0,0,50.95,0,0,0
21158,K,20.87,0,0,0,20.87,0,0,0
21159,K,13.91,0,0,0,13.91,0,0,0
21160,K,226.24,0,0,0,226.24,0,0,204.33
21161,K,13.91,0,0,0,13.91,0,0,19.64
21162,K,13.91,0,0,0,13.91,0,0,0
21163,K,15.3,0,0,0,15.3,0,0,0
21164,K,100.08,0,0,0,100.08,0,0,0
21165,K,97.86,0,0,0,97.86,0,0,0
21166,K,151.22,0,0,0,151.22,0,0,0
21167,K,6.96,0,0,0,6.96,0,0,0
21168,K,20.87,0,0,0,20.87,0,0,0
21169,K,6.96,0,0,0,6.96,0,0,0
21170,K,19.67,0,0,0,19.67,0,0,0
21193,E,4.94,0,0,0,4.94,0,0,0
21194,E,6.23,0,0,0,6.23,0,0,0
21195,E,6.23,0,0,0,6.23,0,0,0
21196,E,6.23,0,0,0,6.23,0,0,0
21197,E,6.23,0,0,0,6.23,0,0,0
21198,E,6.23,0,0,0,6.23,0,0,0
21199,E,6.23,0,0,0,6.23,0,0,0
21200,E,6.23,0,0,0,6.23,0,0,0
21201,E,6.23,0,0,0,6.23,0,0,0
21202,E,6.23,0,0,0,6.23,0,0,0
21203,E,6.23,0,0,0,6.23,0,0,0
21204,F,4.62,0,0,0,4.62,0,0,10.5
21205,E,6.23,0,0,0,6.23,0,0,0
21206,E,6.23,0,0,0,6.23,0,0,0
21207,E,6.23,0,0,0,6.23,0,0,0
21208,F,10.27,0,0,0,10.27,0,0,0
21209,E,4.15,0,0,0,4.15,0,0,0
21210,G,12.39,0,0,0,12.39,0,0,0
21211,G,27.55,0,0,0,27.55,0,0,0
21212,G,27.55,0,0,0,27.55,0,0,0
21213,F,6.84,0,0,0,6.84,0,0,0
21214,F,10.27,0,0,0,10.27,0,0,0
21215,E,4.15,0,0,0,4.15,0,0,0
21216,E,6.23,0,0,0,6.23,0,0,0
21217,E,6.23,0,0,0,6.23,0,0,0
21220,E,0,0,0,0,0,0,0,0
21221,E,0,0,0,0,0,0,0,0
21222,E,0,0,0,0,0,0,0,0
21223,E,4.7,0,0,0,4.7,0,0,0
21224,G,8.26,0,0,0,8.26,0,0,0
21225,G,13.31,0,0,0,13.31,0,0,0
21226,G,8.26,0,0,0,8.26,0,0,0
21227,F,0,0,0,0,0,0,0,0
21228,E,0,0,0,0,0,0,0,0
21229,E,4.15,0,0,0,4.15,0,0,0
21230,E,0,0,0,0,0,0,0,0
21231,E,0,0,750,57.1638695248684,-750,-57.1638695248684,0,0
21232,E,0,0,0,0,0,0,0,0
21233,E,0,0,0,0,0,0,0,0
21255,E,4.15,0,0,0,4.15,0,0,0
21263,E,0,0,0,0,0,0,0,0
21285,E,6.23,0,0,0,6.23,0,0,0
21286,E,2.08,0,0,0,2.08,0,0,0
21287,E,6.23,0,0,0,6.23,0,0,0
21288,E,4.15,0,0,0,4.15,0,0,0
21291,E,2.08,0,0,0,2.08,0,0,0
21304,E,6.23,0,0,0,6.23,0,0,0
21305,E,2.08,0,0,0,2.08,0,0,0
21306,E,4.15,0,0,0,4.15,0,0,0
21351,F,10.27,0,0,0,10.27,0,0,0
21352,F,10.27,0,0,0,10.27,0,0,0
21353,E,2.08,0,0,0,2.08,0,0,0
21354,E,2.08,0,0,0,2.08,0,0,0
21356,G,0,0,0,0,0,0,0,0
21360,K,13.91,0,0,0,13.91,0,0,0
21361,F,6.84,0,0,0,6.84,0,0,0
21362,F,13.69,0,0,0,13.69,0,0,0
21392,F,8.62,0,0,0,8.62,0,0,0
21393,F,10.27,0,0,0,10.27,0,0,0
21394,E,6.23,0,0,0,6.23,0,0,0
21395,E,6.23,0,0,0,6.23,0,0,0
21396,E,6.23,0,0,0,6.23,0,0,0
21401,G,46.01,0,0,0,46.01,0,0,0
21411,F,10.27,0,0,0,10.27,0,0,0
21412,F,10.27,0,0,0,10.27,0,0,0
21418,F,10.27,0,0,0,10.27,0,0,0
21419,G,12.39,0,0,0,12.39,0,0,0
21420,F,3.42,0,0,0,3.42,0,0,0
21423,G,4.13,0,0,0,4.13,0,0,0
21441,F,3.42,0,0,0,3.42,0,0,0
21442,F,6.84,0,0,0,6.84,0,0,0
21443,F,10.27,0,0,0,10.27,0,0,0
21444,F,10.27,0,0,0,10.27,0,0,0
21453,E,6.23,0,0,0,6.23,0,0,0
21454,E,2.08,0,0,0,2.08,0,0,0
21455,F,3.08,0,0,0,3.08,0,0,0
21456,J,454.55,0,0,0,454.55,0,0,0
21457,J,454.55,0,0,0,454.55,0,0,0
21463,E,6.23,0,0,0,6.23,0,0,0
21464,E,6.23,0,0,0,6.23,0,0,0
21467,K,58.43,0,0,0,58.43,0,0,0
21468,J,308.81,0,0,0,308.81,0,0,0
21480,F,2.43,0,0,0,2.43,0,0,0
21481,E,1.48,0,0,0,1.48,0,0,0
21482,G,14.78,0,0,0,14.78,0,0,0
21483,G,6.52,0,0,0,6.52,0,0,0
21484,G,6.52,0,0,0,6.52,0,0,23.06
21485,F,2.43,0,0,0,2.43,0,0,0
21486,G,8.92,0,0,0,8.92,0,0,0
21487,G,67.13,0,0,0,67.13,0,0,0
21488,G,14.78,0,0,0,14.78,0,0,0
21489,K,65.39,0,0,0,65.39,0,0,0
21490,K,26.29,0,0,0,26.29,0,0,0
21491,K,10.99,0,0,0,10.99,0,0,0
21492,K,34.78,0,0,0,34.78,0,0,0
21493,J,1045.96,0,0,0,1045.96,0,0,0
21494,K,48.69,0,0,0,48.69,0,0,0
21495,K,33.39,0,0,0,33.39,0,0,0
21496,K,105.68,0,0,0,105.68,0,0,0
21497,K,27.82,0,0,0,27.82,0,0,0
21498,K,25.32,0,0,0,25.32,0,0,0
21499,K,0,0,0,0,0,0,0,0
21500,I,135.32,0,0,0,135.32,0,0,0
21501,I,552.02,0,0,0,552.02,0,0,0
21502,I,617.23,0,0,0,617.23,0,0,0
21503,J,108.38,0,0,0,108.38,0,0,0
21504,K,32.55,0,0,0,32.55,0,0,0
21505,K,17.95,0,0,0,17.95,0,0,0
21506,J,242.64,0,0,0,242.64,0,0,0
21507,F,33.07,0,0,0,33.07,0,0,0
21508,F,15.96,0,0,0,15.96,0,0,0
21509,G,17.17,0,0,0,17.17,0,0,0
21510,G,26.92,0,0,0,26.92,0,0,0
21511,G,6.52,0,0,0,6.52,0,0,0
21512,G,11.06,0,0,0,11.06,0,0,0
21513,F,21.36,0,0,0,21.36,0,0,0
21514,G,24.56,0,0,0,24.56,0,0,0
21515,E,5.53,0,0,0,5.53,0,0,0
21516,G,18.1,0,0,0,18.1,0,0,0
21517,G,26.92,0,0,0,26.92,0,0,0
21518,G,16.98,0,0,0,16.98,0,0,0
21519,G,0,0,0,0,0,0,0,0
21520,F,33.98,0,0,0,33.98,0,0,0
21521,F,0,0,0,0,0,0,0,0
21522,K,19.48,0,0,0,19.48,0,0,0
21523,K,20.87,0,0,0,20.87,0,0,0
21524,G,17.74,0,0,0,17.74,0,0,0
21525,H,76.85,0,0,0,76.85,0,0,0
21526,G,50.67,0,0,0,50.67,0,0,0
21527,D,90.03,0,0,0,90.03,0,0,0
21528,J,0,0,149.772,-54.7759814615522,-149.772,54.7759814615522,0,0
21529,J,969.93,0,0,0,969.93,0,0,0
21530,J,408.29,0,0,0,408.29,0,0,0
21531,J,0,0,0,0,0,0,0,0
21532,J,570.05,0,0,0,570.05,0,0,0
21533,K,10.99,0,0,0,10.99,0,0,0
21534,K,10.99,0,0,0,10.99,0,0,0
21535,K,10.99,0,0,0,10.99,0,0,0
21536,K,10.99,0,0,0,10.99,0,0,0
21537,K,13.77,0,0,0,13.77,0,0,0
21538,K,188.65,0,0,0,188.65,0,0,0
21539,K,48,0,0,0,48,0,0,83.53
21540,K,10.99,0,0,0,10.99,0,0,0
21541,K,21.98,0,0,0,21.98,0,0,0
21542,K,10.99,0,0,0,10.99,0,0,0
21543,E,8.17,0,0,0,8.17,0,0,0
21544,E,1.48,0,0,0,1.48,0,0,0
21545,E,3.51,0,0,0,3.51,0,0,0
21546,E,15.92,0,200,-27.7883332204675,-184.08,27.7883332204675,0,0
21547,E,0,0,0,0,0,0,0,0
21548,E,20.93,0,0,0,20.93,0,0,0
21549,E,0,0,0,0,0,0,0,0
21567,E,0,0,0,0,0,0,0,0
21574,G,15.01,0,0,0,15.01,0,0,0
