hour_index,timestamp,max_internal_branch_error_mw,max_interface_error_mw,max_angle_error_deg,max_native_solved_pg_error_mw,max_nodal_residual_mw,passed
29,2019-01-02T04:00:00,4.774847184307873e-12,6.821210263296962e-12,1.9895196601282805e-13,3.069544618483633e-12,7.673861546209082e-12,True
30,2019-01-02T05:00:00,3.751665644813329e-12,4.774847184307873e-12,1.5631940186722204e-13,2.2737367544323206e-12,4.348521542851813e-12,True
31,2019-01-02T06:00:00,4.547473508864641e-12,7.958078640513122e-12,2.1316282072803006e-13,2.5011104298755527e-12,1.0032863428932615e-11,True
32,2019-01-02T07:00:00,5.314859663485549e-12,6.934897101018578e-12,1.9895196601282805e-13,2.0463630789890885e-12,6.679101716144942e-12,True
33,2019-01-02T08:00:00,4.945377440890297e-12,8.412825991399586e-12,1.9895196601282805e-13,2.7284841053187847e-12,8.498091119690798e-12,True
34,2019-01-02T09:00:00,6.764366844436154e-12,8.640199666842818e-12,3.268496584496461e-13,5.4569682106375694e-12,8.213874025386758e-12,True
35,2019-01-02T10:00:00,6.366462912410498e-12,6.821210263296962e-12,3.126388037344441e-13,7.503331289626658e-12,1.2192913345643319e-11,True
36,2019-01-02T11:00:00,6.650680006714538e-12,1.0231815394945443e-11,2.984279490192421e-13,5.343281372915953e-12,1.1141310096718371e-11,True
37,2019-01-02T12:00:00,4.433786671143025e-12,7.275957614183426e-12,1.7053025658242404e-13,1.3642420526593924e-12,1.233502189279534e-11,True
38,2019-01-02T13:00:00,7.503331289626658e-12,1.2278178473934531e-11,3.126388037344441e-13,5.002220859751105e-12,1.028865881380625e-11,True
39,2019-01-02T14:00:00,7.901235221652314e-12,9.549694368615746e-12,2.8421709430404007e-13,4.774847184307873e-12,1.0373923942097463e-11,True
40,2019-01-02T15:00:00,7.44648787076585e-12,6.821210263296962e-12,2.2737367544323206e-13,3.183231456205249e-12,1.2676082405960187e-11,True
41,2019-01-02T16:00:00,5.229594535194337e-12,9.322320693172514e-12,2.1316282072803006e-13,5.9117155615240335e-12,6.565414878423326e-12,True
42,2019-01-02T17:00:00,4.547473508864641e-12,5.6843418860808015e-12,1.5631940186722204e-13,6.821210263296962e-13,1.0629719326971099e-11,True
43,2019-01-02T18:00:00,6.30961949354969e-12,6.139089236967266e-12,1.9895196601282805e-13,2.5011104298755527e-12,7.759126674500294e-12,True
44,2019-01-02T19:00:00,8.128608897095546e-12,1.2960299500264227e-11,3.410605131648481e-13,5.002220859751105e-12,6.821210263296962e-12,True
45,2019-01-02T20:00:00,5.9117155615240335e-12,6.366462912410498e-12,1.2789769243681803e-13,1.3642420526593924e-12,1.1596057447604835e-11,True
46,2019-01-02T21:00:00,5.6843418860808015e-12,1.1141310096718371e-11,3.410605131648481e-13,3.979039320256561e-12,1.0373923942097463e-11,True
47,2019-01-02T22:00:00,5.115907697472721e-12,6.139089236967266e-12,1.8474111129762605e-13,1.2505552149377763e-12,9.180212146020494e-12,True
48,2019-01-02T23:00:00,6.338041202980094e-12,7.275957614183426e-12,2.2737367544323206e-13,4.320099833421409e-12,6.87805368215777e-12,True
49,2019-01-03T00:00:00,6.87805368215777e-12,7.275957614183426e-12,2.4158453015843406e-13,4.092726157978177e-12,8.29913915367797e-12,True
50,2019-01-03T01:00:00,6.87805368215777e-12,7.73070496506989e-12,2.2737367544323206e-13,1.8189894035458565e-12,8.554934538551606e-12,True
51,2019-01-03T02:00:00,6.536993168992922e-12,8.412825991399586e-12,2.4158453015843406e-13,3.410605131648481e-12,7.30437932361383e-12,True
52,2019-01-03T03:00:00,6.423306331271306e-12,7.048583938740194e-12,2.2737367544323206e-13,2.9558577807620168e-12,1.1567635738174431e-11,True
53,2019-01-03T04:00:00,5.4569682106375694e-12,6.821210263296962e-12,2.2737367544323206e-13,4.092726157978177e-12,7.58859641791787e-12,True
54,2019-01-03T05:00:00,6.87805368215777e-12,4.888534022029489e-12,2.1316282072803006e-13,4.547473508864641e-12,8.242295734817162e-12,True
55,2019-01-03T06:00:00,5.8548721426632255e-12,5.229594535194337e-12,1.8474111129762605e-13,3.865352482534945e-12,9.549694368615746e-12,True
56,2019-01-03T07:00:00,6.764366844436154e-12,8.86757334228605e-12,3.268496584496461e-13,7.503331289626658e-12,1.2562395568238571e-11,True
57,2019-01-03T08:00:00,7.44648787076585e-12,1.2960299500264227e-11,2.4158453015843406e-13,6.821210263296962e-13,9.43600753089413e-12,True
58,2019-01-03T09:00:00,9.00968188943807e-12,1.1482370609883219e-11,3.552713678800501e-13,9.094947017729282e-12,1.0459189070388675e-11,True
59,2019-01-03T10:00:00,4.433786671143025e-12,4.774847184307873e-12,1.7053025658242404e-13,3.637978807091713e-12,8.839151632855646e-12,True
60,2019-01-03T11:00:00,5.9117155615240335e-12,8.185452315956354e-12,2.2737367544323206e-13,2.0463630789890885e-12,1.1084466677857563e-11,True
61,2019-01-03T12:00:00,9.29389898374211e-12,1.1823431123048067e-11,3.552713678800501e-13,8.29913915367797e-12,7.503331289626658e-12,True
62,2019-01-03T13:00:00,7.389644451905042e-12,9.322320693172514e-12,3.836930773104541e-13,1.0231815394945443e-11,1.1766587704187259e-11,True
63,2019-01-03T14:00:00,7.275957614183426e-12,1.1596057447604835e-11,3.268496584496461e-13,7.275957614183426e-12,1.304556462855544e-11,True
64,2019-01-03T15:00:00,7.73070496506989e-12,1.3642420526593924e-11,3.979039320256561e-13,8.640199666842818e-12,9.464429240324534e-12,True
65,2019-01-03T16:00:00,7.048583938740194e-12,1.000444171950221e-11,2.5579538487363607e-13,5.229594535194337e-12,1.0373923942097463e-11,True
66,2019-01-03T17:00:00,7.048583938740194e-12,1.0913936421275139e-11,3.126388037344441e-13,5.4569682106375694e-12,6.991740519879386e-12,True
67,2019-01-03T18:00:00,6.252776074688882e-12,6.821210263296962e-12,2.1316282072803006e-13,6.139089236967266e-12,8.753886504564434e-12,True
68,2019-01-03T19:00:00,5.9117155615240335e-12,7.275957614183426e-12,2.1316282072803006e-13,3.751665644813329e-12,1.1624479157035239e-11,True
69,2019-01-03T20:00:00,7.503331289626658e-12,1.318767317570746e-11,2.4158453015843406e-13,3.296918293926865e-12,8.469669410260394e-12,True
70,2019-01-03T21:00:00,6.991740519879386e-12,9.777068044058979e-12,1.8474111129762605e-13,2.3874235921539366e-12,1.3244516594568267e-11,True
71,2019-01-03T22:00:00,6.0254023992456496e-12,7.958078640513122e-12,3.126388037344441e-13,7.73070496506989e-12,8.327560863108374e-12,True
72,2019-01-03T23:00:00,7.16227077646181e-12,9.549694368615746e-12,2.984279490192421e-13,5.7980287238024175e-12,7.901235221652314e-12,True
73,2019-01-04T00:00:00,5.8548721426632255e-12,6.59383658785373e-12,2.2737367544323206e-13,3.410605131648481e-12,6.0822458181064576e-12,True
74,2019-01-04T01:00:00,5.5706550483591855e-12,9.322320693172514e-12,2.984279490192421e-13,8.412825991399586e-12,6.87805368215777e-12,True
75,2019-01-04T02:00:00,4.774847184307873e-12,5.6843418860808015e-12,2.4158453015843406e-13,7.048583938740194e-12,7.929656931082718e-12,True
76,2019-01-04T03:00:00,5.7980287238024175e-12,6.366462912410498e-12,2.5579538487363607e-13,5.6843418860808015e-12,6.821210263296962e-12,True
77,2019-01-04T04:00:00,3.637978807091713e-12,4.661160346586257e-12,1.4210854715202004e-13,2.5011104298755527e-12,7.673861546209082e-12,True
78,2019-01-04T05:00:00,4.661160346586257e-12,7.958078640513122e-12,2.2737367544323206e-13,4.320099833421409e-12,6.23856521997368e-12,True
79,2019-01-04T06:00:00,6.934897101018578e-12,8.753886504564434e-12,2.1316282072803006e-13,2.7284841053187847e-12,1.0032863428932615e-11,True
80,2019-01-04T07:00:00,7.617018127348274e-12,9.549694368615746e-12,3.268496584496461e-13,7.958078640513122e-12,6.821210263296962e-12,True
81,2019-01-04T08:00:00,6.366462912410498e-12,8.412825991399586e-12,2.5579538487363607e-13,6.366462912410498e-12,7.44648787076585e-12,True
82,2019-01-04T09:00:00,7.503331289626658e-12,1.1823431123048067e-11,3.694822225952521e-13,9.208633855450898e-12,6.252776074688882e-12,True
83,2019-01-04T10:00:00,6.821210263296962e-12,9.777068044058979e-12,2.7000623958883807e-13,6.139089236967266e-12,7.503331289626658e-12,True
84,2019-01-04T11:00:00,6.30961949354969e-12,7.73070496506989e-12,2.5579538487363607e-13,2.9558577807620168e-12,1.0913936421275139e-11,True
85,2019-01-04T12:00:00,9.265477274311706e-12,7.958078640513122e-12,2.1316282072803006e-13,5.6843418860808015e-12,8.242295734817162e-12,True
86,2019-01-04T13:00:00,6.764366844436154e-12,8.412825991399586e-12,1.8474111129762605e-13,2.2737367544323206e-13,8.270717444247566e-12,True
87,2019-01-04T14:00:00,6.195932655828074e-12,7.048583938740194e-12,2.5579538487363607e-13,7.048583938740194e-12,1.0686562745831907e-11,True
88,2019-01-04T15:00:00,5.4569682106375694e-12,8.640199666842818e-12,2.4158453015843406e-13,1.1368683772161603e-12,6.906475391588174e-12,True
89,2019-01-04T16:00:00,5.9401372709544376e-12,8.86757334228605e-12,2.2737367544323206e-13,5.002220859751105e-12,7.275957614183426e-12,True
90,2019-01-04T17:00:00,6.934897101018578e-12,9.322320693172514e-12,2.4158453015843406e-13,5.6843418860808015e-12,8.924416761146858e-12,True
91,2019-01-04T18:00:00,8.753886504564434e-12,1.0686562745831907e-11,3.410605131648481e-13,6.366462912410498e-12,7.389644451905042e-12,True
92,2019-01-04T19:00:00,7.219114195322618e-12,9.322320693172514e-12,2.7000623958883807e-13,3.410605131648481e-12,1.1084466677857563e-11,True
93,2019-01-04T20:00:00,6.536993168992922e-12,7.958078640513122e-12,2.5579538487363607e-13,4.774847184307873e-12,1.3784529073745944e-11,True
94,2019-01-04T21:00:00,8.01492205937393e-12,1.0913936421275139e-11,3.552713678800501e-13,8.86757334228605e-12,8.01492205937393e-12,True
95,2019-01-04T22:00:00,6.87805368215777e-12,1.1823431123048067e-11,2.984279490192421e-13,5.6843418860808015e-12,8.554934538551606e-12,True
96,2019-01-04T23:00:00,5.5706550483591855e-12,9.549694368615746e-12,2.5579538487363607e-13,5.6843418860808015e-12,5.5138116294983774e-12,True
97,2019-01-05T00:00:00,5.115907697472721e-12,6.59383658785373e-12,2.1316282072803006e-13,4.320099833421409e-12,7.275957614183426e-12,True
98,2019-01-05T01:00:00,5.4569682106375694e-12,8.86757334228605e-12,2.2737367544323206e-13,3.410605131648481e-12,5.229594535194337e-12,True
99,2019-01-05T02:00:00,6.934897101018578e-12,8.640199666842818e-12,2.984279490192421e-13,5.9117155615240335e-12,1.0032863428932615e-11,True
100,2019-01-05T03:00:00,4.718003765447065e-12,8.412825991399586e-12,2.1316282072803006e-13,4.320099833421409e-12,6.622258297284134e-12,True
101,2019-01-05T04:00:00,4.888534022029489e-12,6.366462912410498e-12,1.5631940186722204e-13,1.3642420526593924e-12,4.831690603168681e-12,True
102,2019-01-05T05:00:00,5.002220859751105e-12,6.59383658785373e-12,1.9895196601282805e-13,3.183231456205249e-12,9.123368727159686e-12,True
103,2019-01-05T06:00:00,6.139089236967266e-12,1.2050804798491299e-11,2.7000623958883807e-13,5.4569682106375694e-12,5.087485988042317e-12,True
104,2019-01-05T07:00:00,6.934897101018578e-12,9.094947017729282e-12,3.126388037344441e-13,6.139089236967266e-12,7.02016222930979e-12,True
105,2019-01-05T08:00:00,6.0822458181064576e-12,8.071765478234738e-12,2.4158453015843406e-13,3.637978807091713e-12,1.0828671292983927e-11,True
106,2019-01-05T09:00:00,7.389644451905042e-12,1.0686562745831907e-11,1.8474111129762605e-13,3.183231456205249e-12,9.57811607804615e-12,True
107,2019-01-05T10:00:00,7.048583938740194e-12,7.048583938740194e-12,2.4158453015843406e-13,3.637978807091713e-12,1.1652900866465643e-11,True
108,2019-01-05T11:00:00,8.412825991399586e-12,1.318767317570746e-11,3.268496584496461e-13,4.547473508864641e-12,7.673861546209082e-12,True
109,2019-01-05T12:00:00,5.229594535194337e-12,8.185452315956354e-12,2.4158453015843406e-13,4.774847184307873e-12,6.87805368215777e-12,True
110,2019-01-05T13:00:00,7.389644451905042e-12,1.0913936421275139e-11,2.2737367544323206e-13,4.320099833421409e-12,8.981260180007666e-12,True
111,2019-01-05T14:00:00,7.389644451905042e-12,1.2278178473934531e-11,3.552713678800501e-13,5.6843418860808015e-12,5.5138116294983774e-12,True
112,2019-01-05T15:00:00,6.536993168992922e-12,1.0231815394945443e-11,3.126388037344441e-13,7.275957614183426e-12,9.549694368615746e-12,True
113,2019-01-05T16:00:00,8.412825991399586e-12,1.2050804798491299e-11,3.126388037344441e-13,5.4569682106375694e-12,1.057287590811029e-11,True
114,2019-01-05T17:00:00,5.115907697472721e-12,7.73070496506989e-12,2.1316282072803006e-13,4.774847184307873e-12,7.73070496506989e-12,True
115,2019-01-05T18:00:00,6.366462912410498e-12,1.2732925824820995e-11,2.8421709430404007e-13,6.139089236967266e-12,5.7127635955112055e-12,True
116,2019-01-05T19:00:00,7.673861546209082e-12,1.0231815394945443e-11,3.268496584496461e-13,7.048583938740194e-12,1.0061285138363019e-11,True
117,2019-01-05T20:00:00,7.503331289626658e-12,1.1823431123048067e-11,3.268496584496461e-13,3.410605131648481e-12,8.981260180007666e-12,True
118,2019-01-05T21:00:00,7.73070496506989e-12,1.0231815394945443e-11,3.979039320256561e-13,1.0345502232667059e-11,1.574562702444382e-11,True
119,2019-01-05T22:00:00,6.707523425575346e-12,9.549694368615746e-12,3.268496584496461e-13,7.958078640513122e-12,4.490630090003833e-12,True
120,2019-01-05T23:00:00,6.650680006714538e-12,1.000444171950221e-11,2.7000623958883807e-13,5.6843418860808015e-12,1.2164491636212915e-11,True
121,2019-01-06T00:00:00,8.185452315956354e-12,9.777068044058979e-12,2.984279490192421e-13,6.139089236967266e-12,8.668621376273222e-12,True
122,2019-01-06T01:00:00,6.195932655828074e-12,7.048583938740194e-12,2.5579538487363607e-13,5.4569682106375694e-12,5.4569682106375694e-12,True
123,2019-01-06T02:00:00,4.547473508864641e-12,7.048583938740194e-12,2.5579538487363607e-13,5.4569682106375694e-12,8.58335624798201e-12,True
124,2019-01-06T03:00:00,5.6843418860808015e-12,5.229594535194337e-12,1.4210854715202004e-13,2.9558577807620168e-12,1.0089706847793423e-11,True
125,2019-01-06T04:00:00,4.888534022029489e-12,5.4569682106375694e-12,1.9895196601282805e-13,3.865352482534945e-12,8.952838470577262e-12,True
126,2019-01-06T05:00:00,4.888534022029489e-12,7.275957614183426e-12,1.9895196601282805e-13,4.547473508864641e-12,5.002220859751105e-12,True
127,2019-01-06T06:00:00,5.002220859751105e-12,1.0686562745831907e-11,2.5579538487363607e-13,3.637978807091713e-12,5.3717030823463574e-12,True
128,2019-01-06T07:00:00,7.219114195322618e-12,7.958078640513122e-12,1.9895196601282805e-13,3.865352482534945e-12,5.030642569181509e-12,True
129,2019-01-06T08:00:00,3.751665644813329e-12,4.774847184307873e-12,1.5631940186722204e-13,2.9558577807620168e-12,9.890754881780595e-12,True
130,2019-01-06T09:00:00,4.320099833421409e-12,8.185452315956354e-12,1.7053025658242404e-13,3.410605131648481e-12,6.508571459562518e-12,True
131,2019-01-06T10:00:00,3.524291969370097e-12,5.4569682106375694e-12,1.4210854715202004e-13,4.547473508864641e-13,7.275957614183426e-12,True
132,2019-01-06T11:00:00,7.503331289626658e-12,8.640199666842818e-12,2.5579538487363607e-13,2.0463630789890885e-12,9.57811607804615e-12,True
133,2019-01-06T12:00:00,6.707523425575346e-12,8.412825991399586e-12,2.984279490192421e-13,4.774847184307873e-12,9.379164112033322e-12,True
134,2019-01-06T13:00:00,6.536993168992922e-12,6.59383658785373e-12,2.4158453015843406e-13,4.092726157978177e-12,9.521272659185342e-12,True
135,2019-01-06T14:00:00,5.172751116333529e-12,5.6843418860808015e-12,1.2789769243681803e-13,1.8189894035458565e-12,7.901235221652314e-12,True
136,2019-01-06T15:00:00,7.617018127348274e-12,5.002220859751105e-12,1.5631940186722204e-13,1.3642420526593924e-12,7.844391802791506e-12,True
137,2019-01-06T16:00:00,5.286437954055145e-12,5.9117155615240335e-12,1.5631940186722204e-13,0.0,1.0260237104375847e-11,True
138,2019-01-06T17:00:00,4.490630090003833e-12,5.002220859751105e-12,1.9895196601282805e-13,4.092726157978177e-12,5.5280224842135794e-12,True
139,2019-01-06T18:00:00,5.115907697472721e-12,6.139089236967266e-12,1.9895196601282805e-13,1.1368683772161603e-12,7.844391802791506e-12,True
140,2019-01-06T19:00:00,7.105427357601002e-12,6.821210263296962e-12,1.9895196601282805e-13,9.094947017729282e-13,7.077005648170598e-12,True
141,2019-01-06T20:00:00,6.252776074688882e-12,8.412825991399586e-12,2.5579538487363607e-13,4.092726157978177e-12,6.934897101018578e-12,True
142,2019-01-06T21:00:00,5.172751116333529e-12,7.503331289626658e-12,2.2737367544323206e-13,3.183231456205249e-12,6.0538241086760536e-12,True
143,2019-01-06T22:00:00,5.8548721426632255e-12,7.275957614183426e-12,2.2737367544323206e-13,2.1600499167107046e-12,7.787548383930698e-12,True
144,2019-01-06T23:00:00,6.565414878423326e-12,8.526512829121202e-12,2.5579538487363607e-13,3.296918293926865e-12,1.0828671292983927e-11,True
145,2019-01-07T00:00:00,5.229594535194337e-12,6.707523425575346e-12,1.8474111129762605e-13,1.1368683772161603e-12,8.44124770082999e-12,True
146,2019-01-07T01:00:00,5.9117155615240335e-12,6.480149750132114e-12,1.9895196601282805e-13,3.183231456205249e-12,1.028865881380625e-11,True
147,2019-01-07T02:00:00,5.002220859751105e-12,6.139089236967266e-12,1.7053025658242404e-13,1.8189894035458565e-12,5.172751116333529e-12,True
148,2019-01-07T03:00:00,3.979039320256561e-12,4.547473508864641e-12,1.7053025658242404e-13,2.7284841053187847e-12,7.986500349943526e-12,True
149,2019-01-07T04:00:00,5.115907697472721e-12,7.958078640513122e-12,2.2737367544323206e-13,4.320099833421409e-12,4.177991286269389e-12,True
150,2019-01-07T05:00:00,5.172751116333529e-12,9.094947017729282e-12,2.2737367544323206e-13,2.7284841053187847e-12,6.30961949354969e-12,True
151,2019-01-07T06:00:00,7.16227077646181e-12,5.9117155615240335e-12,1.5631940186722204e-13,1.1368683772161603e-12,9.535483513900544e-12,True
152,2019-01-07T07:00:00,6.366462912410498e-12,6.821210263296962e-12,2.1316282072803006e-13,3.410605131648481e-12,9.876544027065393e-12,True
153,2019-01-07T08:00:00,6.139089236967266e-12,9.094947017729282e-12,3.126388037344441e-13,7.958078640513122e-12,7.275957614183426e-12,True
154,2019-01-07T09:00:00,6.139089236967266e-12,6.59383658785373e-12,2.4158453015843406e-13,5.6843418860808015e-12,8.668621376273222e-12,True
155,2019-01-07T10:00:00,6.480149750132114e-12,8.185452315956354e-12,3.126388037344441e-13,7.958078640513122e-12,6.991740519879386e-12,True
156,2019-01-07T11:00:00,6.139089236967266e-12,1.000444171950221e-11,2.2737367544323206e-13,3.865352482534945e-12,8.967049325292464e-12,True
157,2019-01-07T12:00:00,7.958078640513122e-12,1.0913936421275139e-11,2.8421709430404007e-13,4.320099833421409e-12,1.0032863428932615e-11,True
158,2019-01-07T13:00:00,5.9401372709544376e-12,8.01492205937393e-12,2.2737367544323206e-13,5.9117155615240335e-12,8.043343768804334e-12,True
159,2019-01-07T14:00:00,6.480149750132114e-12,5.172751116333529e-12,1.8474111129762605e-13,4.547473508864641e-12,9.72022462519817e-12,True
160,2019-01-07T15:00:00,7.73070496506989e-12,1.0231815394945443e-11,2.4158453015843406e-13,3.183231456205249e-12,8.86757334228605e-12,True
161,2019-01-07T16:00:00,8.29913915367797e-12,1.2278178473934531e-11,3.694822225952521e-13,7.958078640513122e-12,9.919176591210999e-12,True
162,2019-01-07T17:00:00,8.810729923425242e-12,1.1368683772161603e-11,3.126388037344441e-13,5.4569682106375694e-12,1.1965539670200087e-11,True
163,2019-01-07T18:00:00,7.560174708487466e-12,7.844391802791506e-12,3.268496584496461e-13,7.048583938740194e-12,6.679101716144942e-12,True
164,2019-01-07T19:00:00,7.275957614183426e-12,8.640199666842818e-12,3.126388037344441e-13,5.343281372915953e-12,1.3500311979441904e-11,True
165,2019-01-07T20:00:00,5.9117155615240335e-12,8.640199666842818e-12,2.5579538487363607e-13,5.115907697472721e-12,5.3717030823463574e-12,True
166,2019-01-07T21:00:00,6.565414878423326e-12,8.981260180007666e-12,2.8421709430404007e-13,6.139089236967266e-12,7.219114195322618e-12,True
167,2019-01-07T22:00:00,7.617018127348274e-12,9.777068044058979e-12,2.984279490192421e-13,4.774847184307873e-12,1.3500311979441904e-11,True
168,2019-01-07T23:00:00,4.661160346586257e-12,8.86757334228605e-12,2.2737367544323206e-13,4.092726157978177e-12,1.0459189070388675e-11,True
169,2019-01-08T00:00:00,6.0254023992456496e-12,8.640199666842818e-12,2.984279490192421e-13,5.7980287238024175e-12,9.15179043659009e-12,True
170,2019-01-08T01:00:00,5.229594535194337e-12,9.777068044058979e-12,2.2737367544323206e-13,3.637978807091713e-12,4.277467269275803e-12,True
171,2019-01-08T02:00:00,5.343281372915953e-12,8.86757334228605e-12,2.2737367544323206e-13,4.774847184307873e-12,1.0800249583553523e-11,True
172,2019-01-08T03:00:00,5.9685589803848416e-12,8.412825991399586e-12,2.4158453015843406e-13,3.751665644813329e-12,9.00968188943807e-12,True
173,2019-01-08T04:00:00,5.7980287238024175e-12,8.86757334228605e-12,2.8421709430404007e-13,4.774847184307873e-12,1.0345502232667059e-11,True
174,2019-01-08T05:00:00,5.6274984672199935e-12,7.503331289626658e-12,2.8421709430404007e-13,5.229594535194337e-12,1.057287590811029e-11,True
175,2019-01-08T06:00:00,5.4569682106375694e-12,9.322320693172514e-12,2.5579538487363607e-13,3.865352482534945e-12,8.839151632855646e-12,True
176,2019-01-08T07:00:00,5.9117155615240335e-12,9.094947017729282e-12,2.4158453015843406e-13,4.774847184307873e-12,9.208633855450898e-12,True
177,2019-01-08T08:00:00,6.934897101018578e-12,9.549694368615746e-12,2.7000623958883807e-13,5.6843418860808015e-12,1.071498445526231e-11,True
178,2019-01-08T09:00:00,6.59383658785373e-12,1.318767317570746e-11,2.7000623958883807e-13,4.320099833421409e-12,7.332801033044234e-12,True
179,2019-01-08T10:00:00,5.986322548778844e-12,8.185452315956354e-12,2.8421709430404007e-13,4.774847184307873e-12,8.611777957412414e-12,True
180,2019-01-08T11:00:00,5.4569682106375694e-12,8.412825991399586e-12,2.4158453015843406e-13,5.4569682106375694e-12,6.423306331271306e-12,True
181,2019-01-08T12:00:00,6.423306331271306e-12,1.000444171950221e-11,2.2737367544323206e-13,3.183231456205249e-12,1.1198153515579179e-11,True
182,2019-01-08T13:00:00,4.590106073010247e-12,6.366462912410498e-12,1.7053025658242404e-13,1.5916157281026244e-12,7.958078640513122e-12,True
183,2019-01-08T14:00:00,7.958078640513122e-12,1.3642420526593924e-11,2.4158453015843406e-13,3.410605131648481e-12,8.128608897095546e-12,True
184,2019-01-08T15:00:00,5.4001247917767614e-12,8.640199666842818e-12,2.8421709430404007e-13,7.389644451905042e-12,9.208633855450898e-12,True
185,2019-01-08T16:00:00,9.663381206337363e-12,1.1823431123048067e-11,3.552713678800501e-13,6.366462912410498e-12,1.0885514711844735e-11,True
186,2019-01-08T17:00:00,5.4569682106375694e-12,1.000444171950221e-11,2.1316282072803006e-13,4.092726157978177e-12,6.480149750132114e-12,True
187,2019-01-08T18:00:00,4.860112312599085e-12,6.707523425575346e-12,1.7053025658242404e-13,9.094947017729282e-13,8.242295734817162e-12,True
188,2019-01-08T19:00:00,6.139089236967266e-12,9.094947017729282e-12,2.5579538487363607e-13,5.4569682106375694e-12,9.43600753089413e-12,True
189,2019-01-08T20:00:00,4.973799150320701e-12,6.139089236967266e-12,2.5579538487363607e-13,5.343281372915953e-12,8.554934538551606e-12,True
190,2019-01-08T21:00:00,8.185452315956354e-12,1.318767317570746e-11,3.552713678800501e-13,7.16227077646181e-12,1.057287590811029e-11,True
191,2019-01-08T22:00:00,4.774847184307873e-12,7.958078640513122e-12,2.4158453015843406e-13,3.637978807091713e-12,1.1652900866465643e-11,True
192,2019-01-08T23:00:00,7.16227077646181e-12,1.2505552149377763e-11,2.8421709430404007e-13,7.275957614183426e-12,9.521272659185342e-12,True
193,2019-01-09T00:00:00,6.821210263296962e-12,9.549694368615746e-12,2.984279490192421e-13,7.275957614183426e-12,7.389644451905042e-12,True
194,2019-01-09T01:00:00,5.5138116294983774e-12,7.503331289626658e-12,2.1316282072803006e-13,4.263256414560601e-12,9.350742402602918e-12,True
195,2019-01-09T02:00:00,3.865352482534945e-12,4.320099833421409e-12,9.947598300641403e-14,6.821210263296962e-13,9.86233317235019e-12,True
196,2019-01-09T03:00:00,6.707523425575346e-12,7.048583938740194e-12,2.8421709430404007e-13,3.979039320256561e-12,7.133849067031406e-12,True
197,2019-01-09T04:00:00,5.002220859751105e-12,6.821210263296962e-12,2.2737367544323206e-13,4.661160346586257e-12,1.0771827874123119e-11,True
198,2019-01-09T05:00:00,4.945377440890297e-12,9.322320693172514e-12,2.5579538487363607e-13,5.6843418860808015e-12,5.7980287238024175e-12,True
199,2019-01-09T06:00:00,6.30961949354969e-12,9.322320693172514e-12,2.7000623958883807e-13,7.048583938740194e-12,5.9117155615240335e-12,True
200,2019-01-09T07:00:00,5.7127635955112055e-12,7.389644451905042e-12,2.2737367544323206e-13,3.865352482534945e-12,7.105427357601002e-12,True
201,2019-01-09T08:00:00,6.73594513500575e-12,8.86757334228605e-12,1.8474111129762605e-13,3.865352482534945e-12,7.474909580196254e-12,True
202,2019-01-09T09:00:00,6.139089236967266e-12,1.0913936421275139e-11,2.7000623958883807e-13,6.139089236967266e-12,9.748646334628575e-12,True
203,2019-01-09T10:00:00,7.389644451905042e-12,1.0231815394945443e-11,3.126388037344441e-13,6.59383658785373e-12,9.208633855450898e-12,True
204,2019-01-09T11:00:00,9.777068044058979e-12,1.5006662579253316e-11,4.263256414560601e-13,1.1596057447604835e-11,1.1311840353300795e-11,True
205,2019-01-09T12:00:00,7.16227077646181e-12,1.2732925824820995e-11,3.410605131648481e-13,5.6843418860808015e-12,5.4001247917767614e-12,True
206,2019-01-09T13:00:00,5.6843418860808015e-12,8.185452315956354e-12,1.9895196601282805e-13,2.5011104298755527e-12,9.066525308298878e-12,True
207,2019-01-09T14:00:00,6.991740519879386e-12,7.275957614183426e-12,1.7053025658242404e-13,4.320099833421409e-12,1.0544454198679887e-11,True
208,2019-01-09T15:00:00,5.7980287238024175e-12,5.002220859751105e-12,1.8474111129762605e-13,4.092726157978177e-12,1.1340262062731199e-11,True
209,2019-01-09T16:00:00,8.981260180007666e-12,1.0459189070388675e-11,3.126388037344441e-13,5.229594535194337e-12,1.304556462855544e-11,True
210,2019-01-09T17:00:00,6.821210263296962e-12,9.322320693172514e-12,3.694822225952521e-13,9.094947017729282e-12,8.071765478234738e-12,True
211,2019-01-09T18:00:00,6.536993168992922e-12,7.844391802791506e-12,2.8421709430404007e-13,9.549694368615746e-12,1.2221335055073723e-11,True
212,2019-01-09T19:00:00,5.4569682106375694e-12,7.503331289626658e-12,2.8421709430404007e-13,7.16227077646181e-12,8.895995051716454e-12,True
213,2019-01-09T20:00:00,5.9117155615240335e-12,8.185452315956354e-12,2.5579538487363607e-13,4.888534022029489e-12,7.389644451905042e-12,True
214,2019-01-09T21:00:00,7.005951374594588e-12,9.43600753089413e-12,2.7000623958883807e-13,4.206412995699793e-12,8.384404281969182e-12,True
215,2019-01-09T22:00:00,8.640199666842818e-12,1.2960299500264227e-11,3.979039320256561e-13,8.185452315956354e-12,9.86233317235019e-12,True
216,2019-01-09T23:00:00,5.115907697472721e-12,7.73070496506989e-12,2.4158453015843406e-13,5.002220859751105e-12,8.498091119690798e-12,True
