SEQUENCE_NUMBER,CAMD_STATE,CAMD_FACILITY_NAME,CAMD_PLANT_ID,CAMD_UNIT_ID,CAMD_GENERATOR_ID,CAMD_NAMEPLATE_CAPACITY,CAMD_FUEL_TYPE,CAMD_LATITUDE,CAMD_LONGITUDE,CAMD_STATUS,CAMD_STATUS_DATE,CAMD_RETIRE_YEAR,MOD_CAMD_UNIT_ID,MOD_CAMD_GENERATOR_ID,EIA_STATE,EIA_PLANT_NAME,EIA_PLANT_ID,EIA_GENERATOR_ID,EIA_NAMEPLATE_CAPACITY,EIA_BOILER_ID,EIA_UNIT_TYPE,EIA_FUEL_TYPE,EIA_LATITUDE,EIA_LONGITUDE,EIA_RETIRE_YEAR,PLANT_ID_CHANGE_FLAG,MOD_EIA_PLANT_ID,MOD_EIA_BOILER_ID,MOD_EIA_GENERATOR_ID_BOILER,MOD_EIA_GENERATOR_ID_GEN,MATCH_TYPE_GEN,MATCH_TYPE_BOILER
1847,NY,Ravenswood Generating Station,2500,CT0011,GT11,25,Pipeline Natural Gas,40.7585,-73.9451,OPR,1970-08-01T00:00:00,0,CT0011,GT11,NY,Ravenswood,2500,GT11,25,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1848,NY,Ravenswood Generating Station,2500,CT02-1,GT21,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT02-1,GT21,NY,Ravenswood,2500,GT21,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT21,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1849,NY,Ravenswood Generating Station,2500,CT02-2,GT22,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT02-2,GT22,NY,Ravenswood,2500,GT22,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT22,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1850,NY,Ravenswood Generating Station,2500,CT02-3,GT23,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT02-3,GT23,NY,Ravenswood,2500,GT23,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT23,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1851,NY,Ravenswood Generating Station,2500,CT02-4,GT24,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT02-4,GT24,NY,Ravenswood,2500,GT24,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT24,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1852,NY,Ravenswood Generating Station,2500,CT03-1,GT31,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT03-1,GT31,NY,Ravenswood,2500,GT31,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT31,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1853,NY,Ravenswood Generating Station,2500,CT03-2,GT32,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT03-2,GT32,NY,Ravenswood,2500,GT32,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT32,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1854,NY,Ravenswood Generating Station,2500,CT03-3,GT33,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2020-09-29T00:00:00,2020,CT03-3,GT33,NY,Ravenswood,2500,GT33,42.9,,GT,NG,40.759167,-73.946111,2017,0,2500,,,GT33,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1855,NY,Ravenswood Generating Station,2500,CT03-4,GT34,42.9,Pipeline Natural Gas,40.7585,-73.9451,RET,2021-12-31T00:00:00,2021,CT03-4,GT34,NY,Ravenswood,2500,GT34,42.9,,GT,NG,40.759167,-73.946111,0,0,2500,,,GT34,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1856,NY,Ravenswood Generating Station,2500,UCC001,4,170,Pipeline Natural Gas,40.7585,-73.9451,OPR,2004-01-05T00:00:00,0,UCC001,4,NY,Ravenswood,2500,4,170,,CT,NG,40.759167,-73.946111,0,0,2500,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1857,NY,Ravenswood Generating Station,2500,UCC001,4S,80,Pipeline Natural Gas,40.7585,-73.9451,OPR,2004-01-05T00:00:00,0,UCC001,4S,NY,Ravenswood,2500,4S,80,,CA,NG,40.759167,-73.946111,0,0,2500,,,4S,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1858,NY,59th Street,2503,BLR114,,,Pipeline Natural Gas,40.7711,-73.9911,OPR,1968-12-01T00:00:00,0,BLR114,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1859,NY,59th Street,2503,BLR115,,,Pipeline Natural Gas,40.7711,-73.9911,OPR,1968-12-01T00:00:00,0,BLR115,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1860,NY,59th Street,2503,BLR116,,,Residual Oil,40.7711,-73.9911,OPR,1972-06-01T00:00:00,0,BLR116,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1861,NY,59th Street,2503,BLR117,,,Residual Oil,40.7711,-73.9911,OPR,1972-06-01T00:00:00,0,BLR117,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1862,NY,59th Street,2503,BLR118,,,Residual Oil,40.7711,-73.9911,OPR,1972-06-01T00:00:00,0,BLR118,,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1863,NY,59th Street,2503,CT0001,GT1,17.1,Other Oil,40.7711,-73.9911,OPR,1969-06-01T00:00:00,0,CT0001,GT1,NY,59th Street,2503,GT1,17.1,,GT,NG,40.771285,-73.99115,0,0,2503,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1864,NY,74th Street,2504,120,11,35,Pipeline Natural Gas,40.768,-73.9515,OPR,1956-04-01T00:00:00,0,120,11,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
1865,NY,74th Street,2504,121,11,35,Pipeline Natural Gas,40.768,-73.9515,OPR,1956-04-01T00:00:00,0,121,11,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
1866,NY,74th Street,2504,122,11,35,Pipeline Natural Gas,40.768,-73.9515,OPR,1956-04-01T00:00:00,0,122,11,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
1867,NY,74th Street,2504,CT0001,GT1,18.6,Other Oil,40.768,-73.9515,OPR,1968-10-01T00:00:00,0,CT0001,GT1,NY,74th Street,2504,GT1,18.5,,GT,KER,40.768,-73.9515,0,0,2504,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1868,NY,74th Street,2504,CT0002,GT2,18.6,Other Oil,40.768,-73.9515,OPR,1968-10-01T00:00:00,0,CT0002,GT2,NY,74th Street,2504,GT2,18.5,,GT,KER,40.768,-73.9515,0,0,2504,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1869,NY,E F Barrett,2511,10,ST1,175,Pipeline Natural Gas,40.6169,-73.6486,OPR,1956-01-01T00:00:00,0,10,ST1,NY,E F Barrett,2511,ST1,188,10,ST,NG,40.616689,-73.647881,0,0,2511,10,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1870,NY,E F Barrett,2511,20,ST2,175,Pipeline Natural Gas,40.6169,-73.6486,OPR,1963-01-01T00:00:00,0,20,ST2,NY,E F Barrett,2511,ST2,188,20,ST,NG,40.616689,-73.647881,0,0,2511,20,ST2,ST2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1871,NY,E F Barrett,2511,U00004,GT1,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00004,GT1,NY,E F Barrett,2511,GT1,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1872,NY,E F Barrett,2511,U00005,GT2,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00005,GT2,NY,E F Barrett,2511,GT2,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1873,NY,E F Barrett,2511,U00006,3,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00006,3,NY,E F Barrett,2511,3,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1874,NY,E F Barrett,2511,U00007,4,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00007,4,NY,E F Barrett,2511,4,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1875,NY,E F Barrett,2511,U00008,5,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00008,5,NY,E F Barrett,2511,5,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1876,NY,E F Barrett,2511,U00009,6,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00009,6,NY,E F Barrett,2511,6,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1877,NY,E F Barrett,2511,U00010,7,18,Pipeline Natural Gas,40.6169,-73.6486,RET,2020-12-31T00:00:00,2020,U00010,7,NY,E F Barrett,2511,7,18,,GT,NG,40.616689,-73.647881,2011,0,2511,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1878,NY,E F Barrett,2511,U00011,8,18,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00011,8,NY,E F Barrett,2511,8,18,,GT,NG,40.616689,-73.647881,0,0,2511,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1879,NY,E F Barrett,2511,U00012,9,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00012,9,NY,E F Barrett,2511,9,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1880,NY,E F Barrett,2511,U00013,9,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00013,9,NY,E F Barrett,2511,9,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,9,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1881,NY,E F Barrett,2511,U00014,10,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00014,10,NY,E F Barrett,2511,10,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1882,NY,E F Barrett,2511,U00015,10,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00015,10,NY,E F Barrett,2511,10,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,10,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1883,NY,E F Barrett,2511,U00016,11,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00016,11,NY,E F Barrett,2511,11,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1884,NY,E F Barrett,2511,U00017,11,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00017,11,NY,E F Barrett,2511,11,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,11,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1885,NY,E F Barrett,2511,U00018,12,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00018,12,NY,E F Barrett,2511,12,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1886,NY,E F Barrett,2511,U00019,12,41.9,Pipeline Natural Gas,40.6169,-73.6486,OPR,1970-07-01T00:00:00,0,U00019,12,NY,E F Barrett,2511,12,41.8,,GT,NG,40.616689,-73.647881,0,0,2511,,,12,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1887,NY,East Hampton Facility,2512,UGT001,1,21.3,Diesel Oil,40.9619,-72.2095,OPR,1970-07-01T00:00:00,0,UGT001,1,NY,East Hampton,2512,1,21.3,,GT,DFO,40.961706,-72.210277,0,0,2512,,,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1888,NY,Far Rockaway,2513,40,4,113.6,Pipeline Natural Gas,40.6111,-73.7611,RET,2012-09-30T00:00:00,2012,40,4,NY,Far Rockaway,2513,4,100,40,ST,NG,40.61089,-73.761,2012,0,2513,40,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1889,NY,Glenwood,2514,40,4,100,Pipeline Natural Gas,40.8269,-73.6479,RET,2012-09-30T00:00:00,2012,40,4,NY,Glenwood,2514,4,114,40,ST,NG,40.827149,-73.647473,2012,0,2514,40,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1890,NY,Glenwood,2514,50,5,100,Pipeline Natural Gas,40.8269,-73.6479,RET,2012-09-30T00:00:00,2012,50,5,NY,Glenwood,2514,5,114,50,ST,NG,40.827149,-73.647473,2012,0,2514,50,5,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1891,NY,Glenwood,2514,U00020,GT2,55,Diesel Oil,40.8269,-73.6479,OPR,1972-07-01T00:00:00,0,U00020,GT2,NY,Glenwood,2514,GT2,55,,GT,DFO,40.827149,-73.647473,0,0,2514,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1892,NY,Glenwood,2514,U00021,GT3,55,Diesel Oil,40.8269,-73.6479,OPR,1972-07-01T00:00:00,0,U00021,GT3,NY,Glenwood,2514,GT3,55,,GT,DFO,40.827149,-73.647473,0,0,2514,,,GT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1893,NY,Northport,2516,1,ST1,387,Pipeline Natural Gas,40.9231,-73.3417,OPR,1967-01-01T00:00:00,0,1,ST1,NY,Northport,2516,ST1,387,1,ST,NG,40.923565,-73.342323,0,0,2516,1,ST1,ST1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1894,NY,Northport,2516,2,2,387,Pipeline Natural Gas,40.9231,-73.3417,OPR,1968-01-01T00:00:00,0,2,2,NY,Northport,2516,2,387,2,ST,NG,40.923565,-73.342323,0,0,2516,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1895,NY,Northport,2516,3,3,387,Pipeline Natural Gas,40.9231,-73.3417,OPR,1972-01-01T00:00:00,0,3,3,NY,Northport,2516,3,387,3,ST,NG,40.923565,-73.342323,0,0,2516,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1896,NY,Northport,2516,4,4,387,Pipeline Natural Gas,40.9231,-73.3417,OPR,1977-01-01T00:00:00,0,4,4,NY,Northport,2516,4,387,4,ST,NG,40.923565,-73.342323,0,0,2516,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1897,NY,Northport,2516,UGT001,GT1,16,Diesel Oil,40.9231,-73.3417,OPR,1967-07-01T00:00:00,0,UGT001,GT1,NY,Northport,2516,GT1,16,,GT,DFO,40.923565,-73.342323,0,0,2516,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1898,NY,Port Jefferson Energy Center,2517,3,3,188,Pipeline Natural Gas,40.9503,-73.0786,OPR,1958-01-01T00:00:00,0,3,3,NY,Port Jefferson,2517,3,188,3,ST,NG,40.949696,-73.078507,0,0,2517,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1899,NY,Port Jefferson Energy Center,2517,4,4,188,Pipeline Natural Gas,40.9503,-73.0786,OPR,1960-01-01T00:00:00,0,4,4,NY,Port Jefferson,2517,4,188,4,ST,NG,40.949696,-73.078507,0,0,2517,4,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1900,NY,Port Jefferson Energy Center,2517,UGT001,GT1,16,Diesel Oil,40.9503,-73.0786,OPR,1966-07-01T00:00:00,0,UGT001,GT1,NY,Port Jefferson,2517,GT1,16,,GT,DFO,40.949696,-73.078507,0,0,2517,,,GT1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1901,NY,Port Jefferson Energy Center,2517,UGT002,GT2,45,Pipeline Natural Gas,40.9503,-73.0786,OPR,2002-07-01T00:00:00,0,UGT002,GT2,NY,Port Jefferson,2517,GT2,53,,GT,NG,40.949696,-73.078507,0,0,2517,,,GT2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1902,NY,Port Jefferson Energy Center,2517,UGT003,GT3,45,Pipeline Natural Gas,40.9503,-73.0786,OPR,2002-07-01T00:00:00,0,UGT003,GT3,NY,Port Jefferson,2517,GT3,53,,GT,NG,40.949696,-73.078507,0,0,2517,,,GT3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1903,NY,West Babylon Facility,2521,UGT001,4,52.4,Diesel Oil,40.6953,-73.3497,OPR,1971-06-01T00:00:00,0,UGT001,4,NY,West Babylon,2521,4,52.4,,GT,DFO,40.695485,-73.348573,0,0,2521,,,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1904,NY,GMMM Westover,2526,11,7,43.8,Coal,42.1117,-75.9747,RET,2011-12-31T00:00:00,2011,11,7,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1905,NY,GMMM Westover,2526,12,7,43.8,Coal,42.1117,-75.9747,RET,2011-12-31T00:00:00,2011,12,7,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1906,NY,GMMM Westover,2526,13,8,75,Coal,42.1117,-75.9747,RET,2014-06-30T00:00:00,2014,13,8,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1907,NY,Greenidge Generation LLC,2527,4,3,58.8,Coal,42.6789,-76.9483,RET,2011-12-31T00:00:00,2011,4,3,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1908,NY,Greenidge Generation LLC,2527,5,3,58.8,Coal,42.6789,-76.9483,RET,2011-12-31T00:00:00,2011,5,3,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1909,NY,Greenidge Generation LLC,2527,6,4,105.9,Pipeline Natural Gas,42.6789,-76.9483,OPR,1953-11-01T00:00:00,0,6,4,NY,Greenidge Generation LLC,2527,4,112,6,ST,NG,42.6789,-76.9483,0,0,2527,6,4,4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1910,NY,"Cayuga Operating Company, LLC",2535,1,1,155,Coal,42.6028,-76.6336,OPR,1955-08-01T00:00:00,0,1,1,NY,Cayuga Operating Company,2535,1,155.3,1,ST,BIT,42.6028,-76.6336,0,0,2535,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1911,NY,"Cayuga Operating Company, LLC",2535,2,2,167,Coal,42.6028,-76.6336,OPR,1958-09-01T00:00:00,0,2,2,NY,Cayuga Operating Company,2535,2,167.2,2,ST,BIT,42.6028,-76.6336,0,0,2535,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1912,NY,Bethlehem Energy Center (Albany),2539,10001,5,194,Pipeline Natural Gas,42.5905,-73.7636,OPR,2005-03-10T00:00:00,0,10001,5,NY,Bethlehem Energy Center,2539,5,194.3,,CT,NG,42.594196,-73.763752,0,0,2539,,,5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1913,NY,Bethlehem Energy Center (Albany),2539,10001,8,310,Pipeline Natural Gas,42.5905,-73.7636,OPR,2005-03-10T00:00:00,0,10001,8,NY,Bethlehem Energy Center,2539,8,310.2,,CA,NG,42.594196,-73.763752,0,0,2539,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1914,NY,Bethlehem Energy Center (Albany),2539,10002,6,194,Pipeline Natural Gas,42.5905,-73.7636,OPR,2005-03-18T00:00:00,0,10002,6,NY,Bethlehem Energy Center,2539,6,194.3,,CT,NG,42.594196,-73.763752,0,0,2539,,,6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1915,NY,Bethlehem Energy Center (Albany),2539,10002,8,310,Pipeline Natural Gas,42.5905,-73.7636,OPR,2005-03-18T00:00:00,0,10002,8,NY,Bethlehem Energy Center,2539,8,310.2,,CA,NG,42.594196,-73.763752,0,0,2539,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1916,NY,Bethlehem Energy Center (Albany),2539,10003,7,194,Pipeline Natural Gas,42.5905,-73.7636,OPR,2005-03-12T00:00:00,0,10003,7,NY,Bethlehem Energy Center,2539,7,194.3,,CT,NG,42.594196,-73.763752,0,0,2539,,,7,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1917,NY,Bethlehem Energy Center (Albany),2539,10003,8,310,Pipeline Natural Gas,42.5905,-73.7636,OPR,2005-03-12T00:00:00,0,10003,8,NY,Bethlehem Energy Center,2539,8,310.2,,CA,NG,42.594196,-73.763752,0,0,2539,,,8,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1918,NY,Huntley Power,2549,67,67,200,Coal,42.97,-78.93,RET,2018-03-31T00:00:00,2018,67,67,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
1919,NY,Huntley Power,2549,68,S68,200,Coal,42.97,-78.93,RET,2018-03-31T00:00:00,2018,68,S68,,,,,,,,,,,,,,,,,Manual CAMD Excluded,Manual CAMD Excluded
1920,NY,NRG Dunkirk Power,2554,1,1,80,Coal,42.49,-79.35,RET,2020-09-30T00:00:00,2020,1,1,NY,Dunkirk Generating Plant,2554,1,96,1,ST,SUB,42.491467,-79.346631,0,0,2554,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1921,NY,NRG Dunkirk Power,2554,2,2,80,Coal,42.49,-79.35,RET,2020-09-30T00:00:00,2020,2,2,NY,Dunkirk Generating Plant,2554,2,96,2,ST,SUB,42.491467,-79.346631,0,0,2554,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1922,NY,NRG Dunkirk Power,2554,3,3,200,Coal,42.49,-79.35,RET,2020-09-30T00:00:00,2020,3,3,NY,Dunkirk Generating Plant,2554,3,217.6,3,ST,SUB,42.491467,-79.346631,0,0,2554,3,3,3,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1923,NY,NRG Dunkirk Power,2554,4,ST4,200,Coal,42.49,-79.35,RET,2020-09-30T00:00:00,2020,4,ST4,NY,Dunkirk Generating Plant,2554,ST4,217.6,4,ST,SUB,42.491467,-79.346631,0,0,2554,4,ST4,ST4,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1924,NY,Oswego Harbor Power,2594,3,3,80,Pipeline Natural Gas,43.46,-76.53,RET,2019-09-30T00:00:00,2019,3,3,,,,,,,,,,,,,,,,,CAMD Unmatched,CAMD Unmatched
1925,NY,Oswego Harbor Power,2594,5,ST5,902,Residual Oil,43.46,-76.53,OPR,1977-01-01T00:00:00,0,5,ST5,NY,Oswego Harbor Power,2594,ST5,901.8,5,ST,RFO,43.4586,-76.5319,0,0,2594,5,ST5,ST5,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1926,NY,Oswego Harbor Power,2594,6,ST6,902,Residual Oil,43.46,-76.53,OPR,1980-01-01T00:00:00,0,6,ST6,NY,Oswego Harbor Power,2594,ST6,901.8,6,ST,RFO,43.4586,-76.5319,0,0,2594,6,ST6,ST6,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1927,NY,Bowline Generating Station,2625,1,1,640,Pipeline Natural Gas,41.2044,-73.9689,OPR,1972-09-01T00:00:00,0,1,1,NY,Bowline Point,2625,1,621,1,ST,NG,41.2044,-73.9689,0,0,2625,1,1,1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1928,NY,Bowline Generating Station,2625,2,2,640,Pipeline Natural Gas,41.2044,-73.9689,OPR,1974-05-01T00:00:00,0,2,2,NY,Bowline Point,2625,2,621,2,ST,NG,41.2044,-73.9689,0,0,2625,2,2,2,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,"6_1_EnviroAssoc (boilers and generators) match on plant, boiler, and gen IDs Step 2a: Exact match"
1929,NY,Hillburn,2628,001,GEN1,46.5,Pipeline Natural Gas,41.1269,-74.1653,OPR,1971-04-01T00:00:00,0,001,GEN1,NY,Hillburn,2628,GEN1,46.5,,GT,NG,41.1269,-74.1653,0,0,2628,,,GEN1,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
1930,NY,Shoemaker,2632,1,SHOE,41.9,Pipeline Natural Gas,41.4278,-74.4186,OPR,1971-05-01T00:00:00,0,1,SHOE,NY,Shoemaker,2632,SHOE,41.9,,GT,NG,41.4278,-74.4186,0,0,2632,,,SHOE,3_1_Generator (generators) match on plant and gen IDs  Step 1a: Exact match,
