State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Program Code,Primary Rep Info,EPA Region,NERC Region,County,County Code,FIPS Code,Source Category,Latitude,Longitude,Owner/Operator,SO2 Phase,NOx Phase,Unit Type,Primary Fuel Type,Secondary Fuel Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Commercial Operation Date,Operating Status,Max Hourly HI Rate (mmBtu/hr),Associated Generators & Nameplate Capacity (MWe)
NY,Somerset Operating Company  (Kintigh),6082,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",1490,2,NPCC,Niagara County,NY063,063,Electric Utility,43.3561,-78.6039,"Somerset Operating Company, LLC (Owner)|Somerset Operating Company, LLC (Operator)",Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,Residual Oil,Wet Limestone,Selective Catalytic Reduction|Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,1984-08-17,Operating,6280,1 (655.1)
NY,Wading River Facility,7146,UGT007,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Other|Water Injection,,,1989-07-01,Operating,1164,1 (79.5)
NY,Wading River Facility,7146,UGT008,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Other|Water Injection,,,1989-07-01,Operating,1164,02 (79.5)
NY,Wading River Facility,7146,UGT009,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Other|Water Injection,,,1989-07-01,Operating,1164,03 (79.5)
NY,Wading River Facility,7146,UGT013,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,,,,1971-07-01,Operating,686,GT1 (52.9)
NY,Wading River Facility,7146,UGT014,CP001,2019,SIPNOX,606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,,,,1984-07-01,Operating,266,GT2 (18.6)
NY,Richard M Flynn (Holtsville),7314,001,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,NPCC,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0644,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,1994-04-01,Operating,1325,"NA2 (56), NA1 (108)"
NY,Glenwood Landing Energy Center,7869,UGT011,,2019,SIPNOX,606257,2,,Nassau County,NY059,059,Electric Utility,40.8275,-73.6478,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,,,,1967-06-01,Operating,266,GT1 (16)
NY,Glenwood Landing Energy Center,7869,UGT012,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Nassau County,NY059,059,Electric Utility,40.8275,-73.6478,National Grid Glenwood Energy Center LLC (Owner)|National Grid Glenwood Energy Center LLC (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2002-06-01,Operating,457,GT4 (45)
NY,Glenwood Landing Energy Center,7869,UGT013,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Nassau County,NY059,059,Electric Utility,40.8275,-73.6478,National Grid Glenwood Energy Center LLC (Owner)|National Grid Glenwood Energy Center LLC (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2002-06-01,Operating,457,GT5 (45)
NY,Vernon Boulevard,7909,VB01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Queens County,NY081,081,Electric Utility,40.7539,-73.9506,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-15,Operating,430,VB01 (47)
NY,Vernon Boulevard,7909,VB02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Queens County,NY081,081,Electric Utility,40.7539,-73.9506,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,455,VB02 (47)
NY,23rd and 3rd,7910,2301,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,NPCC,Kings County,NY047,047,Electric Utility,40.663,-74,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,505,1 (47)
NY,23rd and 3rd,7910,2302,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,NPCC,Kings County,NY047,047,Electric Utility,40.663,-74,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,505,"2 (47), 1 (47)"
NY,Brentwood,7912,BW01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Suffolk County,NY103,103,Electric Utility,40.787,-73.2933,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,480,1 (47)
NY,Hell Gate,7913,HG01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Bronx County,NY005,005,Electric Utility,40.7988,-73.9093,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,475,HG01 (47)
NY,Hell Gate,7913,HG02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Bronx County,NY005,005,Electric Utility,40.7988,-73.9093,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,486,HG02 (47)
NY,Harlem River Yard,7914,HR01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Bronx County,NY005,005,Electric Utility,40.7989,-73.9147,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,475,HR01 (47)
NY,Harlem River Yard,7914,HR02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,,Bronx County,NY005,005,Electric Utility,40.7989,-73.9147,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,475,HR02 (47)
NY,North 1st,7915,NO1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,NPCC,Kings County,NY047,047,Electric Utility,40.7168,-73.9665,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-17,Operating,500,N01 (47)
NY,Roseton Generating LLC,8006,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",607096,2,NPCC,Orange County,NY071,071,Electric Utility,41.5711,-73.9747,Castleton Commodities International (CCI) (Owner)|Castleton Commodities International (CCI) (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Other,Cyclone,,1974-12-01,Operating,7031,1 (621)
NY,Roseton Generating LLC,8006,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",607096,2,NPCC,Orange County,NY071,071,Electric Utility,41.5711,-73.9747,Castleton Commodities International (CCI) (Owner)|Castleton Commodities International (CCI) (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Other,Cyclone,,1974-09-01,Operating,6987,2 (621)
NY,Holtsville Facility,8007,U00001,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,1 (56.7)
NY,Holtsville Facility,8007,U00002,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,1 (56.7)
NY,Holtsville Facility,8007,U00003,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,2 (56.7)
NY,Holtsville Facility,8007,U00004,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,2 (56.7)
NY,Holtsville Facility,8007,U00005,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,3 (56.7)
NY,Holtsville Facility,8007,U00006,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,3 (56.7)
NY,Holtsville Facility,8007,U00007,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,4 (56.7)
NY,Holtsville Facility,8007,U00008,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,4 (56.7)
NY,Holtsville Facility,8007,U00009,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,5 (56.7)
NY,Holtsville Facility,8007,U00010,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,5 (56.7)
NY,Holtsville Facility,8007,U00011,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,6 (56.7)
NY,Holtsville Facility,8007,U00012,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,6 (56.7)
NY,Holtsville Facility,8007,U00013,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,7 (56.7)
NY,Holtsville Facility,8007,U00014,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,7 (56.7)
NY,Holtsville Facility,8007,U00015,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,1974-07-01,Operating,416,8 (56.7)
NY,Holtsville Facility,8007,U00016,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,8 (56.7)
NY,Holtsville Facility,8007,U00017,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,1974-07-01,Operating,416,9 (56.7)
NY,Holtsville Facility,8007,U00018,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,9 (56.7)
NY,Holtsville Facility,8007,U00019,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,10 (56.7)
NY,Holtsville Facility,8007,U00020,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,10 (56.7)
NY,Pouch Terminal,8053,PT01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","604275 (Ended Apr 30, 2019), 605253 (Started Apr 30, 2019)",2,NPCC,Richmond County,NY085,085,Electric Utility,40.6188,-74.069,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-08,Operating,517,PT01 (47)
NY,Astoria Generating Station,8906,20,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1953-01-01,Operating,2300,2 (200)
NY,Astoria Generating Station,8906,31RH,CP30,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,1958-09-01,Operating,3984,3 (376.2)
NY,Astoria Generating Station,8906,32SH,CP30,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,1958-09-01,Operating,3984,3 (376.2)
NY,Astoria Generating Station,8906,41SH,"CPG45A, CPO40",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1958-09-01,Operating,4074,4 (387.2)
NY,Astoria Generating Station,8906,42RH,"CPG45A, CPO40",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1958-09-01,Operating,4074,4 (387.2)
NY,Astoria Generating Station,8906,51RH,"CPG45A, CPO50",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1962-05-01,Operating,4094,ST5 (387.2)
NY,Astoria Generating Station,8906,52SH,"CPG45A, CPO50",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1962-05-01,Operating,4094,ST5 (387.2)
NY,Astoria Generating Station,8906,CT0001,,2019,SIPNOX,601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1967-07-01,Operating,243,1 (15)
NY,"RED-Rochester, LLC-Eastman Business Park",10025,4B,,2019,SIPNOX,605852,2,,Monroe County,NY055,055,Industrial Boiler,43.1969,-77.6289,"RED-Rochester, LLC (Owner)|RED-Rochester, LLC (Operator)",,,Tangentially-fired,Natural Gas,Diesel Oil,,,,,,Operating,776.2,44TG (25.6)
NY,"Castleton Power, LLC",10190,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2616,2,NPCC,Rensselaer County,NY083,083,Electric Utility,42.5375,-73.7433,"Castleton Power, LLC (Owner)|Castleton Energy Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1992-09-01,Operating,670,"GEN1 (47), GEN2 (25)"
NY,"Black River Generation, LLC",10464,E0001,CS-1,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606650,2,NPCC,Jefferson County,NY045,045,Electric Utility,44.0361,-75.7712,"Black River Generation, LLC (Owner)|Black River Generation, LLC (Operator)",,,Circulating fluidized bed boiler,Wood,"Other Solid Fuel, Petroleum Coke, Tire Derived Fuel",,,Baghouse,,1991-11-01,Operating,288,GEN1 (55.5)
NY,"Black River Generation, LLC",10464,E0002,CS-1,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606650,2,NPCC,Jefferson County,NY045,045,Electric Utility,44.0361,-75.7712,"Black River Generation, LLC (Owner)|Black River Generation, LLC (Operator)",,,Circulating fluidized bed boiler,Wood,"Other Solid Fuel, Petroleum Coke, Tire Derived Fuel",,,Baghouse,,1991-11-01,Operating,288,GEN1 (55.5)
NY,"Black River Generation, LLC",10464,E0003,CS-1,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",606650,2,NPCC,Jefferson County,NY045,045,Electric Utility,44.0361,-75.7712,"Black River Generation, LLC (Owner)|Black River Generation, LLC (Operator)",,,Circulating fluidized bed boiler,Wood,"Other Solid Fuel, Petroleum Coke, Tire Derived Fuel",,,Baghouse,,1991-11-01,Operating,288,GEN1 (55.5)
NY,"Beaver Falls, LLC",10617,1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI","605480 (Ended May 03, 2019), 603940 (Started May 03, 2019)(Ended Jun 11, 2019), 609450 (Started Jun 11, 2019)",2,,Lewis County,NY049,049,Cogeneration,43.8861,-75.4342,SBF LLC (Owner)|SBF LLC (Operator),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1995-01-01,Operating,812,"GEN2 (42.3), GEN1 (65.5)"
NY,Allegany Station No. 133,10619,00001,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2365,2,NPCC,Allegany County,NY003,003,Electric Utility,42.5083,-78.0661,Allegany Generating Station (Owner)|Allegany Generating Station (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,1996-02-13,Operating,540,"1 (42), 2 (25)"
NY,Carthage Energy,10620,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2129,2,NPCC,Jefferson County,NY045,045,Cogeneration,43.9842,-75.6225,"Carthage Energy, LLC (Owner)|Wood Group Power Operations, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1991-11-01,Operating,583,"GEN1 (41), GEN2 (22)"
NY,"Syracuse, LLC",10621,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","605480 (Ended May 03, 2019), 603940 (Started May 03, 2019)(Ended Jun 11, 2019), 609450 (Started Jun 11, 2019)",2,NPCC,Onondaga County,NY067,067,Electric Utility,43.0667,-76.2246,SBF LLC (Owner)|SBF LLC (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1994-02-01,Operating,800,"GEN1 (65.5), GEN2 (37.2)"
NY,Selkirk Cogen Partners,10725,CTG101,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",1385,2,,Albany County,NY001,001,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP (Owner)|Selkirk Cogen Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1992-04-17,Operating,1215,"GEN1 (95.2), GEN2 (12)"
NY,Selkirk Cogen Partners,10725,CTG201,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",1385,2,,Albany County,NY001,001,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP (Owner)|Selkirk Cogen Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1994-09-01,Operating,1259,"GEN3 (95.2), GEN5 (148.4)"
NY,Selkirk Cogen Partners,10725,CTG301,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",1385,2,,Albany County,NY001,001,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP (Owner)|Selkirk Cogen Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1994-09-01,Operating,1250,"GEN5 (148.4), GEN4 (95.5)"
NY,AG - Energy,10803,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2129,2,NPCC,St. Lawrence County,NY089,089,Electric Utility,44.7258,-75.4417,"AG Energy, LP (Owner)|AG Energy, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,1994-05-19,Operating,536,"GEN1 (45), GEN3 (26.9)"
NY,AG - Energy,10803,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2129,2,NPCC,St. Lawrence County,NY089,089,Electric Utility,44.7258,-75.4417,"AG Energy, LP (Owner)|AG Energy, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,1994-05-19,Operating,254,"GEN2 (23.6), GEN3 (26.9)"
NY,Bethpage Energy Center,50292,GT1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"TBG Cogen Partners (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1989-08-13,Operating,416,"GEN3 (16.2), GEN1 (33.7)"
NY,Bethpage Energy Center,50292,GT2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"TBG Cogen Partners (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1989-08-13,Operating,416,"GEN3 (16.2), GEN2 (33.7)"
NY,Bethpage Energy Center,50292,GT3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"CPN Bethpage 3rd Turbine, Inc. (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2002-07-01,Operating,545,GEN5 (60)
NY,Bethpage Energy Center,50292,GT4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"Bethpage Energy Center 3, LLC (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2005-05-08,Operating,730,"GEN6 (60), GEN7 (36)"
NY,Cornell University Ithaca Campus,50368,CT1,,2019,SIPNOX,608878,2,,Tompkins County,NY109,109,Institutional,42.4428,-76.4764,Cornell University (Owner)|Cornell University (Operator),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,2009-12-18,Operating,270,"TG2 (5.7), TG1 (1.8), CT1 (15)"
